Party,DebateNo,SentenceNo,SequenceNo,Speaker,Text,PolarityPAScore,Prob_Pos,NB_Sent,Score,wc
rep,2,1314,695,BUSH,"Since it's not going to happen. A strong leader is what we need in the White House, and she certainly was a strong leader that restored the United Kingdom into greatness.",0.2702380952380952,0.9866839218998754,pos,2,0
rep,2,1315,696,TAPPER,"Governor Walker. WALKER: First of all, I got to say to Carson, Huckabee, thanks a lot for making the rest of us look like chumps up here, but, I'd pick Clara Barton. I once worked for the American Red Cross, she was a great founder of the Red Cross.",0.225,0.8695438877802303,pos,2,0
rep,2,1316,697,TAPPER,Mrs. Fiorina.,0.0,0.8284883720930237,pos,2,0
rep,2,1317,698,FIORINA,"I wouldn't change the $10 bill, or the $20 bill. I think, honestly, it's a gesture. I don't think it helps to change our history. What I would think is that we ought to recognize that women are not a special interest group. Women are the majority of this nation. We are half the potential of this nation, and this nation will be better off when every woman has the opportunity to live the life she chooses.",0.11742424242424244,0.4458161809688556,neg,2,0
rep,2,1318,698,FIORINA,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1319,699,TAPPER,Governor Kasich.,0.0,0.6874999999999996,pos,2,0
rep,2,1320,700,KASICH,"Well, it's probably not, maybe, legal, but, I would pick Mother Theresa, the lady that I had a chance to meet, a woman who lived a life so much bigger than her own. An inspiration to everyone when we think about our responsibility to love our neighbor as we love ourselves.",0.26666666666666666,0.6915457640268727,pos,2,0
rep,2,1321,701,TAPPER,Governor Christie.,0.0,0.7983870967741932,pos,2,0
rep,2,1322,702,CHRISTIE,"I think the Adams family has been shorted in the currency business. Our country wouldn't be here without John Adams, and he would not have been able to do it without Abigal Adams, so, I'd put Abigail Adams on the bill.",0.5,0.4671338946537166,neg,2,0
rep,2,1323,702,CHRISTIE,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1324,703,TAPPER,"Alright. Some good entries if anybody at the mint was listening. Here's the next lighthearted question, you all know that the United States Secret Service uses codenames for the president, and his family. Ronald Reagan's codename, for example, was, ""Rawhide"", an homage to his performances in Westerns. Nancy Reagan's was, ""Rainbow"".",-0.2,0.9783043935465272,pos,2,0
rep,2,1325,703,TAPPER,"You don't have to come up the one for your spouse, but, what would you want, Governor Christie, I'll start with you, your Secret Service codename to be.",-0.4,0.4584212303159282,neg,2,0
rep,2,1326,703,TAPPER,(LAUGHTER),0.0,0.375,neg,5,0
rep,2,1327,704,CHRISTIE,"You know, I've been called a lot of names by a lot of different people, and now I got to get called by names by the Secret Service?",-0.2,0.4121971476182406,neg,2,0
rep,2,1328,704,CHRISTIE,I would just say True Heart.,0.35,0.7270685085210838,pos,2,0
rep,2,1329,705,KASICH,"Well, I have one now - they (ph) call me, ""Unit One"".",0.0,0.4125954514753744,neg,2,0
rep,2,1330,705,KASICH,"My wife says, ""You'll never be Unite One, I'm Unite One. You're Unit Two."" ",0.0,0.8569788754736372,pos,2,0
rep,2,1331,706,FIORINA,Secretariat.,0.0,0.5,pos,2,0
rep,2,1332,707,TAPPER,Governor Walker?,0.0,0.4965277777777777,neg,2,0
rep,2,1333,708,WALKER,Harley. I love riding Harley's.,0.5,0.5263660159232199,pos,2,0
rep,2,1334,709,BUSH,"Ever Ready, it's very high energy, Donald.",0.204,0.6240065926908134,pos,2,0
rep,2,1335,709,BUSH,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1336,710,TAPPER,Mr. Trump?,0.0,0.375,neg,2,0
rep,2,1337,711,TRUMP,Humble.,-0.2,0.8124999999999998,pos,2,0
rep,2,1338,711,TRUMP,(LAUGHTER),0.0,0.375,neg,5,0
rep,2,1339,711,TRUMP,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1340,712,MALE,That's a good one.,0.7,0.5116879534545637,pos,2,0
rep,2,1341,713,TAPPER,Dr. Carson?,0.0,0.75,pos,2,0
rep,2,1342,714,CARSON,One Nation.,0.0,0.5705935659265975,pos,2,0
rep,2,1343,715,TAPPER,Senator Cruz?,0.0,0.5205128205128207,pos,2,0
rep,2,1344,716,CRUZ,"You know, as a Cuban, I might go with Cohiba (ph), and I'll tell you, I'd go with, for Heidi, Angel, because she is my angel.",0.0,0.3132510925236928,neg,2,0
rep,2,1345,717,TAPPER,Senator Rubio?,0.0,0.6304347826086955,pos,2,0
rep,2,1346,718,RUBIO,"Well, there are some people in Florida upset at me over a joke I made about Florida State, but, what the heck, I want my codename to be Gator.",0.0,0.5343938975197302,pos,2,0
rep,2,1347,718,RUBIO,(LAUGHTER),0.0,0.375,neg,5,0
rep,2,1348,718,RUBIO,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1349,719,TAPPER,Governor Huckabee.,0.0,0.6874999999999996,pos,2,0
rep,2,1350,720,HUCKABEE,I'd go with Duck Hunter.,0.0,0.4624141831732777,neg,2,0
rep,2,1351,721,TAPPER,Senator Paul.,0.0,0.5735333156357845,pos,2,0
rep,2,1352,722,PAUL,Justice Never Sleeps.,0.0,0.5741516490498473,pos,2,0
rep,2,1353,722,PAUL,(LAUGHTER),0.0,0.375,neg,5,0
rep,2,1354,723,TAPPER,"That's a mouthful, but OK.",0.5,0.2507584978663817,neg,2,0
rep,2,1355,723,TAPPER,(LAUGHTER),0.0,0.375,neg,5,0
rep,2,1356,724,TAPPER,"OK, here's the more serious question, Ronald Reagan, the 40th President, used the plane behind you to accomplish a great many things. Perhaps, most notably, to challenge Mikhail Gorbachev to tear down the wall, and ultimately, to make peace with the USSR.",0.2611111111111111,0.6682709687053112,pos,2,0
rep,2,1357,724,TAPPER,How will the world look different once your Air Force One is parked in the hangar of your presidential library?,0.0,0.9084221480549723,pos,2,0
rep,2,1358,724,TAPPER,Senator Paul?,0.0,0.5735333156357845,pos,2,0
rep,2,1359,725,PAUL,"I met Ronald Reagan as a teenager, and my family, we're big supporters of him when he ran against Gerald Ford. It was a big deal because he was the grassroots, running against the establishment, and I'll never forget that. And, how he stood up and said, you know what, this is something new that our country needs, and our party needs.",0.13636363636363635,0.4590094270400907,neg,2,0
rep,2,1360,725,PAUL,"If I were president, I would try to be one who says, you know what, I'm a Reagan Conservative. I'm someone who believes in peace through strength, and I would try to lead the country in that way knowing that our goal is peace, and that war is the last resort, not the first resort. And, that when we go to war, we go to war in a constitutional way, which means that we have to vote on it, that war is initiated by congress, not by the president, that we go to war electively (ph). That when we go to war, we don't fight with one arm tied behind our back, we fight all out to win, but then we come home.",0.0,0.8615950722083636,pos,2,0
rep,2,1361,725,PAUL,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1362,726,HUCKABEE,"At the end of my presidency I would like to believe that the world would be a safe place, and there wouldn't be the threats. not only to the U.S., but to Israel and our allies, because we would have the most incredible well-trained, well-equipped, well- prepared military in the history of mankind. And they would know that the commander-in-chief would never send them to a mission without all the resources necessary, but people wouldn't bully us anymore. Because they would know that that would be an invitation to their destruction.",0.325,0.993818884015748,pos,2,0
rep,2,1363,726,HUCKABEE,"Domestically, we would be operating under a tax system that eliminated the IRS. People wouldn't be punished for their work, and for what they produced.",0.0,0.0400943407561306,neg,2,0
rep,2,1364,726,HUCKABEE,"And life would be really deemed precious. Abortion would be no more. It would be as much of a scourge in our past as slavery is. And we would have a peaceful country, where people respected each other and people respected law enforcement. And we would focus on cures.",0.0625,0.8480839142625232,pos,2,0
rep,2,1365,726,HUCKABEE,"And we would make this country not only safe from our enemies without, but safe from the enemies within. And it would be a good place to raise our kids and our grandkids.",0.3333333333333333,0.6095494056821618,pos,2,0
rep,2,1366,726,HUCKABEE,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1367,727,RUBIO,"One of the things that made Ronald Reagan a great president, is that he understood that America was a unique nation, like any other that had existed throughout human history. He knew it was founded on universal principles that were powerful, the dignity of all people, human rights, the rights of all to live in freedom and liberty, and choose their own path in life. He didn't just believe it, he acted on it. That's why bringing down communism was so important to him. If I'm honored with the opportunity to be president, I hope that our Air Force One will fly, first and foremost, to our allies; in Israel, in South Korea, and Japan. They know we stand with them. That America can be counted on.",0.20727272727272728,0.996487556748906,pos,2,0
rep,2,1368,727,RUBIO,"It would also fly to China, not just to meet with our enemies, not just to meet with those adversaries of ours that are there, but also to meet with those that aspire to freedom and liberty within China. I would even invite them to my inauguration.",0.8,0.996031126886577,pos,2,0
rep,2,1369,727,RUBIO,"We would also fly into Moscow and into Russia. And not just meet with the leaders of Russia, but also meet with those who aspire to freedom and liberty in Russia. And ultimately, I hope that my Air Force One, if I become president, will one day land in a free Cuba, where its people can choose its leaders and its own destiny.",0.3333333333333333,0.9936420118353451,pos,2,0
rep,2,1370,727,RUBIO,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1371,728,CRUZ,Ronald Reagan believed in America.,0.0,0.8298955177902132,pos,2,0
rep,2,1372,728,CRUZ,"If I'm elected president our friends and allies across the globe will know that we stand with them. the bust of Winston Churchill will be back in the Oval Office, and the American embassy in Israel will be in Jerusalem.",0.0,0.9278192453791572,pos,2,0
rep,2,1373,728,CRUZ,"Enemies across this world will know the United States is not to be trifled with. ISIS will be defeated. We will have a president willing to utter the words, ""radical Islamic terrorism,"" and the Ayatollah Khamenei will understand that he will never, ever, ever acquire nuclear weapons.",0.125,0.992687675537316,pos,2,0
rep,2,1374,728,CRUZ,"Here at home, we'll reignite the promise of America. Young people coming out of school, with student loans up to their eyeballs, will find instead of no jobs, two, three, four, five job opportunities.",0.1,0.5372803890206326,pos,2,0
rep,2,1375,728,CRUZ,"How will that happen? Through tax reform. We'll pass a simple flat tax and abolish the IRS. And through regulatory reform, we will repeal every word of Obamacare.",0.0,0.7633348998097209,pos,2,0
rep,2,1376,728,CRUZ,"You want to know what I'll do as president? It is real simple. We'll kill the terrorists, we'll repeal Obamacare, and we will defend the Constitution, every single word of it.",-0.07142857142857142,0.7220090338452277,pos,2,0
rep,2,1377,728,CRUZ,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1378,729,CARSON,"Well, you know, I was a radical Democrat before I started listening to Ronald Reagan. And he didn't sound like what they said Republicans were.",0.0,0.9602442098434412,pos,2,0
rep,2,1379,729,CARSON,"He sounded logical. And I hope that I sound logical also. Because when I look at what is going on with the United States of America, I see a lot of things that are not logical.",-0.125,0.7908138150038814,pos,2,0
rep,2,1380,729,CARSON,"I see us allowing people to divide us, when in fact our strength is in our unity. I see people exercising the most irresponsible fiscal habits that anyone could possibly do. And hiding it from the American people, so that the majority of people have no idea what our financial situation is.",0.0,0.696212937629877,pos,2,0
rep,2,1381,729,CARSON,"So, when someone comes along and says, free college, free phones, free this and that, and the other, they say, ""wow, that's nice,"" having no idea that they're destabilizing our position. And I think also that Ronald Reagan was a master at understanding that a pinnacle nation has to be a nation that leads.",0.2958333333333334,0.5507391868777877,pos,2,0
rep,2,1382,729,CARSON,"If we learn to lead in the Middle East right now, a coalition will form behind us, but never they do it if we just sit there and talk about it.",-0.038095238095238106,0.8582680826628986,pos,2,0
rep,2,1383,729,CARSON,Real leadership is what I would hopefully bring to America.,0.2,0.8998917761423366,pos,2,0
rep,2,1384,729,CARSON,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1385,730,TRUMP,"If I become president, we will do something really special. We will make this country greater than ever before. We'll have more jobs. We'll have more of everything.",0.35714285714285715,0.7311969404994321,pos,2,0
rep,2,1386,730,TRUMP,"We were discussing disease, we were discussing all sorts of things tonight, many of which will just be words, it will just pass on. I don't want to say politicians, all talk, no action. But a lot of what we talked about is words and it will be forgotten very quickly.",0.5,0.5724107211948858,pos,2,0
rep,2,1387,730,TRUMP,"If I'm president, many of the things that we discussed tonight will not be forgotten. We'll find solutions. And the world will respect us. They will respect us like never before. And it will be actually a friendlier world.",0.5,0.9188135912987252,pos,2,0
rep,2,1388,730,TRUMP,"And I have to say, it is a great honor to be here tonight.",0.8,0.6895489440087427,pos,2,0
rep,2,1389,730,TRUMP,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1390,731,BUSH,"Six million more people are living in poverty than the day that Barack Obama got elected president. Six million more people. The middle class has had declining income, workforce participation rates are lower than they were in 1977.",0.0,0.5278202496077432,pos,2,0
rep,2,1391,731,BUSH,"For the first time in modern history, more businesses are failing than are being created. That is what the next president will have to deal with.",0.31666666666666665,0.8875695115575996,pos,2,0
rep,2,1392,731,BUSH,"And I believe we can reverse course by creating a strategy of high sustained economic growth, not the new normal of 2 percent that all the left says we just have to get used to, but a 4 percent growth strategy where we reform how we tax, fix the broken regulatory system, embrace the energy revolution in our midst, fix the immigration system so we can turn it into an economic driver, deal with the structural fiscal problems that exist because of our entitlement problems that will overwhelm and create way too much debt.",0.08079545454545455,0.9990409595160952,pos,2,0
rep,2,1393,731,BUSH,"If we grow at 4 percent, people are going to be lifted out of poverty. The great middle that defines our country will have a chance to be able to pursue their dreams as they see fit.",0.425,0.9254394476156022,pos,2,0
rep,2,1394,731,BUSH,"That should be the great challenge and the great opportunity for the next president of the United States, to forge consensus to go back to a high-growth strategy. And then we'll be able to lead the world.",0.4,0.988954062153744,pos,2,0
rep,2,1395,731,BUSH,"Without a high-growth strategy, our country will never have the resources or the optimism to be able to lead the world, which the world desperately needs our leadership.",-0.04999999999999999,0.9835478211133456,pos,2,0
rep,2,1396,731,BUSH,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1397,732,WALKER,"Well, I turned 13 years old two days before Ronald Reagan was first elected. A lot of people forget this, but just a few days before that election 1980, he was behind in the polls.",-0.30000000000000004,0.9525164619821684,pos,2,0
rep,2,1398,732,WALKER,"And I think what changed things was people in America realized they didn't want to hear what was bad about America, they wanted to know how it was going to be better. Ronald Reagan wasn't just a conservative Republican, he was an eternal optimist in the American people.",-0.09999999999999992,0.3412322550465413,neg,2,0
rep,2,1399,732,WALKER,"And I am too. So here's what I think will make America better. We need to live in a world where our children are free, are free from the threats of radical Islamic terrorism.",0.3121212121212121,0.978184808706119,pos,2,0
rep,2,1400,732,WALKER,"We need to live in an America where we have an economy, where everyone can live their piece of the American dream, no matter what that dream is. And we need to live in an America where we have a federal government that is not too big to fail, but ultimately small enough to succeed, where we send powers back to the states and back to the people.",-0.08766233766233766,0.9545911157415172,pos,2,0
rep,2,1401,732,WALKER,"That's what I did in Wisconsin. We took on the big government union bosses, the big government special interests, many of whom came in from Washington, to spend millions of dollars to try and take me out because we stood up to them, we didn't back down in any of those instances.",0.11693121693121696,0.898176836097237,pos,2,0
rep,2,1402,732,WALKER,"If you give me the chance as your next president, I won't back down any day, anyway, anyhow. I'll fight and win for you and your families every single day I'm in office.",-0.05185185185185186,0.24622404697331984,neg,2,0
rep,2,1403,732,WALKER,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1404,733,FIORINA,"I think what this nation can be and must be is symbolized by Lady Liberty and Lady Justice. Lady Liberty stands tall and strong. She is clear-eyed and resolute. She doesn't shield her eyes from the realities of the world, but she faces outward into the world nevertheless, as we always must.",0.0,0.9542151285527922,pos,2,0
rep,2,1405,733,FIORINA,"And she holds her torch high, because she knows she is a beacon of hope in a very troubled world.",-0.245,0.9317008523531826,pos,2,0
rep,2,1406,733,FIORINA,"And Lady Justice, Lady Justice holds a sword by her side, because she is a fighter, a warrior for the values and the principles that have made this nation great. She holds a scale in her other hand. And with that scale she says all of us are equal in the eyes of God. And so all of us must be equal in the eyes of the law and the government, powerful and powerless alike.",0.8,0.8565001492601466,pos,2,0
rep,2,1407,733,FIORINA,"And she wears a blindfold. And with that blindfold she is saying to us that it must be true, it can be true that in this country, in this century, it doesn't matter who you are, it doesn't matter what you look like, it doesn't matter how you start, it doesn't matter your circumstances, here in this nation, every American's life must be filled with the possibilities that come from their God-given gifts.",0.275,0.9816405132602422,pos,2,0
rep,2,1408,733,FIORINA,"One nation, under God, indivisible, with liberty and justice for all.",0.0,0.8714819432782273,pos,2,0
rep,2,1409,733,FIORINA,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1410,734,KASICH,"Well, as president, I will make this a nation that will solve problems. And how? By having the elected officials and the leaders realize they're Americans before they're Republicans or Democrats. I did it in Washington. And I've done it in Ohio by having the elected officials realize that they're Ohioans before anything else.",0.0,0.9966249106754096,pos,2,0
rep,2,1411,734,KASICH,"Secondly, I will rebuild the relationships and show the respect to our allies around the world. We have no choice but to do that. We will be stronger when we are unified. And we'll fight for freedom and for human rights.",0.0,0.9776928198314608,pos,2,0
rep,2,1412,734,KASICH,"And finally, a little bit of what Carly said. The people that are out there listening, America was never great because we ran America from the top down. America is great because we have run America from the bottom up, where we all live in the neighborhoods.",-0.01851851851851853,0.8613825200612298,pos,2,0
rep,2,1413,734,KASICH,"One more time in America, we need to revive the concept of citizenship, where everybody's actions make a huge difference in changing the world. We have a Holocaust memorial on our state house grounds. And there is one line on there that stands out all the time. ""If you've saved one life, you've changed the world.""",0.4500000000000001,0.9066331910305648,pos,2,0
rep,2,1414,734,KASICH,We need to adopt that as citizens and rebuild and reinspire our country. Thank you.,0.0,0.8516752135196634,pos,2,0
rep,2,1415,734,KASICH,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1416,735,CHRISTIE,"I turned 18 in 1980, and my first vote was for Ronald Reagan. Boy, am I glad I did it. And I think the country is, too. A Christie presidency won't be about me. It will be about you.",0.25,0.4972372980877228,neg,2,0
rep,2,1417,735,CHRISTIE,"Tonight, you sit at home in your living room, frustrated that you play by the rules, you pay the taxes, you do the hard things to raise your family, yet you feel like America's generosity is being taken advantage of. That you've been - system is being gamed, and that you're turning out to fall further and further behind.",-0.4958333333333334,0.9933105523433868,pos,2,0
rep,2,1418,735,CHRISTIE,"Our presidency - our presidency - will be about ending that, about enforcing the law, level the playing field for everybody, and once again reward those folks who play by the rules, and think that justice means more than just the word. But it means a way of life.",0.5,0.9829056468637996,pos,2,0
rep,2,1419,735,CHRISTIE,"And I will tell you this, around the world, I will not shake hands with, I will not meet with, and I will not agree to anything with a country that says death to us and death to Israel and holds our hostages while we sign agreements with them.",0.0,0.9844368802991114,pos,2,0
rep,2,1420,735,CHRISTIE,"It will be an America that be strong and resolute, and will once again be able to stick out its chest and say, ""we truly are the greatest nation in the world, because we live our lives that way, each and every day.""",0.5174242424242425,0.9533266233396296,pos,2,0
rep,2,1421,735,CHRISTIE,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,2,1422,736,TAPPER,"That concludes this Republican presidential debate. On behalf of everyone here at CNN, we want to thank the candidates, the Reagan Library, and the Republican National Committee. Thank you, also, to Hugh Hewitt and Dana Bash.",0.0,0.7568251550173484,pos,2,0
rep,2,1423,736,TAPPER,"The next presidential debate will also be right here on CNN, among the Democratic candidates, who will face off for the first time on October the 13th. That debate, a partnership with Facebook, will be moderated by my colleague, Anderson Cooper.",0.13392857142857142,0.989295463604458,pos,2,0
rep,2,1424,736,TAPPER,"And Anderson picks up our coverage of tonight's debate right now. Before I throw to Anderson, let's have one final round of applause for the candidates.",-0.1,0.6197970449171978,pos,5,0
rep,2,1425,736,TAPPER,(APPLAUSE),0.0,0.7222222222222221,pos,5,0
rep,3,0,1,QUINTANILLA,A lot to get to tonight. So let's get started. This first is an open question.,0.125,0.5580195101057064,pos,2,0
rep,3,1,1,QUINTANILLA,"This series of debates is essentially a job interview with the American people. And in any job interview, you know this you get asked, ""what's your biggest weakness?"" So in 30 seconds, without telling us that you try too hard or that you're a perfectionist...",-0.2916666666666667,0.6475499520714105,pos,2,0
rep,3,2,1,QUINTANILLA,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,3,1,QUINTANILLA,"...what is your biggest weakness and what are you doing to address it? We'll go left to right. Governor Kasich, 30 seconds.",0.0,0.7912413757926994,pos,2,0
rep,3,4,2,KASICH,"Good question, but I want to tell you, my great concern is that we are on the verge, perhaps, of picking someone who cannot do this job.",0.75,0.7943686261596582,pos,2,0
rep,3,5,2,KASICH,"I've watched to see people say that we should dismantle Medicare and Medicaid and leave the senior citizens out -- out in the -- in the cold. I've heard them talk about deporting 10 or 11 -- people here from this country out of this country, splitting families. I've heard about tax schemes that don't add up, that put our kids in -- in a deeper hole than they are today.",-0.6,0.8889100003642513,pos,2,0
rep,3,6,2,KASICH,"We need somebody who can lead. We need somebody who can balance budgets, cut taxes...",0.0,0.488388384247053,neg,2,0
rep,3,7,3,QUINTANILLA,Governor?,0.0,0.6874999999999996,pos,2,0
rep,3,8,4,KASICH,"You know, frankly, I did it in Washington, in Ohio, and I will do it again in Washington, if I'm president, to get this country moving again.",0.0,0.6110808470491292,pos,2,0
rep,3,9,5,QUINTANILLA,Governor Huckabee.,0.0,0.6874999999999996,pos,2,0
rep,3,10,6,HUCKABEE,"Well, John, I don't really have any weaknesses that I can think of.",0.2,0.8749689204684397,pos,2,0
rep,3,11,6,HUCKABEE,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,12,6,HUCKABEE,"But my wife is down here in the front, and I'm sure, if you'd like to talk to her later, she can give you more than you'll ever be able to take care of.",0.2688888888888889,0.5113777346621707,pos,2,0
rep,3,13,6,HUCKABEE,"If I have a weakness, it's that I try to live by the rules. I try to live by the rules, no matter what they are, and I was brought up that way as a kid. Play by the rules.",0.13636363636363635,0.6875482989866522,pos,2,0
rep,3,14,6,HUCKABEE,And I'll tell you what a weakness is of this country there are a lot of people who are sick and tired because Washington does not play by the same rules that the American people have to play by.,-0.2785714285714286,0.9246886986406991,pos,2,0
rep,3,15,7,QUINTANILLA,"Thank you, Governor. Governor Bush.",0.0,0.6927094818728209,pos,2,0
rep,3,16,8,BUSH,"You know, I am by my nature impatient. And this is not an endeavor that rewards that. You gotta be patient. You gotta be -- stick with it, and all that.",0.0,0.7873327362017601,pos,2,0
rep,3,17,8,BUSH,"But also, I can't fake anger. I believe this is still the most extraordinary country on the face of the Earth. And it troubles me that people are rewarded for tearing down our country. It's never been that way in American politics before.",0.4166666666666666,0.8884105385290519,pos,2,0
rep,3,18,9,BUSH,"I can't do it. I just don't believe that this country's days are going to be deeply -- you know, going down. I think we're on the verge of the greatest time, and I want to fix the things to let people rise up.",1.0,0.7064932641713879,pos,2,0
rep,3,19,10,QUINTANILLA,Senator Rubio.,0.0,0.6304347826086955,pos,3,0
rep,3,20,11,RUBIO,"Thank you for that question. I would begin by saying that I'm not sure it's a weakness, but I do believe that I share a sense of optimism for America's future that, today, is eroding from too many of our people.",0.08333333333333333,0.9995905797351882,pos,2,0
rep,3,21,11,RUBIO,I think there's a sense in this country today that somehow our best days are behind us. And that doesn't have to be true.,0.3,0.8582595318205133,pos,2,0
rep,3,22,11,RUBIO,"Our greatest days lie ahead if we are willing to do what it takes now. If we're willing to do what it takes now, the 21st century is going to be the new American century, greater than any other era we've had in the history of this great nation.",0.22305194805194808,0.9981570619923128,pos,2,0
rep,3,23,12,QUINTANILLA,Mr. Trump?,0.0,0.375,neg,2,0
rep,3,24,13,TRUMP,"I think maybe my greatest weakness is that I trust people too much. I'm too trusting. And when they let me down, if they let me down, I never forgive. I find it very, very hard to forgive people that deceived me. So I don't know if you would call that a weakness, but my wife said ""let up.""",0.0,0.8132052102797511,pos,2,0
rep,3,25,13,TRUMP,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,26,14,QUINTANILLA,Dr. Carson?,0.0,0.75,pos,2,0
rep,3,27,15,CARSON,"Probably in terms of the applying for the job of president, a weakness would be not really seeing myself in that position until hundreds of thousands of people began to tell me that I needed to do it. I do, however, believe in Reagan's 11th commandment, and will not be engaging in awful things about my compatriots here.",-0.1,0.9892185489915636,pos,2,0
rep,3,28,15,CARSON,"And recognizing that it's so important, this election, because we're talking about America for the people versus America for the government.",0.4,0.9621057228826396,pos,2,0
rep,3,29,16,QUINTANILLA,Mrs. Fiorina?,0.0,0.8284883720930237,pos,2,0
rep,3,30,17,FIORINA,"Well, gee, after the last debate, I was told that I didn't smile enough. (LAUGHTER)",0.1,0.7605577992565645,pos,5,0
rep,3,31,18,QUINTANILLA,Fixed it.,0.1,0.6428571428571429,pos,2,0
rep,3,32,19,FIORINA,"But I also think that these are very serious times; 75 percent of the American people think the federal government is corrupt. I agree with them. And this big powerful, corrupt bureaucracy works now only for the big, the powerful, the wealthy and the well-connected. Meantime, wages have stagnated for 40 years. We have more Americans out of work or just Americans who quit looking for work for 40 years.",-0.3111111111111111,0.8937878216884496,pos,2,0
rep,3,33,19,FIORINA,Ours was intended to be a citizen government. This is about more than replacing a D with an R. We need a leader who will help us take our government back.,0.25,0.6430633974662354,pos,2,0
rep,3,34,20,QUINTANILLA,Senator Cruz?,0.0,0.5205128205128207,pos,2,0
rep,3,35,21,CRUZ,"I'm too agreeable, easy going.",0.43333333333333335,0.8119850768919731,pos,2,0
rep,3,36,21,CRUZ,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,37,21,CRUZ,"You know, I think my biggest weakness is exactly the opposite. I'm a fighter. I am passionate about what I believe. I've been passionate my whole life about the Constitution. And, you know, for six-and-a-half years, we've had a gigantic party. If you want someone to grab a beer with, I may not be that guy. But if you want someone to drive you home, I will get the job done and I will get you home.",0.0,0.5348191017944244,pos,2,0
rep,3,38,22,QUINTANILLA,Governor Christie?,0.0,0.7983870967741932,pos,2,0
rep,3,39,23,CHRISTIE,"I don't see a lot of weakness on this stage, quite frankly. Where I see the weakness is in those three people that are left on the Democratic stage. You know, I see a socialist, an isolationist and a pessimist. And for the sake of me, I can't figure out which one is which.",0.0,0.9845140402303753,pos,2,0
rep,3,40,23,CHRISTIE,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,41,23,CHRISTIE,"But I will -- but I will tell you this, the socialist says they're going to pay for everything and give you everything for free, except they don't say they're going to raise it through taxes to 90 percent to do it. The isolationist is the one who wants to continue to follow a foreign policy that has fewer democracies today than when Barack Obama came into office around the world.",0.4,0.495781906262144,neg,2,0
rep,3,42,23,CHRISTIE,"But I know who the pessimist is. It's Hillary Clinton. And you put me on that stage against her next September, she won't get within 10 miles of the White House. Take it to the bank.",0.0,0.924095398083425,pos,2,0
rep,3,43,24,QUINTANILLA,Senator Paul?,0.0,0.5735333156357845,pos,2,0
rep,3,44,25,PAUL,"You know, I left my medical practice and ran for office because I was concerned about an $18 trillion debt. We borrow a million dollars a minute. Now, on the floor of the Congress, the Washington establishment from both parties puts forward a bill that will explode the deficit. It allows President Obama to borrow unlimited amounts of money.",0.0,0.8070456237135342,pos,2,0
rep,3,45,25,PAUL,I will stand firm. I will spend every ounce of energy to stop it. I will begin tomorrow to filibuster it. And I ask everyone in America to call Congress tomorrow and say enough is enough; no more debt.,-0.08333333333333333,0.9637292275444024,pos,2,0
rep,3,46,26,QUINTANILLA,Thanks to all the candidates.,0.2,0.6014333516823184,pos,2,0
rep,3,47,26,QUINTANILLA,John?,0.0,0.5106157112526538,pos,2,0
rep,3,48,27,HARWOOD,"Mr. Trump, you've done very well in this campaign so far by promising to build a wall and make another country pay for it.",0.16666666666666666,0.4641334337352978,neg,2,0
rep,3,49,28,TRUMP,Right.,0.2857142857142857,0.5505902192242832,pos,2,0
rep,3,50,29,HARWOOD,Send 11 million people out of the country. Cut taxes $10 trillion without increasing the deficit.,0.0,0.7947787041116938,pos,2,0
rep,3,51,30,TRUMP,Right.,0.2857142857142857,0.5505902192242832,pos,2,0
rep,3,52,31,HARWOOD,And make Americans better off because your greatness would replace the stupidity and incompetence of others.,-0.04999999999999999,0.030417447252957003,neg,2,0
rep,3,53,32,TRUMP,That's right.,0.2857142857142857,0.5518497757847532,pos,2,0
rep,3,54,33,HARWOOD,Let's be honest.,0.6,0.6044776119402985,pos,2,0
rep,3,55,33,HARWOOD,(LAUGHTER),0.0,0.375,neg,5,0
rep,3,56,33,HARWOOD,Is this a comic book version of a presidential campaign?,0.25,0.7552794739379556,pos,2,0
