Party,DebateNo,SentenceNo,SequenceNo,Speaker,Text,Prob_Pos,NB_Sent
rep,2,259,126,KASICH,"Now, this agreement, we don't know what's going to happen in 18 months. I served on the Defense Committee for 18 years. I've seen lots of issues in foreign affairs, and foreign - in terms of global politics, you have to be steady.",0.9840820220625208,pos
rep,2,260,126,KASICH,"Now, here's the - if they cheat, we slap the sanctions back on. If they help Hamas, and Hezbollah, we slap the sanctions back on. And, if we find out that they may be developing a nuclear weapon, than the military option is on the table. We are stronger when we work with the Western civilization, our friends in Europe, and just doing it on our own I don't think is the right policy.",0.975939379130195,pos
rep,2,261,127,TAPPER,"...Thank you, Governor. I want to go to Senator Paul.",0.5647944131157338,pos
rep,2,262,128,TRUMP,"...Slow (ph) and steady, (inaudible) chicken...",0.8161912059412932,pos
rep,2,263,129,TAPPER,"I want to go to Senator Paul. Senator Paul, the White House is rolling out the red carpet next week for the President of China, President Xi. Governor Walker says that President Obama should cancel the state dinner because of China's currency manipulation, and because of China's alleged cyber attacks against the United States.",0.883131151089735,pos
rep,2,264,129,TAPPER,Is Governor Walker right?,0.5471511273613647,pos
rep,2,265,130,PAUL,"I think this goes back to essentially what we've been saying for the last two or three questions. Carly Fiorina also said we're not going to talk with Putin. Well, think if Reagan had said that during the Cold War? We continued to talk with the Russians throughout the Cold War which is much more significant that where we are now.",0.8884708945328578,pos
rep,2,266,130,PAUL,"Should we continue to talk with Iran? Yes. Should we cut up the agreement immediately? That's absurd. Wouldn't you want to know if they complied? Now, I'm going to vote against the agreement because I don't think there's significant leverage, but it doesn't mean that I would immediately not look at the agreement, and cut it up without looking to see if whether or not Iran has complied.",0.23480192126467597,neg
rep,2,267,130,PAUL,"The same goes with China. I don't think we need to be rash, I don't think we need to be reckless, and I think need to leave lines of communication open. Often we talk about whether we should be engaged in the world, or disengaged in the world, and I think this is an example of some who want to isolate us, actually, and not be engaged.",0.6189061292605381,pos
rep,2,268,130,PAUL,"We do need to be engaged with Russia. It doesn't mean we give them a free pass, or China a free pass, but, to be engaged, to continue to talk. We did throughout the Cold War, and it would be a big mistake not to do it here.",0.710957886797238,pos
rep,2,269,131,TAPPER,"Governor Walker, Senator Paul seemed to suggest...",0.5312800082554051,pos
rep,2,270,131,TAPPER,(APPLAUSE),0.7222222222222221,pos
rep,2,271,132,TAPPER,"...that canceling the state dinner would be rash, and reckless.",0.06792433552711927,neg
rep,2,272,133,WALKER,"Two parts to that, one on China, one back for a second on Iran.",0.6735739021536383,pos
rep,2,273,133,WALKER,"When it comes to China, why would we be giving an official state visit to a country that's been involved in a massive cyber attack against the United States? That's not just a visit, that's a 21 gun salute on the South Lawn of the White House. It just doesn't make any sense. If we're ever going to send a message to them, wouldn't this be the time, when they've issued this, sort of, massive attack against us?",0.35473053973834423,neg
rep,2,274,133,WALKER,"And, Jake, for the question, I was one of the first ones to call for terminating the bad deal with Iran on day one. The President came after me and said I need to bone up. You know, the President who called ISIS the JV squad said I needed to bone up.",0.47219517296820923,neg
rep,2,275,133,WALKER,"The reality is it's a bad deal on day one, and it's a bad deal because this president has allowed Iran to go closer, and closer.",0.7389111591794717,pos
rep,2,276,133,WALKER,"I'd love to play cards with this guy because Barack Obama folds on everything with Iran. We need a leader who's going to stand up, and actually (INAUDIBLE)...",0.6528219562653867,pos
rep,2,277,134,FIORINA,...Jake...,0.6282051282051281,pos
rep,2,278,135,TAPPER,...Governor Bush...,0.8033707865168533,pos
rep,2,279,136,CRUZ,...Jake...,0.6282051282051281,pos
rep,2,280,137,TAPPER,"Governor Bush, your father was the chief diplomatic envoy to China back when Nixon opened relations to China. Is Scott Walker's approach the right one, canceling the state dinner?",0.9870571753207903,pos
rep,2,281,138,BUSH,"No, I don't think so, but we need to be strong against China. We should use offensive tactics as it relates to cyber security, send a deterrent signal to China. There should be super sanctions in what President Obama has proposed. There's many other tools that we have without canceling a dinner. That's not going to change anything, but we can be much stronger as it relates to that.",0.11393514953577433,neg
rep,2,282,138,BUSH,"As it relates to Iran, it's not a strategy to tear up an agreement. A strategy would be how do we confront Iran? And, the first thing that we need to do is to establish our commitment to Israel which has been altered by this administration. And, make sure that they have the most sophisticated weapons to send a signal to Iran that we have Israel's back.",0.20660209769845417,neg
rep,2,283,138,BUSH,"If we do that, it's going to create a healthier deterrent effect than anything else I can think of.",0.4518968551981913,neg
rep,2,284,139,TAPPER,I want to turn...,0.5461980659931104,pos
rep,2,285,140,FIORINA,"...Jake, (INAUDIBLE)...",0.6282051282051281,pos
rep,2,286,140,FIORINA,(APPLAUSE),0.7222222222222221,pos
rep,2,287,141,TAPPER,"...I want to turn to Governor Huckabee who has been very patient. Somebody had to be 11th, and he is, but, I do want to change the subject to the event that you had...",0.20771029481686112,neg
rep,2,288,142,HUCKABEE,"I would certainly love to get in on this, because I think the single...",0.5034003120712705,pos
rep,2,289,142,HUCKABEE,(CROSSTALK),0.5,pos
rep,2,290,143,TAPPER,"... however you want, but I want to ask this question.",0.507785097131923,pos
rep,2,291,144,HUCKABEE,"I've been patiently waiting, and I'm going to just say this about Iran.",0.525098396601787,pos
rep,2,292,145,TAPPER,"All right, sir, go ahead.",0.7167630769464792,pos
rep,2,293,146,HUCKABEE,"Because I think it is incredibly important. This is really about the survival of Western civilization. This is not just a little conflict with a Middle Eastern country that we've just now given over $100 billion to, the equivalent in U.S. terms is $5 trillion.",0.7019224844003928,pos
rep,2,294,146,HUCKABEE,"This threatens Israel immediately, this threatens the entire Middle East, but it threatens the United States of America. And we can't treat a nuclear Iranian government as if it is just some government that would like to have power. This is a government for 36 years has killed Americans, they kidnapped Americans, they have maimed Americans. They have sponsored terrorist groups, Hamas and Hezbollah, and they threaten the very essence of Western civilization.",0.9807228527870198,pos
rep,2,295,146,HUCKABEE,"To give them this agreement, that the president treats like the Magna Carta, but Iranians treat it like it's toilet paper, and we must, simply, make it very clear that the next president, one of us on this stage, will absolutely not honor that agreement, and will destroy it and will be tough with Iran, because otherwise, we put every person in this world in a very dangerous place.",0.9757995087879153,pos
rep,2,296,146,HUCKABEE,(APPLAUSE),0.7222222222222221,pos
rep,2,297,147,TAPPER,OK.,0.5,pos
rep,2,298,148,(UNKNOWN),"Jake, I'd like to...",0.6127960367327212,pos
rep,2,299,149,TAPPER,"We're going to turn now to Hugh Hewitt, from Salem Radio Network.",0.21131491247161058,neg
rep,2,300,150,HEWITT,"Thank you, Jake.",0.6338766753138108,pos
rep,2,301,150,HEWITT,"Mr. Trump, two years ago, President Obama drew a red line that the Syrian dictator Bashar Assad crossed, President Obama threatened to strike. He did not, his knees buckled.",0.9641163233681658,pos
rep,2,302,150,HEWITT,"We now have 4 million refugees, Syria is a living hell, and he turned to the Congress for the authority to back him up. You have three senators to your right that said, no. Do they bear responsibility for this refugee crisis, and what would you have done when Bashar Assad crossed the line?",0.8060524824696229,pos
rep,2,303,151,TRUMP,"I wouldn't have drawn the line, but once he drew it, he had no choice but to go across. They do bear some responsibility, but I think he probably didn't do it, not for that reason.",0.582200162172347,pos
rep,2,304,151,TRUMP,"Somehow, he just doesn't have courage. There is something missing from our president. Had he crossed the line and really gone in with force, done something to Assad - if he had gone in with tremendous force, you wouldn't have millions of people displaced all over the world.",0.9582313911956629,pos
rep,2,305,152,HEWITT,"How much responsibility, Mr. Trump, do the senators hold?",0.8140821375262215,pos
rep,2,306,153,TRUMP,"They had a responsibility, absolutely. I think we have three of them here...",0.6903508692718815,pos
rep,2,307,154,HEWITT,Senator Rubio...,0.6304347826086955,pos
rep,2,308,155,TRUMP,"I think they had a responsibility, yes.",0.6110621927391438,pos
rep,2,309,156,RUBIO,"Let me tell you - I will tell you we have zero responsibility, because let's remember what the president said. He said the attack he would conduct would be a pinprick. Well, the United States military was not build to conduct pinprick attacks.",0.5335059470293207,pos
rep,2,310,156,RUBIO,"If the United States military is going to be engaged by a commander-in-chief, it should only be engaged in an endeavor to win. And we're not going to authorize use of force if you're not put in a position where they can win.",0.9284465527789273,pos
rep,2,311,156,RUBIO,"And quite frankly, people don't trust this president as commander-in-chief because of that.",0.3978781638597576,neg
rep,2,312,156,RUBIO,(APPLAUSE),0.7222222222222221,pos
rep,2,313,157,HEWITT,"Senator Paul? PAUL: I think this gets to the point of wisdom on when to intervene and when we shouldn't. Had we bombed Assad at the time, like President Obama wanted, and like Hillary Clinton wanted and many Republicans wanted, I think ISIS would be in Damascus today. I think ISIS would be in charge of Syria had we bombed Assad.",0.9947558039589646,pos
rep,2,314,157,HEWITT,"Sometimes both sides of the civil war are evil, and sometimes intervention sometimes makes us less safe. This is real the debate we have to have in the Middle East.",0.9893956188389228,pos
rep,2,315,157,HEWITT,"Every time we have toppled a secular dictator, we have gotten chaos, the rise of radical Islam, and we're more at risk. So, I think we need to think before we act, and know most interventions, if not a lot of them in the Middle East, have actually backfired on us.",0.461013033449944,neg
rep,2,316,158,TAPPER,"Thank you, Senator Paul.",0.5794805817854816,pos
rep,2,317,158,TAPPER,(APPLAUSE),0.7222222222222221,pos
rep,2,318,158,TAPPER,I want to turn now to my colleague Dana Bash.,0.2794638210641072,neg
rep,2,319,159,RUBIO,"Hold on, a second, Jake, he asked me, as well. I'd like to actually...",0.6548864035915793,pos
rep,2,320,160,TAPPER,"That would be fair, you're right. You're the third senator.",0.422129269542182,neg
rep,2,321,161,RUBIO,... respond. I think I'm the first senator.,0.6290537569110667,pos
rep,2,322,161,RUBIO,(LAUGHTER),0.375,neg
rep,2,323,161,RUBIO,"The No. 1 test for use of military force should be the vital national security interest of the United States. The reason why I opposed President Obama bombing Syria, is because he couldn't answer the question what do you do if chemical weapons end up in the hands of radical Islamic terrorists like al-Nusra, like Al Qaida, like ISIS?",0.8946440821962802,pos
rep,2,324,161,RUBIO,"Now, I also want to respond to several folks up here who said we should trust this Iranian deal, see if the Iranians will comply.",0.6876363748494935,pos
rep,2,325,161,RUBIO,"Anyone who is paying attention to what Khamenei says knows that they will not comply. There is a reason Khamenei refers to Israel as the little Satan, and America as the great Satan.",0.6782035966812812,pos
rep,2,326,161,RUBIO,"In the middle of negotiating this treaty, Khamenei led the assembled masses in chanting, death to America. I'm reminded of a great editorial cartoon. It shows the Ayatollah Khamenei saying, ""Death to all Americans,"" and then it shows John Kerry coming back, saying, ""Can we meet ya half way?""",0.8348650485679986,pos
rep,2,327,161,RUBIO,(LAUGHTER),0.375,neg
rep,2,328,161,RUBIO,"We need a commander-in-chief who will stand up and protect this country. And I'll tell you, I can't wait to stand on that debate stage with Hillary Clinton and to make abundantly clear if you vote for Hillary, you are voting for the Ayatollah Khomeini to possess a nuclear weapon and if you elect me as president, under no circumstances will a theocratic ayatollah who chants death to America ever be allowed to acquire a nuclear weapon.",0.9754400776164256,pos
rep,2,329,161,RUBIO,(CROSSTALK),0.5,pos
rep,2,330,162,TAPPER,We're going to go to Dana Bash...,0.13695251874260164,neg
rep,2,331,162,TAPPER,(CROSSTALK),0.5,pos
rep,2,332,163,KASICH,"No, no, no. I want to - I want to - I want to say something about what the senator just said.",0.578046974709815,pos
rep,2,333,164,FIORINA,And then it'll be my turn.,0.5179972941528689,pos
rep,2,334,165,KASICH,No one is - no - let me - let me suggest to you we believe that we operate better in the world when our allies work with us. President Bush did it in the Gulf War. We work better when we are unified.,0.8179312125179284,pos
rep,2,335,165,KASICH,"Secondly, nobody's trusting Iran. They violate the deal, we put on the sanctions, and we have the high moral ground to talk to our allies in Europe to get them to go with us.",0.8386181400582141,pos
rep,2,336,165,KASICH,"If they don't go with us, we slap the sanctions on anyway. If they fund these radical groups that threaten Israel and all of the West, then we should rip up the deal and put the sanctions back on.",0.8455891574014521,pos
rep,2,337,165,KASICH,And let me make it clear - let me make it clear...,0.5306804711250787,pos
rep,2,338,165,KASICH,(CROSSTALK),0.5,pos
rep,2,339,166,KASICH,"... if we think - if we think they're getting close to a - to developing a nuclear weapon and we get that information, you better believe that I would do everything in my power as the commander-in-chief to stop them having a nuclear weapon.",0.5593381639849114,pos
rep,2,340,167,CRUZ,"Jake, Jake...",0.6282051282051281,pos
rep,2,341,168,KASICH,"We can have it, and we can have our allies, and we can be strong as a country, and we can project across this globe with unity, not just doing it alone. That is not what gets us where we want to get as a nation.",0.8566517021064896,pos
rep,2,342,169,TAPPER,Senator Cruz?,0.5205128205128207,pos
rep,2,343,170,CRUZ,"Jake, there is no more important topic in 2016 than this topic right here, and I've listened to several folks saying, ""Well, gosh, if they cheat, we'll act.""",0.7702896570322706,pos
rep,2,344,170,CRUZ,"We won't know under this agreement - there are several facilities in Iran they designate as military facilities that are off limit all together. Beyond that, the other facilities, we give them 24 days notice before inspecting them. That is designed to allow them to hide the evidence.",0.7941532804102873,pos
rep,2,345,170,CRUZ,"And most astonishingly, this agreement trusts the Iranians to inspect themselves. That makes no sense whatsoever.",0.5624600371840882,pos
rep,2,346,170,CRUZ,And let me know - President Obama is violating federal law...,0.8961667582936494,pos
rep,2,347,171,TAPPER,"Thank you, Senator.",0.6360920201435012,pos
rep,2,348,172,CRUZ,"... by not handing over the side deals, and we ought to see the United States Congress...",0.9851159770102674,pos
rep,2,349,173,TAPPER,"Thank you, Senator.",0.6360920201435012,pos
rep,2,350,174,CRUZ,"... stand up together and say, ""Hand over this treaty, and protect this country.""",0.6742135450791629,pos
rep,2,351,175,TAPPER,"Thank you, Senator. I want to...",0.6360920201435012,pos
rep,2,352,176,FIORINA,Jake?,0.6282051282051281,pos
rep,2,353,177,TAPPER,... turn back to Governor Huckabee...,0.7491655550275668,pos
rep,2,354,178,FIORINA,Jake?,0.6282051282051281,pos
rep,2,355,179,TAPPER,I want to turn back to Governor Huckabee.,0.7424092084787707,pos
rep,2,356,179,TAPPER,"Governor Huckabee, last week, you held a rally for a county clerk in Kentucky who was jailed for refusing to issue marriage licenses to same-sex couples, as I don't need to tell you.",0.9656956784324072,pos
rep,2,357,179,TAPPER,"You've called what happened to Kim Davis, that clerk, ""an example of the criminalization of Christianity."" There are several people on the stage who disagree with you.",0.18519195892992701,neg
rep,2,358,179,TAPPER,"Governor Bush, for example, says that that clerk is sworn to uphold the law. Is Governor Bush on the wrong side of the criminalization of Christianity?",0.9037035214201141,pos
rep,2,359,180,HUCKABEE,"No, I don't think he's on the wrong side of such an issue. Jeb is a friend. I'm not up here to fight with Jeb or to fight with anybody else.",0.16446250882936017,neg
rep,2,360,180,HUCKABEE,But I am here to fight for somebody who is a county clerk elected under the Kentucky constitution that 75 percent of the people of that state had voted for that said that marriage was between a man and a woman.,0.2429949374216883,neg
rep,2,361,180,HUCKABEE,"The Supreme Court in a very, very divided decision decided out of thin air that they were just going to redefine marriage. It's a decision that the other justices in dissent said they didn't have and there wasn't a constitutional shred of capacity for them to do it.",0.3729284704537662,neg
rep,2,362,180,HUCKABEE,"I thought that everybody here passed ninth-grade civics. The courts cannot legislate. That's what Roberts said. But heck, it's what we learned in civics.",0.3744587877425022,neg
rep,2,363,180,HUCKABEE,The courts can't make a law. They can interpret one. They can review one. They can't implement it. They can't force it.,0.9449665289875119,pos
rep,2,364,180,HUCKABEE,"But here's what happened Because the courts just decided that something was going to be and people relinquished it and the other two branches of government sat by silently - I thought we had three branches of government, they were all equal to each other, we have separation of powers, and we have checks and balances.",0.9955768487915718,pos
rep,2,365,180,HUCKABEE,"If the court can just make a decision and we just all surrender to it, we have what Jefferson said was judicial tyranny.",0.8953247310182578,pos
rep,2,366,180,HUCKABEE,The reason that this is a real issue that we need to think about...,0.358242006681143,neg
rep,2,367,181,TAPPER,"Thank you, Governor.",0.6927094818728209,pos
rep,2,368,182,HUCKABEE,"No, no. Let me finish this one thought, Jake. I haven't gotten that much time, so I'm going to take just what little I can here.",0.48814899269356526,neg
rep,2,369,182,HUCKABEE,"We made accommodation to the Fort Hood shooter to let him grow a beard. We made accommodations to the detainees at Gitmo - I've been to Gitmo, and I've seen the accommodations that we made to the Muslim detainees who killed Americans.",0.850536690661859,pos
rep,2,370,183,HUCKABEE,"You're telling me that you cannot make an accommodation for an elected Democrat county clerk from Rowan County, Kentucky? What else is it other than the criminalization of her faith and the exaltation of the faith of everyone else who might be a Fort Hood shooter or a detainee at Gitmo?",0.5376276513274993,pos
rep,2,371,183,HUCKABEE,(APPLAUSE),0.7222222222222221,pos
rep,2,372,184,TAPPER,"Well, I'm not telling you that, Governor. But Governor Bush is, because he - because he disagrees. He thinks that Kim Davis swore to uphold the law.",0.8011280762201527,pos
rep,2,373,184,TAPPER,You disagree? You're not - you don't...,0.4975516473048139,neg
rep,2,374,185,BUSH,I don't think - you're not stating my views right.,0.8293792987607818,pos
rep,2,375,186,TAPPER,OK. Please do.,0.3423913043478261,neg
rep,2,376,187,BUSH,I think there needs to be accommodation for someone acting on faith. Religious conscience is - is - is a first freedom. It's - it's a powerful part of our - of our Bill of Rights.,0.5209508636841799,pos
rep,2,377,187,BUSH,"And, in a big, tolerant country, we should respect the rule of law, allow people in - in - in this country - I'm a - I was opposed to the decision, but we - you can't just say, ""well, they - gays can't get married now.""",0.4753418744443845,neg
rep,2,378,187,BUSH,"But this woman, there should be some accommodation for her conscience, just as there should be for people that are florists that don't want to participate in weddings, or bakers. A great country like us should find a way to have accommodations for people so that we can solve the problem in the right way. This should be solved at the local level...",0.24384673946415647,neg
rep,2,379,188,TAPPER,You did...,0.4573389116844891,neg
rep,2,380,189,BUSH,"And so we do agree, Mike.",0.506767515923567,pos
rep,2,381,190,CHRISTIE,I was -,0.49131596526386107,neg
rep,2,382,190,CHRISTIE,(CROSSTALK),0.5,pos
rep,2,383,191,TAPPER,"Governor, you said, quote, ""she is sworn to uphold the law.""",0.9080138571223987,pos
rep,2,384,192,CHRISTIE,"She is, and so if she, based on conscience, can't sign that - that marriage license, then there should be someone in her office to be able to do it, and if the law needs to be changed in the state of Kentucky, which is what she's advocating, it should be changed.",0.7935655057056612,pos
rep,2,385,193,TAPPER,"Let me go to my colleague Dana Bash, who has a question.",0.22284055222488644,neg
rep,2,386,194,BASH,"Governor Kasich, Senator Cruz is so committed to stripping federal funds from Planned Parenthood that it could result in shutting down the federal government in just about two weeks. Do you agree with Senator Cruz's tactic?",0.8587912173269164,pos
rep,2,387,195,KASICH,"Well, I agree that we should defund Planned Parenthood. I don't know many people in America who don't think that we should, and in my state, we're trying to figure out how to get it done, because we are threatened with the federal government taking all of our Medicaid money away.",0.8835381945411314,pos
rep,2,388,195,KASICH,"I think there is a way to get this done by giving governors the ability to be able to act to defund Planned Parenthood. But when (ph) it comes to closing down the federal government, you gotta be very careful about that.",0.4216494896033875,neg
rep,2,389,195,KASICH,"When we shut the government down - if we have a chance at success and it's a great principle, yes. The president of the United States is not going to sign this, and all we're gonna do is shut the government down, and then we're gonna open up - open it up, and the American people are gonna shake their heads and say, ""what's the story with these Republicans?""",0.9852521872117653,pos
rep,2,390,195,KASICH,"So I think there is a way to get to cutting off the funding for Planned Parenthood. I was in the Congress for 18 years, balanced the budget, cut taxes, got it done. Changed welfare, went around the president to get welfare reform done.",0.5622509702379708,pos
rep,2,391,195,KASICH,"There are ways to do it without having to shut the government down, but I'm sympathetic to the fact that we don't want this organization to get funding, and the money ought to be reprogrammed for family planning in other organizations that don't support this tactic.",0.887554140425747,pos
rep,2,392,195,KASICH,But I would not be for shutting the government down...,0.5679696062680359,pos
rep,2,393,196,BASH,Thank you.,0.5060896287777378,pos
rep,2,394,197,KASICH,...because I don't think it's going to work out.,0.43633136129072864,neg
rep,2,395,198,BASH,Thank you.,0.5060896287777378,pos
rep,2,396,198,BASH,"Senator Cruz, I would just add that, on this stage not that long ago, Senator Graham said that this tactic that you're pushing would tank the Republicans' ability to win in 2016.",0.7755068042001759,pos
rep,2,397,199,CRUZ,"Well, let me tell you, Dana, number one, I'm proud to stand for life. These Planned Parenthood videos are horrifying. I would encourage every American to watch the videos. See - seeing your Planned Parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, ""are these my values?""",0.8556534239961723,pos
rep,2,398,199,CRUZ,"These are horrifying. On these videos, Planned Parenthood also essentially confesses to multiple felonies. It is a felony with ten years' jail term to sell the body parts of unborn children for profit. That's what these videos show Planned Parenthood doing.",0.5710537052650243,pos
rep,2,399,199,CRUZ,"Absolutely we shouldn't be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and I'll tell you, the fact that Republican leadership in both houses has begun this discussion by preemptively surrendering to Barack Obama and saying, ""we'll give in because Obama threatens a veto.""",0.9921562894175929,pos
rep,2,400,199,CRUZ,"You know, Obama's committed to his principles. His liberal principles, he will fight for them. He says...",0.8775516605324701,pos
rep,2,401,200,BASH,"Thank you, senator.",0.6360920201435012,pos
rep,2,402,201,CRUZ,"I will veto any budget that doesn't fund Planned Parenthood, and Republicans surrender. We need to stop surrendering and start standing...",0.6465902303288112,pos
rep,2,403,202,BASH,Thank you...,0.5060896287777378,pos
rep,2,404,203,CRUZ,...for our principles.,0.5852312887925888,pos
rep,2,405,203,CRUZ,(APPLAUSE),0.7222222222222221,pos
rep,2,406,203,CRUZ,(CROSSTALK),0.5,pos
rep,2,407,204,BASH,"Governor - governor, I want to go to you. Is it what Senator Cruz says, a surrender by Republicans?",0.8170175918330147,pos
rep,2,408,205,CHRISTIE,"We're not - what I can tell you is this. We didn't surrender in New Jersey, six years ago, as the brand new first ever pro-life governor of New Jersey since Roe versus Wade, I defended Planned Parenthood.",0.9922702669880052,pos
rep,2,409,205,CHRISTIE,"And I've vetoed Planned Parenthood funding, now, eight times in New Jersey. Since the day I walked in as governor, Planned Parenthood has not been funded in New Jersey. We stood up and every one of those vetoes has been sustained.",0.33105925782690765,neg
rep,2,410,205,CHRISTIE,"But here's the problem, we're - we're fighting with each other up here. We agree. Let's ask Hillary Clinton. She believes in the systematic murder of children in the womb to preserve their body parts...",0.8108169647618435,pos
rep,2,411,206,BASH,But...,0.49973739495798314,neg
rep,2,412,207,CHRISTIE,"...Dana, in a way that maximizes their value for sale for profit. It is disgusting, and the American people need to hear it...",0.7168025440440974,pos
rep,2,413,208,BASH,But is it...,0.49973739495798314,neg
rep,2,414,209,CHRISTIE,"...we shouldn't be fighting with each other. She's the real opponent, she's the real problem.",0.3606057082932959,neg
rep,2,415,210,BASH,"But, governor, the - but, governor, the reality is, in just two weeks' time...",0.8751918732047074,pos
rep,2,416,210,BASH,(APPLAUSE),0.7222222222222221,pos
rep,2,417,211,BASH,"...we are going to be facing a question about whether or not it's enough to shut down the government to make that statement, because there is still a Democrat in the White House. Do you oppose it or support it?",0.8179624830552292,pos
rep,2,418,212,CHRISTIE,"I'll tell you what - I'll tell you what I'd be willing to fight for. I'll tell you what I'd be willing to fight for. Why will (ph) we put tax reform on the president's desk, so we can simplify this tax system?",0.8730957572155147,pos
rep,2,419,213,BASH,"Yes or no, do you support this shutdown?",0.5721777189102952,pos
rep,2,420,214,CHRISTIE,"No, no, it's really important, Dana. We got to talk about what we would be willing to shut down for. Why don't we put tax reform on this president's desk, and make him veto it if that's what he wants to do? Why haven't we repealed and replaced Obamacare?",0.6265653638247815,pos
rep,2,421,214,CHRISTIE,Make him veto if that's what he wants to do.,0.5446100142041983,pos
rep,2,422,215,BASH,We're talking about Planned Parenthood right now.,0.3627283439037799,neg
rep,2,423,216,CHRISTIE,And why don't we do the same thing with Planned Parenthood?,0.24073294367487066,neg
rep,2,424,217,BASH,Can you answer yes or no?,0.3732575799496608,neg
rep,2,425,218,CHRISTIE,"We elected a Republican Congress to do this. And they should be doing it, and they're not. And they're giving the president a pass.",0.4062360517210055,neg
rep,2,426,219,FIORINA,"Dana, I'd like to...",0.304156171284635,neg
rep,2,427,220,BASH,"One more time. I'm sorry, I just want to get the answer.",0.2759198641464752,neg
rep,2,428,221,CHRISTIE,"I put it in the list, Dana. We should be doing these things and forcing the president to take action.",0.5609331459445303,pos
rep,2,429,222,BASH,So you would support a shutdown.,0.6176804795118856,pos
rep,2,430,223,CHRISTIE,"Let's force him to do what he says he's going to do. Now I don't know whether he'll do it or not, but let's force him to do it.",0.6607070776852705,pos
rep,2,431,224,FIORINA,"Dana, I would like to link these two issues, both of which are incredibly important, Iran and Planned Parenthood.",0.5705084094808224,pos
rep,2,432,224,FIORINA,"One has something to do with the defense of the security of this nation. The other has something to do with the defense of the character of this nation. You have not heard a plan about Iran from any politician up here, here is my plan. On day one in the Oval Office, I will make two phone calls, the first to my good friend to Bibi Netanyahu to reassure him we will stand with the state of Israel.",0.9937568814179432,pos
rep,2,433,224,FIORINA,"The second, to the supreme leader, to tell him that unless and until he opens every military and every nuclear facility to real anytime, anywhere inspections by our people, not his, we, the United States of America, will make it as difficult as possible and move money around the global financial system.",0.9985714142902953,pos
rep,2,434,224,FIORINA,"We can do that, we don't need anyone's cooperation to do it. And every ally and every adversary we have in this world will know that the United States in America is back in the leadership business, which is how we must stand with our allies.",0.9951273865864823,pos
rep,2,435,224,FIORINA,"As regards Planned Parenthood, anyone who has watched this videotape, I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, it's heart beating, it's legs kicking while someone says we have to keep it alive to harvest its brain.",0.47912724329535505,neg
rep,2,436,224,FIORINA,"This is about the character of our nation, and if we will not stand up in and force President Obama to veto this bill, shame on us.",0.8675423700111292,pos
rep,2,437,224,FIORINA,(APPLAUSE),0.7222222222222221,pos
rep,2,438,225,TAPPER,"Dana, I want to continue on the subject.",0.42304877496327414,neg
rep,2,439,225,TAPPER,"Governor Bush, you recently said while discussing Planned Parenthood, quote, you're ""not sure we need a half billion for women's health issues."" Now you've since said that you misspoke, you didn't mean to say ""women's health issues.""",0.7155080822690711,pos
rep,2,440,225,TAPPER,"But Donald Trump said that quote, that comment, which Hillary Clinton did seize upon immediately, will haunt you the same way Mitt Romney's 47 percent video haunted him.",0.06918684352029517,neg
rep,2,441,225,TAPPER,Tell Donald Trump why he's wrong.,0.2357833909296927,neg
rep,2,442,226,BUSH,"Well, he's wrong on a lot of things, but on this he's wrong because I'm the most pro-life governor on this stage. I got to act on my core beliefs. It's part of who I am. Life is a gift from God. And from beginning end we need to respect it and err on the side of life.",0.8227731696733772,pos
rep,2,443,226,BUSH,"And so I defunded Planned Parenthood. We created a climate where parental notification took place. We were the only state to fund crisis pregnancy centers with state moneys. We were totally focused on this. And I would bring that kind of philosophy to Washington, D.C.",0.33702653024457013,neg
rep,2,444,226,BUSH,"So here is a solution to this. Title X of the HHS funding, there is something that was the ""Reagan Rule."" It was passed in 1988. And in that rule it was defined, and the courts approved this, that a Planned Parenthood, you couldn't separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it.",0.9424165260534466,pos
rep,2,445,226,BUSH,"He interpreted it the right way, the courts ruled in his favor, and Planned Parenthood did not get funding during that time until President Clinton came in.",0.9990635143683171,pos
rep,2,446,226,BUSH,"When I'm elected president, we will restore that interpretation of Title X. And this deal will be finished.",0.9019768289167989,pos
rep,2,447,226,BUSH,(APPLAUSE),0.7222222222222221,pos
rep,2,448,227,TAPPER,"Thank you, Governor Bush.",0.8071903822347561,pos
rep,2,449,227,TAPPER,"Donald Trump, let me just...",0.2584750308426757,neg
rep,2,450,228,TRUMP,"Jeb, just...",0.23805113004816605,neg
rep,2,451,229,TAPPER,"The quote was, ""I'm not sure we need half a billion dollars for women's health issues."" He said he misspoke. You said that that's going to haunt him. Why do you think that?",0.4249846735847746,neg
rep,2,452,230,TRUMP,I think it will haunt him. I think it's a terrible. I think it's going to haunt him absolutely. He came back later and he said he misspoke. There was no question because I heard when he said the statement. I was watching and he said the statement.,0.5056423642740117,pos
rep,2,453,230,TRUMP,"And I said, wow, I can't believe it. I will take care of women. I respect women. I will take care of women.",0.3673059632032676,neg
rep,2,454,230,TRUMP,One thing we will say and I would like to get back to the Iran situation. We're talking about Iran. The agreement was terrible. It was incompetent. I've never seen anything like it. One of the worst contracts of any kind I've ever seen.,0.5315902423185871,pos
