SentenceNo,SequenceNo,Speaker,Text
377,187,BUSH,"And, in a big, tolerant country, we should respect the rule of law, allow people in - in - in this country - I'm a - I was opposed to the decision, but we - you can't just say, ""well, they - gays can't get married now."""
378,187,BUSH,"But this woman, there should be some accommodation for her conscience, just as there should be for people that are florists that don't want to participate in weddings, or bakers. A great country like us should find a way to have accommodations for people so that we can solve the problem in the right way. This should be solved at the local level..."
379,188,TAPPER,You did...
380,189,BUSH,"And so we do agree, Mike."
381,190,CHRISTIE,I was -
382,190,CHRISTIE,(CROSSTALK)
383,191,TAPPER,"Governor, you said, quote, ""she is sworn to uphold the law."""
384,192,CHRISTIE,"She is, and so if she, based on conscience, can't sign that - that marriage license, then there should be someone in her office to be able to do it, and if the law needs to be changed in the state of Kentucky, which is what she's advocating, it should be changed."
385,193,TAPPER,"Let me go to my colleague Dana Bash, who has a question."
386,194,BASH,"Governor Kasich, Senator Cruz is so committed to stripping federal funds from Planned Parenthood that it could result in shutting down the federal government in just about two weeks. Do you agree with Senator Cruz's tactic?"
387,195,KASICH,"Well, I agree that we should defund Planned Parenthood. I don't know many people in America who don't think that we should, and in my state, we're trying to figure out how to get it done, because we are threatened with the federal government taking all of our Medicaid money away."
388,195,KASICH,"I think there is a way to get this done by giving governors the ability to be able to act to defund Planned Parenthood. But when (ph) it comes to closing down the federal government, you gotta be very careful about that."
389,195,KASICH,"When we shut the government down - if we have a chance at success and it's a great principle, yes. The president of the United States is not going to sign this, and all we're gonna do is shut the government down, and then we're gonna open up - open it up, and the American people are gonna shake their heads and say, ""what's the story with these Republicans?"""
390,195,KASICH,"So I think there is a way to get to cutting off the funding for Planned Parenthood. I was in the Congress for 18 years, balanced the budget, cut taxes, got it done. Changed welfare, went around the president to get welfare reform done."
391,195,KASICH,"There are ways to do it without having to shut the government down, but I'm sympathetic to the fact that we don't want this organization to get funding, and the money ought to be reprogrammed for family planning in other organizations that don't support this tactic."
392,195,KASICH,But I would not be for shutting the government down...
393,196,BASH,Thank you.
394,197,KASICH,...because I don't think it's going to work out.
395,198,BASH,Thank you.
396,198,BASH,"Senator Cruz, I would just add that, on this stage not that long ago, Senator Graham said that this tactic that you're pushing would tank the Republicans' ability to win in 2016."
397,199,CRUZ,"Well, let me tell you, Dana, number one, I'm proud to stand for life. These Planned Parenthood videos are horrifying. I would encourage every American to watch the videos. See - seeing your Planned Parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, ""are these my values?"""
398,199,CRUZ,"These are horrifying. On these videos, Planned Parenthood also essentially confesses to multiple felonies. It is a felony with ten years' jail term to sell the body parts of unborn children for profit. That's what these videos show Planned Parenthood doing."
399,199,CRUZ,"Absolutely we shouldn't be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and I'll tell you, the fact that Republican leadership in both houses has begun this discussion by preemptively surrendering to Barack Obama and saying, ""we'll give in because Obama threatens a veto."""
400,199,CRUZ,"You know, Obama's committed to his principles. His liberal principles, he will fight for them. He says..."
401,200,BASH,"Thank you, senator."
402,201,CRUZ,"I will veto any budget that doesn't fund Planned Parenthood, and Republicans surrender. We need to stop surrendering and start standing..."
403,202,BASH,Thank you...
404,203,CRUZ,...for our principles.
405,203,CRUZ,(APPLAUSE)
406,203,CRUZ,(CROSSTALK)
407,204,BASH,"Governor - governor, I want to go to you. Is it what Senator Cruz says, a surrender by Republicans?"
408,205,CHRISTIE,"We're not - what I can tell you is this. We didn't surrender in New Jersey, six years ago, as the brand new first ever pro-life governor of New Jersey since Roe versus Wade, I defended Planned Parenthood."
409,205,CHRISTIE,"And I've vetoed Planned Parenthood funding, now, eight times in New Jersey. Since the day I walked in as governor, Planned Parenthood has not been funded in New Jersey. We stood up and every one of those vetoes has been sustained."
410,205,CHRISTIE,"But here's the problem, we're - we're fighting with each other up here. We agree. Let's ask Hillary Clinton. She believes in the systematic murder of children in the womb to preserve their body parts..."
411,206,BASH,But...
412,207,CHRISTIE,"...Dana, in a way that maximizes their value for sale for profit. It is disgusting, and the American people need to hear it..."
413,208,BASH,But is it...
414,209,CHRISTIE,"...we shouldn't be fighting with each other. She's the real opponent, she's the real problem."
415,210,BASH,"But, governor, the - but, governor, the reality is, in just two weeks' time..."
416,210,BASH,(APPLAUSE)
417,211,BASH,"...we are going to be facing a question about whether or not it's enough to shut down the government to make that statement, because there is still a Democrat in the White House. Do you oppose it or support it?"
418,212,CHRISTIE,"I'll tell you what - I'll tell you what I'd be willing to fight for. I'll tell you what I'd be willing to fight for. Why will (ph) we put tax reform on the president's desk, so we can simplify this tax system?"
419,213,BASH,"Yes or no, do you support this shutdown?"
420,214,CHRISTIE,"No, no, it's really important, Dana. We got to talk about what we would be willing to shut down for. Why don't we put tax reform on this president's desk, and make him veto it if that's what he wants to do? Why haven't we repealed and replaced Obamacare?"
421,214,CHRISTIE,Make him veto if that's what he wants to do.
422,215,BASH,We're talking about Planned Parenthood right now.
423,216,CHRISTIE,And why don't we do the same thing with Planned Parenthood?
424,217,BASH,Can you answer yes or no?
425,218,CHRISTIE,"We elected a Republican Congress to do this. And they should be doing it, and they're not. And they're giving the president a pass."
426,219,FIORINA,"Dana, I'd like to..."
427,220,BASH,"One more time. I'm sorry, I just want to get the answer."
428,221,CHRISTIE,"I put it in the list, Dana. We should be doing these things and forcing the president to take action."
429,222,BASH,So you would support a shutdown.
430,223,CHRISTIE,"Let's force him to do what he says he's going to do. Now I don't know whether he'll do it or not, but let's force him to do it."
431,224,FIORINA,"Dana, I would like to link these two issues, both of which are incredibly important, Iran and Planned Parenthood."
432,224,FIORINA,"One has something to do with the defense of the security of this nation. The other has something to do with the defense of the character of this nation. You have not heard a plan about Iran from any politician up here, here is my plan. On day one in the Oval Office, I will make two phone calls, the first to my good friend to Bibi Netanyahu to reassure him we will stand with the state of Israel."
433,224,FIORINA,"The second, to the supreme leader, to tell him that unless and until he opens every military and every nuclear facility to real anytime, anywhere inspections by our people, not his, we, the United States of America, will make it as difficult as possible and move money around the global financial system."
434,224,FIORINA,"We can do that, we don't need anyone's cooperation to do it. And every ally and every adversary we have in this world will know that the United States in America is back in the leadership business, which is how we must stand with our allies."
435,224,FIORINA,"As regards Planned Parenthood, anyone who has watched this videotape, I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, it's heart beating, it's legs kicking while someone says we have to keep it alive to harvest its brain."
436,224,FIORINA,"This is about the character of our nation, and if we will not stand up in and force President Obama to veto this bill, shame on us."
437,224,FIORINA,(APPLAUSE)
438,225,TAPPER,"Dana, I want to continue on the subject."
439,225,TAPPER,"Governor Bush, you recently said while discussing Planned Parenthood, quote, you're ""not sure we need a half billion for women's health issues."" Now you've since said that you misspoke, you didn't mean to say ""women's health issues."""
440,225,TAPPER,"But Donald Trump said that quote, that comment, which Hillary Clinton did seize upon immediately, will haunt you the same way Mitt Romney's 47 percent video haunted him."
441,225,TAPPER,Tell Donald Trump why he's wrong.
442,226,BUSH,"Well, he's wrong on a lot of things, but on this he's wrong because I'm the most pro-life governor on this stage. I got to act on my core beliefs. It's part of who I am. Life is a gift from God. And from beginning end we need to respect it and err on the side of life."
443,226,BUSH,"And so I defunded Planned Parenthood. We created a climate where parental notification took place. We were the only state to fund crisis pregnancy centers with state moneys. We were totally focused on this. And I would bring that kind of philosophy to Washington, D.C."
444,226,BUSH,"So here is a solution to this. Title X of the HHS funding, there is something that was the ""Reagan Rule."" It was passed in 1988. And in that rule it was defined, and the courts approved this, that a Planned Parenthood, you couldn't separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it."
445,226,BUSH,"He interpreted it the right way, the courts ruled in his favor, and Planned Parenthood did not get funding during that time until President Clinton came in."
446,226,BUSH,"When I'm elected president, we will restore that interpretation of Title X. And this deal will be finished."
447,226,BUSH,(APPLAUSE)
448,227,TAPPER,"Thank you, Governor Bush."
449,227,TAPPER,"Donald Trump, let me just..."
450,228,TRUMP,"Jeb, just..."
451,229,TAPPER,"The quote was, ""I'm not sure we need half a billion dollars for women's health issues."" He said he misspoke. You said that that's going to haunt him. Why do you think that?"
452,230,TRUMP,I think it will haunt him. I think it's a terrible. I think it's going to haunt him absolutely. He came back later and he said he misspoke. There was no question because I heard when he said the statement. I was watching and he said the statement.
453,230,TRUMP,"And I said, wow, I can't believe it. I will take care of women. I respect women. I will take care of women."
454,230,TRUMP,One thing we will say and I would like to get back to the Iran situation. We're talking about Iran. The agreement was terrible. It was incompetent. I've never seen anything like it. One of the worst contracts of any kind I've ever seen.
455,230,TRUMP,And nobody ever mentions North Korea where you have this maniac sitting there and he actually has nuclear weapons and somebody better start thinking about North Korea and perhaps a couple of other places. But certainly North Korea.
456,230,TRUMP,"And Ted and I have spoken. We've - a lot of us have spoken. We're talking about Iran. They are bad actors, bad things are going to happen. But in the meantime, you have somebody right now in North Korea who has got nuclear weapons and who is saying almost every other week, I'm ready to use them. And we don't even mention it."
457,231,TAPPER,Governor Bush?
458,232,BUSH,"There are 13,000 community-based organizations that provide health services to women, 13,000 in this country. I don't believe that Planned Parenthood should get a penny from the federal government. Those organizations should get funding, just as I increased funding when I was governor of the state."
459,232,BUSH,"That's the way you do this is you improve the condition for people. And, Donald, when I was governor, we also increased the opportunities for women."
460,232,BUSH,Women's income grew three times faster than the national average when I was governor.
461,233,TRUMP,So why didn't you say it? Why didn't you say it?
462,234,BUSH,We improved - we improved -
463,235,TRUMP,"I know, but why did you say it? I heard it myself. Why did you say it?"
464,236,BUSH,- we increased child support - we increased child support with a broken system by 90 percent.
465,237,TRUMP,You said you're going to cut funding for women's health. You said it.
466,238,BUSH,I have a proven record. I have a proven record.
467,239,TRUMP,You said it.
468,240,TAPPER,I want to - we're going to get to -
469,241,WALKER,"Jake, just one more moment. This is - there's something bigger to this. Now, I - like so many other governors here, I defunded Planned Parenthood four-and-a-half years ago, in a Blue State. But it's bigger than that. We did that in a Blue State, we took the money and put it into women's health, so we did exactly what we're talking about here."
470,241,WALKER,"But I think the bigger issue here is we should be able to do this nationally, and this is precisely why so many Republicans are upset with Washington. They see the House and they see the Senate and they say why can't we pass this. Why can't we defund Planned - put it in a spending bill."
471,241,WALKER,"Forget about the 60-vote rule, there's no reason - and the Constitution doesn't call for 60 votes. Pass it with 51 votes, put it on the desk of the president -"
472,242,TAPPER,"Thank you, Governor."
473,243,WALKER,- and go forward and actually make a point. This is why -
474,244,TAPPER,"Thank you, Governor."
475,245,WALKER,- people are upset with Washington.
476,246,TAPPER,"We're going to - we're going to get to many of these issues. This - we're still in the first block, believe it or not. We're going to get to many of these issues, but before we end this block, Ms. Fiorina, I do want to ask you about this."
477,246,TAPPER,"In an interview last week in Rolling Stone magazine, Donald Trump said the following about you. Quote, ""Look at that face. Would anyone vote for that? Can you imagine that, the face of our next president?"" Mr. Trump later said he was talking about your persona, not your appearance. Please feel free to respond what you think about his persona."
478,246,TAPPER,(LAUGHTER)
479,247,FIORINA,"You know, it's interesting to me, Mr. Trump said that he heard Mr. Bush very clearly and what Mr. Bush said. I think women all over this country heard very clearly what Mr. Trump said."
480,247,FIORINA,(APPLAUSE)
481,248,TRUMP,"I think she's got a beautiful face, and I think she's a beautiful woman."
482,249,TAPPER,"All right. On that note, in less than two minutes - we're going to take a very quick break. In less than two minutes, the most contentious issue on the campaign trail. And the candidates on the stage are split over how to handle it. That's coming up next."
483,249,TAPPER,Please give some applause to the candidates.
484,249,TAPPER,(APPLAUSE)
485,249,TAPPER,(COMMERCIAL BREAK)
486,250,TAPPER,Welcome to CNN's Republican Presidential Debate. No topic perhaps has been more combustible in this campaign than the issue of immigration.
487,250,TAPPER,"Mr. Trump, you have called for deporting every undocumented immigrant, Governor Christie has said, quote, ""There are not enough law enforcement officers - local, county, state and federal combined - to forcibly deport 11 to 12 million people."""
488,250,TAPPER,"Tell Governor Christie how much your plan will cost, and how you will get it done."
489,251,TRUMP,"Correct. First of all, I want to build a wall, a wall that works. So important, and it's a big part of it."
490,251,TRUMP,"Second of all, we have a lot of really bad dudes in this country from outside, and I think Chris knows that, maybe as well as anybody."
491,251,TRUMP,"They go, if I get elected, first day they're gone. Gangs all over the place. Chicago, Baltimore, no matter where you look."
492,251,TRUMP,"We have a country based on laws. I will make sure that those laws are adhered to. These are illegal immigrants. I don't think you'd even be asking this question if I didn't run because when I ran, and I brought this up, my opening remarks at Trump Tower, I took heat like nobody has taken heat in a long time. And, then they found out with the killing of Katie, from San Francisco, and so many other crimes, they found out that I was right."
493,251,TRUMP,"And, most people, many people, apologized to me. I don't think you'd even be talking about illegal immigration if it weren't for me. So, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. If they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. We're going to have a country again. Right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart."
494,252,TAPPER,"Governor Christie, you and I have talked about this in an interview. You say that his big wall, his plan to deport 11 to 12 million undocumented immigrants, it sounds great, but it's never going to happen."
495,252,TAPPER,Tell him why you're skeptical of his plans?
496,253,CHRISTIE,"First of, Jake, I don't yield to anybody on how to enforce the law. I'm the only person on this stage who spent seven years as a United States Attorney after September 11th, and I know how to do this."
497,253,CHRISTIE,"The fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of law enforcement officers. Here's what we need to do, and I think this is where Donald is absolutely right. What we need to do is to secure our border, and we need to do it with more than just a wall."
498,253,CHRISTIE,"We need to use electronics, we need to use drones, we need to use FBI, DEA, and ATF, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, ""You have overstayed your welcome, you're taking advantage of the American people. It's time for you to go."""
499,253,CHRISTIE,"If we had that kind of system in place, we wouldn't have the 11 million people we have now."
500,254,TAPPER,"Thank you, Governor Christie..."
501,255,TRUMP,"...By the way, I agree with - with what Chris is saying, but, I will say this. Illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have."
502,256,TAPPER,"I want to bring in Dr. Carson because he too has been skeptical of your plan to immediately deport 11 to 12 million illegal immigrants. He said, quote, ""People who say that have no idea what this entails."""
503,256,TAPPER,"Why do you say that, Dr. Carson?"
504,257,CARSON,"Well, first of all, I recognize that we have an incredible illegal immigration problem. I was down in Arizona a few weeks ago at the border. I mean, the fences that were there were not manned, and those are the kind of fences when I was a kid that would barely slow us down. So, I don't see any purpose in having that."
505,257,CARSON,"Now, what we need to do is look at something that actually works. Yuma County, Arizona. They stop 97 percent of the illegal immigrants through there. They put in a double fence with a road so that there was quick access by the enforcement people."
506,257,CARSON,"If we don't seal the border, the rest of this stuff clearly doesn't matter. It's kind of ridiculous all the other things we talk about. We have the ability to do it, we don't have the will to do it."
507,257,CARSON,"There was one area where they had cut a hole in the fence, and to repair it, they put a few strands of barb wire across. Well, the photographers who were there with us, they wanted to photograph us from the side of the Mexicans, and they went through there, and they were not physically fit people, and they took their cameras and things with them, and shot us from the other side."
508,257,CARSON,"That's how easy it is to get across. And, the drugs, I mean, it goes on, and on, and on. ICE tells them to release these people, 67,000 criminals released..."
509,258,TAPPER,...Dr. Carson...
510,259,CARSON,"...on to our property, it's ridiculous."
511,260,TAPPER,"With all due respect, you said about Donald Trump's plan to deport 11 to 12 million undocumented immigrants, ""People who say that have no idea what this entails."""
512,260,TAPPER,Why not?
513,261,CARSON,"Well, I have also said, if anybody knows how to do that, that I would be willing to listen. And, if they can, you know, specify exactly how that's going to be done, and what the cost, and it sounds reasonable, then I think it's worth discussing..."
514,262,TRUMP,...(INAUDIBLE)...
515,263,TAPPER,...let's continue the conversation about illegal immigration with Dana Bash.
516,264,BASH,"Governor Bush, Mr. Trump has suggested that your views on immigration are influenced by your Mexican born wife. He said that, quote, ""If my wife were from Mexico, I think I would have a soft spot for people from Mexico."" Did Mr. Trump go to far in invoking your wife?"
517,265,BUSH,"He did, he did. You're proud of your family, just as I am."
518,266,TRUMP,Correct.
519,267,BUSH,"To subject my wife into the middle of a raucous political conversation was completely inappropriate, and I hope you apologize for that, Donald."
520,268,TRUMP,"Well, I have to tell you, I hear phenomenal things. I hear your wife is a lovely woman..."
521,269,BUSH,She is. She's fantastic.
522,270,TRUMP,"I don't know her, and this is a total mischaracterization..."
523,271,BUSH,"She is absolutely the love of my life, and she's right here..."
524,272,TRUMP,Good.
525,273,BUSH,And why don't you apologize to her right now.
526,274,TRUMP,"No, I won't do that, because I've said nothing wrong."
527,275,BUSH,Yeah.
528,276,TRUMP,But I do hear she's a lovely woman.
529,277,BUSH,"So, here's the deal. My wife is a Mexican-American. She's an American by choice."
530,277,BUSH,"She loves this country as much as anybody in this room, and she wants a secure border. But she wants to embrace the traditional American values that make us special and make us unique."
531,277,BUSH,"We're at a crossroads right now. Are we going to take the Reagan approach, the hopeful optimistic approach, the approach that says that, you come to our country legally, you pursue your dreams with a vengeance, you create opportunities for all of us?"
532,277,BUSH,"Or the Donald Trump approach? The approach that says that everything is bad, that everything is coming to an end. I..."
533,278,BASH,Mr. Trump?
534,279,TRUMP,Jeb said...
535,280,BUSH,I'm on the Reagan side of this.
536,281,TRUMP,... that they come into our country as an act of love.
537,281,TRUMP,"With all of the problems we that we have, in so many instances - we have wonderful people coming in. But with all of the problems - this is not an act of love. He's weak on immigration - by the way, in favor of Common Core, which is also a disaster, but weak on immigration."
538,281,TRUMP,He doesn't get my vote.
539,282,BASH,Mr. Trump...
540,283,FIORINA,"Dana, with all being said to Mr. Trump..."
541,284,BASH,Go ahead.
542,285,FIORINA,"Immigration did not come up in 2016 because Mr. Trump brought it up. We talked about it in 2012, we talked about it in 2008. We talked about it in 2004."
543,286,TRUMP,Not with this intensity.
544,287,FIORINA,We have been talking about it for 25 years. This is why people are tired of politicians.
545,288,BASH,"Ms. Fiorina - Ms. Fiorina, we're going to come to you, we're going to come to you."
546,288,BASH,I just want to give Governor Bush a chance to respond to what Mr. Trump said. 
547,289,BUSH,"Look, first of all, I wrote a book about this, three - four years ago, now. And I laid out a comprehensive, conservative approach for immigration reform."
548,289,BUSH,"And it does require securing the border. No one disagrees with that. But to build a wall, and to deport people - half a million a month - would cost hundreds of billions of dollars, Donald. Hundreds of billions of dollars. It would destroy community life, it would tear families apart."
549,289,BUSH,And it would send a signal to the rest of the world that the United States values that are so important for our long-term success no longer matter in this country.
550,289,BUSH,(APPLAUSE)
551,290,TRUMP,"As I said, we are spending $200 billion - we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back."
552,290,TRUMP,"They'll be expedited, they'll be back, they'll come back legally. We'll have a country - they'll come back, legally."
553,291,BASH,"OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, ""He should really set an example by speaking English in the United States."""
554,291,BASH,What's wrong with speaking Spanish?
555,292,TRUMP,"Well, I think it's wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent."
556,292,TRUMP,"We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didn't sound right to me. We have to have assimilation - to have a country, we have to have assimilation."
557,292,TRUMP,"I'm not the first one to say this, Dana. We've had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish."
558,292,TRUMP,(APPLAUSE)
559,293,BUSH,"Well, I've been speaking English here tonight, and I'll keep speaking English."
560,293,BUSH,"But the simple fact is, if a high school kid asks me a question in Spanish, a school - by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, I'm going to show respect and answer that question in Spanish."
561,293,BUSH,"Even though they do speak English, and even though they embrace American values."
562,293,BUSH,(APPLAUSE)
563,294,TRUMP,"This is a reporter, not a high school kid."
564,295,RUBIO,"Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. It's important."
565,295,RUBIO,"I want to tell you a story about someone that didn't speak English that well. It was my grandfather; he came to this country in the 1960s, as a - escaping Cuba. And he lived with us, growing up."
566,295,RUBIO,And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that we're here this evening.
567,295,RUBIO,"My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve."
568,295,RUBIO,"But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish."
569,295,RUBIO,"And so, I do give interviews in Spanish, and here's why - because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility."
570,295,RUBIO,"And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision."
571,296,TAPPER,"Thank you, Senator Rubio."
572,296,TAPPER,(APPLAUSE)
573,297,TAPPER,"Senator Cruz - Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country."
574,297,TAPPER,Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.
575,298,CARSON,Not exactly what I said.
576,299,TAPPER,"Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us."
577,300,CARSON,"Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work."
578,300,CARSON,"That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such."
579,301,TAPPER,"OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?"
580,302,CRUZ,"Well, Jake, you know, I'm - I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important."
581,302,CRUZ,I like and respect Ben Carson. I'll let him talk about his own plans.
582,302,CRUZ,"But I will say this The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences."
583,302,CRUZ,"A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan."
584,302,CRUZ,"In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight."
585,302,CRUZ,"You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system..."
586,303,TAPPER,"Thank you, Senator."
587,303,TAPPER,Senator Rubio...
588,304,CARSON,Can I - can I - can I just...
589,305,TAPPER,... I'm not sure...
590,306,CARSON,Can I correct...
591,307,TAPPER,"We'll come back to you - we'll come back to you in one second, sir."
592,307,TAPPER,"But Senator Rubio, I'm not sure exactly whose plan he's - he's saying is - constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you."
593,308,CARSON,OK.
594,309,RUBIO,"Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants."
595,309,RUBIO,"So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three."
596,309,RUBIO,"First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally."
597,309,RUBIO,"Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit."
598,309,RUBIO,"And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally."
599,309,RUBIO,And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way.
600,309,RUBIO,"Here's the way forward First, we must - we must secure our border, the physical border, with - with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system."
601,309,RUBIO,"After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here."
602,309,RUBIO,"And after we've done those two things, I believe the American people..."
603,310,TAPPER,"Thank you, Senator."
604,311,RUBIO,"... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay."
605,312,TAPPER,"Thank you, Senator."
606,312,TAPPER,Senator - Dr. Carson...
607,312,TAPPER,(APPLAUSE)
608,312,TAPPER,... I want to give you 30 seconds. I'd like you to answer the question.
609,312,TAPPER,Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?
610,313,CARSON,My plan is not amnesty for a number of reasons.
611,313,CARSON,"Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about."
612,313,CARSON,"And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key."
613,313,CARSON,"But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over."
614,313,CARSON,"I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, ""No, we don't want to do that. That's too successful."""
615,313,CARSON,We don't have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense.
616,314,TAPPER,"Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which - which has emerged since the first debate as - as an a - a major issue in this campaign."
617,314,TAPPER,"Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. What's your message to Ms. Fiorina on birthright citizenship?"
618,315,TRUMP,"Well, first of all, the - the 14th Amendment says very, very clearly to a lot of great legal scholars - not television scholars, but legal scholars - that it is wrong. It can be corrected with an act of Congress, probably doesn't even need that."
619,315,TRUMP,"A woman gets pregnant. She's nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I don't think so."
620,315,TRUMP,"And by the way, Mexico and almost every other country anywhere in the world doesn't have that. We're the only ones dumb enough, stupid enough to have it. And people - and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby."
621,315,TRUMP,"The 14th Amendment, it reads properly, you can go and - it's probably going to be have to be check - go through a process of court, probably ends up at the Supreme Court, but there are a lot of great legal scholars that say that is not correct."
622,315,TRUMP,"And in my opinion, it makes absolutely no - we're the only - one of the only countries, we're going to take care of those babies for 70, 75, 80, 90 years? I don't think so."
623,316,TAPPER,"Ms. Fiorina, the vast majority of countries do not have birthright citizenship..."
624,316,TAPPER,(APPLAUSE)
625,317,TAPPER,...Donald Trump is right about that. Why is it pandering when he's - he says this?
626,318,FIORINA,"First let me say, We have just spent a good bit of time discussing, as Republicans, how to solve this problem. I would ask your audience at home to ask a very basic question. Why have Democrats not solved this problem?"
627,318,FIORINA,"President Obama campaigned in 2007 and 2008 on solving the immigration problem. He entered Washington with majorities in the House and the Senate. He could have chosen to do anything to solve this pro - this problem. Instead, he chose to do nothing."
628,318,FIORINA,Why? because the Democrats don't want this issue solved.
629,319,TAPPER,Ms. Fiorina...
630,320,FIORINA,They want it to be an issue that they can use. As to birthright citizenship...
631,321,TAPPER,Please.
632,322,FIORINA,"...the truth is, you can't just wave your hands and say ""the 14th Amendment is gonna go away."" It will take an extremely arduous vote in Congress, followed by two-thirds of the states, and if that doesn't work to amend the Constitution, then it is a long, arduous process in court."
633,322,FIORINA,"And meanwhile, what will continue to go on is what has gone on for 25 years. With all due respect, Mr. Trump, we've been talking about illegal immigration for 25 years. San Francisco has been a sanctuary city since 1989. There are 300 of them."
634,322,FIORINA,"And meanwhile, what has happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, we know what it takes to secure a border. We've heard a lot of great ideas here. Money, manpower, technology..."
635,323,TAPPER,"Thank you, Ms. Fiorina."
636,324,FIORINA,"...mostly, apparently, leadership..."
637,325,TAPPER,Thank you.
638,326,FIORINA,...the kind of leadership that understands how to get results.
