SentenceNo,SequenceNo,Speaker,Text
276,153,HARWOOD,"Senator, if what you just said is true, why did Speaker Boehner craft this deal and why did Paul Ryan, who has a strong reputation for fiscal discipline, vote for it?"
277,154,PAUL,"Well, that's a real question. Is there going to be any change in the House with new leadership? I frankly don't think there will be much change because I think what's going to happen is you're going to get more of the same. People in Washington think they were sent there to be adults and govern and do all this. Well, you know what I'm worried about? Not keeping the government open. I'm worried about bankrupting the American people."
278,154,PAUL,We're borrowing a million dollars a minute. That is important. And that's what we have to contrast. Keeping the government open and continuing to borrow a million dollars a minute.
279,154,PAUL,(CROSSTALK)
280,155,HARWOOD,"Thank you, Senator (inaudible)."
281,156,QUICK,"Governor Christie, I'd like to (inaudible) a question next. Actually, I have a question for you (inaudible)."
282,156,QUICK,"In your tell it like it is campaign, you've said a lot of tough things. You've said that we need to raise the retirement age for Social Security. You think that we need to cut benefits for people who make over $80,000 and eliminate them entirely for seniors who are making over $200,000."
283,156,QUICK,"Governor Huckabee, who is here on the stage, has said that you and others who think this way are trying to rob seniors of the benefits that they've earned. It raises the question When it is acceptable to break a social compact?"
284,157,CHRISTIE,"Well, I wish you would have asked that question years ago when they broke it. I mean, let me be honest with the people who are watching at home. The government has lied to you and they have stolen from you. They told you that your Social Security money is in a trust fund. All that's in that trust fund is a pile of IOUs for money they spent on something else a long time ago."
285,157,CHRISTIE,"And they've stolen from you because now they know they cannot pay these benefits and Social Security is going to be insolvent in seven to eight years. We're sitting up here talking about all these other things; 71 percent of federal spending today is on entitlements, and debt service. And, that's with zero percent interest rates."
286,157,CHRISTIE,"Now, I'm the only person that's put out a detailed plan on how to deal with entitlements. And we'll save a trillion dollars over the next 10 years. And, here's the difference between me and Hillary Clinton. What Hillary Clinton's going to say, and has said before is, she wants to raise Social Security taxes."
287,157,CHRISTIE,"Now, let me ask you a question everybody, and, this is for the guy, you know, who owns a landscaping business out there. If somebody's already stolen money from you, are you going to give them more? Or, are you going to deal with the problem by saying, I'm going to give people who've done well in this country less benefit on the backend. We need to get realistic about this. We're not -- the American people -- forget about anything else, they've already been lied to and stolen from. And..."
288,158,QUICK,...Governor...
289,159,CHRISTIE,...I'm going to go to Washington to stop it...
290,160,QUICK,...Thank you.
291,161,QUINTANILLA,"We promised we would get to everyone this block. Governor Huckabee, I'm going to give you 60 seconds on this."
292,162,HUCKABEE,"Well, I would really appreciate that. First of all, yes, we've stolen. Yes, we've lied to the American people about Social Security, and Medicare."
293,162,HUCKABEE,"But, you know what we're not telling them? It's their money. This isn't the governments money. This is not entitlement, it's not welfare. This is money that people have confiscated out of their paychecks. Everytime they got a paycheck, the government reached in and took something out of it before they ever saw it. Now, we're going to blame the people."
294,162,HUCKABEE,"Today congress decided to take another $150 billion dollars away from Social Security so they can borrow more money. That makes no sense to everybody. And, they're always going to say, ""Well, we're going to fix this one day."""
295,162,HUCKABEE,"No their not. It's like a 400 pound man saying, ""I'm going to go on a diet, but I'm eating a sack of Krispy Kremes before I do."""
296,162,HUCKABEE,"And, people are sick of believing that the government is never going to really address this. But, let me tell you who not to blame. Let's quit blaming the people on Social Security. Let's quit making it a problem for them. It's like them getting mugged, and then us saying, well, we're going to mug you some more. You ought to just be able to get over it, get used to it..."
297,163,QUINTANILLA,...Governor...
298,164,HUCKABEE,"...No, sir..."
299,165,QUINTANILLA,"...Thank you, Governor..."
300,166,HUCKABEE,...we need to honor our promises...
301,166,HUCKABEE,(CROSSTALK)
302,167,QUINTANILLA,...Senator Cruz...
303,168,HUCKABEE,"...before I go. This is the only time I've had a chance, let me finish."
304,169,QUINTANILLA,"OK, alright."
305,170,HUCKABEE,"...This is a matter not of math, this is a matter of morality. If this country that does not keep its promise to seniors then what promise can this country hope to be trusted to keep? And, the fact is, none of them."
306,170,HUCKABEE,(CROSSTALK)
307,171,MALE,"And, by the way, Carl..."
308,171,MALE,(APPLAUSE)
309,172,HUCKABEE,"And, the only way -- no..."
310,172,HUCKABEE,(CROSSTALK)
311,173,CHRISTIE,"...The only way we're going to be morale, the only way we're going to keep our promise to seniors is start by following the first rule we should all follow, which is to look at them, treat them like adults, and tell them the truth."
312,173,CHRISTIE,"It isn't there anymore, Mike. They stole it. It got stolen from them. It's not theirs anymore. The government stole it, and spent it a long time ago..."
313,174,HUCKABEE,...Chris...
314,175,CHRISTIE,"So, let's stop fooling around about this, let's tell people the truth. For once, let's do that, and stop trying to give them some kind of fantasy that's never going to come true."
315,176,QUINTANILLA,Senator Cruz...
316,177,HUCKABEE,...Chris...
317,178,QUINTANILLA,"...Before we go to break, we're clearly not having that beer you mentioned, but I'll give you 30 more seconds..."
318,179,CRUZ,...Then I'll buy you a tequila...
319,180,QUINTANILLA,OK.
320,181,CRUZ,"...Or, even some famous Colorado brownies."
321,182,QUINTANILLA,I'll give you 30 seconds to respond...
322,182,QUINTANILLA,(CHEERING)
323,183,QUINTANILLA,(INAUDIBLE)
324,184,HUCKABEE,"Since he brought me up, do I not get to respond?"
325,185,QUINTANILLA,"Respond on the debt limit, or an answer to the governor, which ever you choose."
326,186,CRUZ,"Well, sure. This deal in Washington is an example of why Washington's broken. Republican leadership joined with every single Democrat, add $80 trillion to our debt to do nothing to fix the problems."
327,186,CRUZ,"And, let me now on Social Security because we were getting into a good substantive exchange, and I want to say I think both Chris, and Mike are right. Governor Huckabee's exactly right, we need to honor the promises made to our seniors, but for younger workers -- look. I'm 44 years old."
328,186,CRUZ,"It is hard to find someone in my generation that thinks Social Security will be there for us. We can save and preserve and strengthen Social Security by making no changes for seniors, but for younger workers gradually increasing the retirement age, changing the rate of growth so that it matches inflation, and critically allowing younger workers to keep a portion of our tax payments in a personal account that we own, we control them, we can pass on to our kids."
329,187,QUINTANILLA,"30 seconds, Governor Huckabee."
330,188,HUCKABEE,"John, listen, let's keep in mind that for one-third of the 60 million Americans on Social Security it represents 90 percent of their income. And, when I hear people talking about means testing, let's just remember what that means. If we means test Social Security, it means that the government decides whether or not I deserve it. If a person lives in a seven room house, does the government get to say you don't need seven rooms, we're going to take two of them away?"
331,189,HUCKABEE,"Folks, the government has no business stealing even more from the people who have paid this in. I just want to remind you, people paid their money. They expect to have it. And, if this government doesn't pay it, than tell me what's different between the government and Bernie Madolf, who sits in prison today for doing less than what the government has done to the people on social security and Medicare in this country."
332,189,HUCKABEE,(APPLAUSE)
333,190,QUINTANILLA,"Governor, thank you. We will take a break. The Republican Presidential debate, live from Boulder, Colorado, coming back after a break on CNBC."
334,190,QUINTANILLA,(APPLAUSE)
335,190,QUINTANILLA,(COMMERCIAL BREAK)
336,191,QUICK,"Welcome back to the presidential debate for the Republicans. We are live in Boulder, Colorado, right here on CNBC."
337,191,QUICK,"Folks, we'll get right back into this."
338,191,QUICK,"Mr. Trump, let's talk a little bit about bankruptcies. Your Atlantic City casinos filed for bankruptcy four times. In fact, Fitch, the ratings agency, even said that they were serial filers for all of this. You said that you did great with Atlantic City, and you did. But some of the individuals -- the bondholders, some of the contractors who worked for you, didn't fare so well."
339,191,QUICK,Bankruptcy is a broken promise. Why should the voters believe the promises that you're telling them right now?
340,192,TRUMP,"Well, first of all, like many other very big businessmen, I could name them here, but I'm not going to do that for a lot of obvious reasons, but the biggest, and almost all of them, they've all used the chapter laws, the bankruptcy laws to their own benefit."
341,192,TRUMP,"Before this, I was a very successful person as a developer and as a businessman. Atlantic City has gone bad. I mean, Chris will know about that. I'm not blaming Chris, by the way, but he will know about that. Caesar's -- excuse me -- Caesar's, the Rolls-Royce, as you know, is in bankruptcy. Almost every hotel in Atlantic City has either been in bankruptcy or will be in bankruptcy -- the biggest."
342,192,TRUMP,"But also the biggest people (ph) -- now I've used that to my advantage as a business man, for my family, for myself. I never filed for bankruptcy. But many, many people did. What happened with Atlantic City is very, very disgraceful."
343,192,TRUMP,"Now hundreds of companies I've opened. I've used it three times, maybe four times. Came out great. But I guess I'm supposed to come out great. That is what I could do for the country. We owe $19 trillion, boy am I good at solving debt problems. Nobody can solve it like me."
344,192,TRUMP,"But I will tell you this, Atlantic City, you're using that, hundreds of companies that I have opened have thrived. I built a net worth of way over $10 billion, and I have done it four times out of hundreds. And I'm glad I did it."
345,192,TRUMP,"I used the laws of the country to my benefit, I'm sorry."
346,193,QUICK,"Mr. Trump, thank you."
347,194,TRUMP,Thank you.
348,195,CRAMER,"Dr. Carson, in recent weeks, a number of pharmaceutical companies has been accused of profiteering, for dramatically raising the prices of life-saving drugs. You have spent a lifetime in medicine."
349,195,CRAMER,Have these companies gone too far? Should the government be involved in controlling some of these price increases?
350,196,CARSON,"Well, there is no question that some people go overboard when it comes to trying to make profits, and they don't take into consideration the American people. What we have to start thinking about, as leaders, particularly in government, is what can we do for the average American? And you think about the reasons that we're having such difficulty right now with our job market."
351,196,CARSON,"Well, the average small manufacturer, whatever they're manufacturing, drugs or anything, if they have less than 50 employees, the average cost in terms of regulations is $34,000 per employee. Makes it a whole lot easier for them to want to go somewhere else."
352,196,CARSON,"So what we're going to have to start doing instead of, you know, picking on this group or this group, is we're going to have to have a major reduction in the regulatory influence that is going on."
353,196,CARSON,"The government is not supposed to be in every part of our lives, and that is what is causing the problem."
354,197,CRAMER,"Thank you, Dr. Carson."
355,197,CRAMER,"Governor Christie, there has been a lot of political rhetoric that some bank executives should have gone to jail for the 2008 financial crisis."
356,197,CRAMER,But General Motors paid more than $1 billion in fines and settlements for its ignition switch defect. One hundred and twenty- four people died as a result of these faulty switches. No one went to jail.
357,197,CRAMER,"As a former prosecutor, do you believe the people responsible for the switch and the cover-up belong behind bars?"
358,198,CHRISTIE,"You bet they do. And if I were the prosecutor, that is exactly where they would be. The fact is that this Justice Department under this president has been a political Justice Department."
359,198,CHRISTIE,"It has been a Justice Department that decided that they want to pick who the winners and losers are. They like General Motors, so they give them a pass. They don't like somebody else like David Petraeus, they prosecute them and send a decorated general on to disgrace. It's a political Justice Department."
360,198,CHRISTIE,"And, Jim, you know full well that in the seven years I was U.S. attorney we went after pharmaceutical companies. We went after companies that were ripping off shareholders. We went after companies that were doing things that were against the law."
361,198,CHRISTIE,"And to expand on Mr. Carson's -- or Dr. Carson's question, let's face it, we have laws already. We don't need newer (ph) laws. We don't need Hillary Clinton's price controls for -- again, does anybody out there think that giving Washington, D.C., the opportunity to run the pharmaceutical industry is a good idea, given how well they have done running the government?"
362,198,CHRISTIE,"So what we do, though, is, if there is somebody who is price- gouging, we have laws for prosecutors to take that on. Let's let a Justice Department -- and I will make an attorney general who will enforce the law and make justice more than just a word. It will be a way of life."
363,199,CRAMER,"Thank you, Governor Christie."
364,200,HARWOOD,"Jim, thanks."
365,200,HARWOOD,"Governor Bush, in a debate like this four years ago, every Republican running for president pledged to oppose a budget deal containing any tax increase even if it had spending cuts ten times as large."
366,200,HARWOOD,"A few months later, you told Congress, put me in, coach, you said you would take that deal. Still feel that way?"
367,201,BUSH,"Well, the deal was done. Barack Obama got his massive tax increase, and there was no spending cuts. You just see the recent deal announced today or yesterday, more spending, more tax increasing, more regulation. And now we have to accept 2 percent, the new normal for economic growth."
368,201,BUSH,"And the net result is the middle class has $2,300 less in their pockets than the day that Barack Obama got elected president. And now they see Hillary Clinton proposing a third term of economic policy for our country."
369,201,BUSH,"We need to reverse that. And my record was one of cutting taxes each and every year. You don't have to guess about it, because I actually have a record. $19 billion of tax cuts, 1.3 million jobs created. We were one of two states to go to AAA bond rating, and our government spending was far less than the spending in people's income."
370,202,HARWOOD,"But to -- to the point that you made to Congress, if you were president and you were offered a bipartisan deal that had one dollar..."
371,203,BUSH,You find me...
372,204,HARWOOD,"...one dollar of tax increases per ten dollars of spending cuts, would you take it?"
373,205,BUSH,"You find me a Democrat -- you find me a Democrat that will cut spending ten dollars? Heck, find me a Republican in Congress that would cut spending ten dollars. I'll talk to them."
374,206,HARWOOD,So you don't want the coach to put you in any more?
375,207,BUSH,"Look, the -- the deal is already done. The biggest tax increase happened under the watch of Barack Obama, and spending's gone up. You find a Democrat that's for cutting taxes -- cutting spending ten dollars, I'll give them a warm kiss."
376,207,BUSH,(LAUGHTER)
377,208,HARWOOD,"Thank you, governor."
378,208,HARWOOD,Carl?
379,209,QUINTANILLA,"Mrs. Fiorina, in 2010, while running for Senate in Tech Ridge (ph), California, you called an Internet sales tax a bad idea. Traditional brick and mortar stores obviously disagree. Now that the Internet shopping playing field has matured, what would be a fair plan to even that playing field?"
380,210,FIORINA,"You know, I want to go back for a moment to what we were just talking about. Crony capitalism is alive and well, and has been so in Washington, D.C. for decades."
381,210,FIORINA,What's crony capitalism? Crony capitalism is what happens when government gets so big and so powerful that only the big and the powerful can handle it.
382,210,FIORINA,"So why are the pharmaceutical companies consolidating? Why are there five even bigger Wall Street banks now, instead of the ten we used to have on Wall Street? Because when government gets big and powerful, the big feel like they need to get even bigger to deal with all that power, and meanwhile, the small and the powerless -- in this case, 1,590 community banks -- go out of business."
383,210,FIORINA,"You see, folks, this is how socialism starts. Government causes a problem, and then government steps in to solve the problem. This is why, fundamentally, we have to take our government back."
384,210,FIORINA,"The student loan problem has been created by government. Government trying to level the playing field between Internet and brick-and-mortar creates a problem. The FCC jumping in now and saying, ""we're going to put 400 pages of regulation over the Internet,"" is going to create massive problems."
385,210,FIORINA,But guess who pushed for that regulation? The big Internet companies. This is what's going on. Big and powerful use big and powerful government to their advantage.
386,210,FIORINA,It's why you see Walgreens buying Rite Aid. It's why you see the pharmaceuticals getting together. It's you see the health insurance companies getting together. It's why you see the banks consolidating.
387,210,FIORINA,"And meanwhile, small businesses are getting crushed. Community- based businesses and farms are getting crushed. Community banks are going out of business. Big government favors the big, the powerful, the wealthy and the well-connected, and crushes the small and the powerless."
388,211,QUINTANILLA,Mrs. Fiorina.
389,212,FIORINA,It is why we have to simplify. It is why we have to reduce the size and power of government.
390,213,QUINTANILLA,OK.
391,214,FIORINA,It's the only way to level the playing field between big and powerful and small and powerless.
392,215,QUINTANILLA,Thank you very much.
393,215,QUINTANILLA,(APPLAUSE) 
394,216,QUICK,"Senator Rubio, you yourself have said that you've had issues. You have a lack of bookkeeping skills. You accidentally inter-mingled campaign money with your personal money. You faced (ph) foreclosure on a second home that you bought. And just last year, you liquidated a $68,000 retirement fund. That's something that cost you thousands of dollars in taxes and penalties."
395,216,QUICK,"In terms of all of that, it raises the question whether you have the maturity and wisdom to lead this $17 trillion economy. What do you say?"
396,217,RUBIO,"Well, you just -- you just listed a litany of discredited attacks from Democrats and my political opponents, and I'm not gonna waste 60 seconds detailing them all. But I'm going to tell you the truth."
397,217,RUBIO,"Here's the truth. I didn't inherit any money. My dad was a bartender, my mother was a maid. They worked hard to provide us the chance at a better life."
398,217,RUBIO,"They didn't save enough money for us to go to school. I had to work my way through school. I had to borrow money to go to school. I tried (ph), early in my marriage, explaining to my wife why someone named Sallie Mae was taking $1,000 out of our bank account every month."
399,217,RUBIO,(LAUGHTER)
400,217,RUBIO,"I know what it's like to owe that money, and we've worked hard. We've worked hard our whole life to provide a better family -- a better life for our family."
401,217,RUBIO,"We own a home four blocks away from the place that I grew up in. My four children have been able to receive a good Christian education, and I've been able to save for them to go to college so they never have to have the loans that I did."
402,217,RUBIO,"But I'm not worried about my finances, I'm worried about the finances of everyday Americans who today are struggling in an economy that is not producing good paying jobs while everything else costs more. And that's what this economy needs to -- that's what this debate needs to be about."
403,217,RUBIO,This debate needs to be about the men and women across this country that are struggling on a daily basis to provide for their families the better future that we've always said this country is all about.
404,218,QUICK,"Senator, I understand all of that. I had a lot of student loans when I got out, too. But you've had a windfall that a lot of Americans haven't. You made over a million dollars on a book deal, and some of these problems came after that."
405,219,RUBIO,"And I used it to pay off my loans. And it's available on paperback, if you're interested in buying my book."
406,219,RUBIO,(APPLAUSE)
407,220,QUICK,"But you -- but you liquidated that retirement account after the fact, and that cost you about $24,000 out of that in taxes and feed. That -- that was after you'd already come into that windfall. That's why I raised the question."
408,221,RUBIO,"Yeah, again, as I said, we're raising a family in the 21st century and it's one of the reasons why my tax plan is a pro- family tax plan."
409,221,RUBIO,"It increases the per child tax credit, because I didn't read about this in a book. I know for a fact how difficult it is to raise children, how expensive it's become for working families. And I make a lot more than the average American. Imagine how hard it is for these people out there that are making 40, 50, $60,000 a year, and they're trying to provide for their families at a time when this economy is not growing."
410,221,RUBIO,We can't afford another four years of that. Which is what we're gonna get if we elect a big government liberal like Hillary Clinton to the White House.
411,221,RUBIO,"Thank you, senator."
412,222,HARWOOD,"Governor John Kasich, you've called for abolishing the Export Import Bank, which provides subsidies to help American companies compete with overseas competitors. You call that corporate welfare."
413,222,HARWOOD,"One of the largest newspapers in your state wrote an editorial, said they found that strange, writing, that if that's corporate welfare, what does Kasich call the millions of dollars in financial incentives doled out to attract or retain jobs by his development effort -- jobs Ohio."
414,222,HARWOOD,"If subsidies are good enough for Ohio companies, why aren't they good enough for companies trying to compete overseas?"
415,223,KASICH,"Well, first of all, when we talk about the Import Export Bank, it's time to clean up corporate welfare. If we're gonna reform welfare for poor people, we ought to reform it for rich people, as well. Secondly, in our state, we went from a loss of 350,000 jobs to, now, a gain of 347,000 jobs to the positive. Our wages are growing faster than the national average, and I've cut taxes more than any sitting governor in this state -- $5 billion, including no taxes on small business and killing the death tax."
416,223,KASICH,"I want to go back to what we were talking about earlier, this budget deal in Washington."
417,223,KASICH,This is the same old stuff since I left.
418,223,KASICH,You spend the money today and then you hope you're going to save money tomorrow.
419,223,KASICH,"I don't know if people understand, but I spent a lifetime with my colleagues getting us to a federal balanced budget. We actually did it. And I have a road map and a plan right now to get us to balance."
420,223,KASICH,"Reforming entitlements, cutting taxes. You see, because if you really want to get to a balanced budget, you need to reduce your expenses and you need to grow your economy. So what I will tell you about our incentives -- our incentives are tight, and at the end of the day we make sure that we gain more from the creation of jobs than what we lose."
421,223,KASICH,"And you know what? Ohio, one of the best growing places in the country -- I not only did it in Washington, I did it in Ohio, and I'll go back to Washington, and there will be no more silly deals..."
422,224,HARWOOD,"Thank you, Governor."
423,225,KASICH,... If I become President because we'll have a Constitutional Amendment to require a federally balanced budget so they will do their job.
424,226,HARWOOD,"Thank you, Governor. Thank you."
425,227,QUICK,"Yes, thank you John."
426,227,QUICK,"Senator Cruz, working women in this country still earn just 77 percent of what men earn. And I know that you've said you've been very sympathetic to our cause. But you've also you said that the Democrats' moves to try and change this are the political show votes."
427,227,QUICK,I just wonder what you would do as President to try and help in this cause?
428,228,CRUZ,"Well, we've gotta turn the economy around for people who are struggling."
429,228,CRUZ,"The Democrats' answer to everything is more government control over wages, and more empowering trial lawyers to file lawsuits."
430,228,CRUZ,"You know, you look at women working. I'll tell you, in my family there are a lot of single moms in my family. My sister was a single mom, both of my aunts who were a single moms. My mom who's here today, was a single mom when my father left us when I was 3 years old."
431,228,CRUZ,"Now, thank God, my father was invited to a Bible study and became born again and he came back to my mom and me and we were raised together. But I -- the struggle of single moms is extraordinary. And you know, when you see Hillary Clinton and Bernie Sanders and all the Democrats talking about wanting to address the plight of working women, not a one of them mentioned the fact that under Barack Obama, 3.7 million women have entered poverty."
432,228,CRUZ,"Not a one of them mentioned the fact that under Barack Obama and the big government economy, the median wage for women has dropped $733. The the truth of the matter is, big government benefits the wealthy, it benefits the lobbyists, it benefits the giant corporations. And the people who are getting hammered are small businesses, it's single moms, it's Hispanics. That is who I'm fighting for. The people that Washington leaves behind."
433,228,CRUZ,(CROSSTALK)
434,229,FIORINA,"Becky, it is the height of hypocrisy for Mrs. Clinton to talk about being the first woman President, when every single policy she espouses, and every single policy of President Obama has been demonstrably bad for women."
435,230,FIORINA,92 percent -- 92 percent of the jobs lost during Barack Obama's first term belonged to women. Senator Cruz is precisely right. Three million women have fallen into poverty under this administration. The number of women --
436,231,QUICK,Mrs. Fiorina --
437,232,FIORINA,"-- living in extreme poverty is the highest level on record. I am a conservative because I know our values, our principles and our policies --"
438,233,QUICK,"Mrs. Fiorina, we will come back to you."
439,234,FIORINA,"-- work better to lift everyone up, men and women."
440,235,QUICK,"Thank you, Mrs. Fiorina. Carl?"
441,235,QUICK,(APPLAUSE)
442,236,QUINTANILLA,"Dr. Carson, we know you as a physician, but we wanted to ask you about your involvement on some corporate boards, including Costco's. Last year, a marketing study called the warehouse retailer the number one gay-friendly brand in America, partly because of its domestic partner benefits."
443,236,QUINTANILLA,Why would you serve on a company whose policies seem to run counter to your views on homosexuality?
444,237,CARSON,"Well, obviously, you don't understand my views on homosexuality. I believe that our Constitution protects everybody, regardless of their sexual orientation or any other aspect. I also believe that marriage is between one man and one woman. And there is no reason that you can't be perfectly fair to the gay community."
445,237,CARSON,"They shouldn't automatically assume that because you believe that marriage is between one man and one woman that you are a homophobe. And this is one of the myths that the left perpetrates on our society, and this is how they frighten people and get people to shut up. You know, that's what the PC culture is all about, and it's destroying this nation."
446,237,CARSON,"The fact of the matter is we the American people are not each other's enemies, it's those people who are trying to divide us who are the enemies. And we need to make that very clear to everybody."
447,237,CARSON,(APPLAUSE) 
448,238,QUINTANILLA,"One more question. This is a company called Mannatech, a maker of nutritional supplements, with which you had a 10-year relationship. They offered claims that they could cure autism, cancer, they paid $7 million to settle a deceptive marketing lawsuit in Texas, and yet you're involvement continued. Why?"
449,239,CARSON,"Well, that's easy to answer. I didn't have an involvement with them. That is total propaganda, and this is what happens in our society. Total propaganda."
450,239,CARSON,"I did a couple of speeches for them, I do speeches for other people. They were paid speeches. It is absolutely absurd to say that I had any kind of a relationship with them."
451,239,CARSON,Do I take the product? Yes. I think it's a good product.
452,240,QUINTANILLA,"To be fair, you were on the homepage of their website with the logo over your shoulder --"
453,241,CARSON,"If somebody put me on their homepage, they did it without my permission."
454,242,QUINTANILLA,Does that not speak to your vetting process or judgment in any way.
455,243,CARSON,"No, it speaks to the fact that I don't know those --"
456,243,CARSON,(AUDIENCE BOOS)
457,243,CARSON,See? They know.
458,243,CARSON,(APPLAUSE)
459,244,QUINTANILLA,Apparently. We will take a break. We'll be back in Boulder in just a minute.
460,244,QUINTANILLA,(COMMERCIAL BREAK)
461,245,HARWOOD,"Welcome back to the Republican presidential debate on CNBC, live from Boulder, Colorado at the University of Colorado."
462,245,HARWOOD,"Senator Huckabee, I mean -- excuse me -- Senator Rubio, Wired magazine recently carried the heading, ""Marco Rubio wants to be the tech industry's savior."" It noted your support for dramatically increasing immigration visas called H1B, which are designed for workers with the special skills that Silicon Valley wants."
463,245,HARWOOD,"But your Senate colleague, Jeff Sessions of Alabama, says in reality, the tech industry uses this program to undercut hiring and wages for highly qualified Americans. Why is he wrong?"
464,246,RUBIO,"Well, first of all, if a company gets caught doing that, they should never be able to use the program again. If you get caught abusing this program, you should never be able to use it again."
465,246,RUBIO,"The second thing I said is we need to add reforms, not just increase the numbers, but add reforms. For example, before you hire anyone from abroad, you should have to advertise that job for 180 days. You also have to prove that you're going to pay these people more than you would pay someone else, so that you're not undercutting it by bringing in cheap labor."
466,246,RUBIO,"But here's the best solution of all. We need to get back to training people in this country to do the jobs of the 21st century. Why, for the life of me, I do not understand why did we stop doing vocational education in America, people that can work with their hands; people you can train to do this work while they're still in high school so they can graduate ready to go work. But the best way to close this gap is to modernize higher education so Americans have the skills for those jobs. But in the interim, in the absence of that, what's happening is some of these tech companies are taking those -- those centers (ph) to Canada because they can get people to go over there instead of here."
467,246,RUBIO,But the ideal scenario is to train Americans to do the work so we don't have to rely on people from abroad.
468,247,HARWOOD,It sounds like you think Senator Sessions is wrong to believe there is enough abuse in that program that we shouldn't...
469,247,HARWOOD,(CROSSTALK)
470,248,RUBIO,"Well, I believe that there are abuses, those companies should be permanently barred from ever using the program again and we should put strict standards in place to ensure that they're not being abused, like the prevailing wage requirement and like the advertising requirement."
471,249,HARWOOD,"Thank you, Senator."
472,249,HARWOOD,Becky?
473,250,QUICK,"Mr. Trump, let's stay on this issue of immigration. You have been very critical of Mark Zuckerberg of Facebook who has wanted to increase the number of these H1Bs."
474,251,TRUMP,"I was not at all critical of him. I was not at all. In fact, frankly, he's complaining about the fact that we're losing some of the most talented people. They go to Harvard. They go to Yale. They go to Princeton. They come from another country and they're immediately sent out."
475,251,TRUMP,I am all in favor of keeping these talented people here so they can go to work in Silicon Valley.
476,252,QUICK,So you're in favor of...
477,252,QUICK,(CROSSTALK)
478,253,TRUMP,So I have nothing at all critical of him.
479,254,QUICK,Where did I read this and come up with this that you were...
480,254,QUICK,(CROSSTALK)
481,255,TRUMP,"Probably, I don't know -- you people write the stuff. I don't know where you..."
482,255,TRUMP,(LAUGHTER)
483,255,TRUMP,(APPLAUSE)
484,256,TRUMP,"And if I could say just one thing. I am the only person in either campaign that's self-funding. I'm putting up 100 percent of my own money. And right now, I will be putting up a tremendous -- so far, I've put up less than anybody and I have the best results. Wouldn't that be nice if the country could do that?"
485,256,TRUMP,"But I will be putting -- I will be putting up, you know, tremendous amounts of money. SuperPacs are a disaster. They're a scam. They cause dishonesty. And you better get rid of them because they are causing a lot of bad decisions to be made by some very good people. And I'm not blaming these folks -- well, I guess I could."
486,256,TRUMP,(LAUGHTER)
487,256,TRUMP,"Very good people are making very bad decisions right now. And if anything comes out of this whole thing with some of these nasty and ridiculous questions, I will tell you, you better get rid of the SuperPacs because they causing a big problem with this country, not only in dishonesty and what's going on, but also in a lot of bad decisions that have been made for the benefit of lobbyists and special interests."
488,257,QUICK,"You know, Mr. -- you know, Mr. Trump, if I may (inaudible). You've been -- you have been -- you had talked a little bit about Marco Rubio. I think you called him Mark Zuckerberg's personal senator because he was in favor of the H1B."
489,258,TRUMP,I never said that. I never said that.
490,259,QUICK,So this was an erroneous article the whole way around?
491,260,TRUMP,"You've got another gentleman in Florida, who happens to be a very nice guy, but not..."
492,261,QUICK,My apologies. I'm sorry.
493,261,QUICK,(CROSSTALK)
494,262,TRUMP,... he's really doing some bad...
495,262,TRUMP,(CROSSTALK)
496,263,RUBIO,"Since I've been mentioned, can I respond?"
497,263,RUBIO,(CROSSTALK)
498,264,QUICK,"Yes, you can."
499,265,RUBIO,OK. I know the Democrats have the ultimate SuperPac. It's called the mainstream media who every single day...
500,265,RUBIO,(APPLAUSE)
501,265,RUBIO,"... and I'll tell you why. Last week, Hillary Clinton went before a committee. She admitted she had sent e-mails to her family saying, ""Hey, this attack at Benghazi was caused by Al Qaida-like elements."" She spent over a week telling the families of those victims and the American people that it was because of a video. And yet the mainstream media is going around saying it was the greatest week in Hillary Clinton's campaign."
502,265,RUBIO,It was the week she got exposed as a liar. It was the week that she got exposed as a liar...
503,265,RUBIO,(APPLAUSE)
504,265,RUBIO,"But she has her super PAC helping her out, the American mainstream media."
505,266,QUICK,"Senator Rubio, thank you very much."
506,266,QUICK,"I would like to introduce my colleague, Rick Santelli, he has some comments as well, sir."
507,267,SANTELLI,"Senator Cruz, let's focus on our central bank, the Federal Reserve. You've been a fierce critic of the Fed, arguing for more transparency. Where do you want to take that?"
508,267,SANTELLI,"Do you want to get Congress involved in monetary policy, or is it time to slap the Fed back and downsize them completely? What are your thoughts? What do you believe?"
509,268,CRUZ,"Well, Rick, it's a very important question. I have got deep concerns about the Fed. The first thing I think we need to do is audit the Fed. And I am an original co-sponsor of Rand Paul's audit the Fed legislation."
510,268,CRUZ,"The second thing we need to do is I think we need to bring together a bipartisan commission to look at getting back to rules- based monetary policy, end this star chamber that has been engaging in this incredible experiment of quantitative easing, QE1, QE2, QE3, QE- infinity."
511,268,CRUZ,"And the people who are being impacted, you know, a question that was asked earlier, Becky asked, was about working women. You know, it's interesting, you look at on Wall Street, the Fed is doing great. It's driving up stock prices. Wall Street is doing great."
512,268,CRUZ,"You know, today, the top 1 percent earn a higher share of our income than any year since 1928. But if you look at working men and women. If you look at a single mom buying groceries, she sees hamburger prices have gone up nearly 40 percent."
