SentenceNo,SequenceNo,Speaker,Text
248,107,CHRISTIE,"And you know -- you know, Senator Paul? Senator Paul, you know, the hugs that I remember are the hugs that I gave to the families who lost their people on September 11th."
249,107,CHRISTIE,"Those are the hugs I remember, and those had nothing to do -- and those had nothing to do with politics, unlike what you're doing by cutting speeches on the floor of the Senate, then putting them on the Internet within half an hour to raise money for your campaign..."
250,108,KELLY,Alright.
251,109,CHRISTIE,...and while still putting our country at risk.
252,109,CHRISTIE,(CROSSTALK)
253,110,KELLY,"Alright, we've gotta cut it off there."
254,110,KELLY,"We have plenty more we want to get to. That was an interesting exchange, thank you for that."
255,111,CHRISTIE,"You know what, Megyn, can I..."
256,112,KELLY,"Well, I want to move on, because I have -- we're gonna get to you, governor, but I -- I really wanna get to a Facebook questioner. His name is Alex Chalgren, and he has the following question:"
257,112,KELLY,(BEGIN VIDEO CLIP)
258,113,QUESTION,"My question is, how would the candidates stop the treacherous actions of ISIS -- ISIL and its growing influence in the U.S., if they were to become president?"
259,113,QUESTION,(END VIDEO CLIP)
260,114,KELLY,"Senator Cruz, I wanna talk to you about this, because many of the Facebook users and -- and -- the -- the folks on Facebook wanted the candidates to speak to ISIS tonight."
261,114,KELLY,"You asked the chairman of the joint chiefs a question ""What would it take to destroy ISIS in 90 days?"" He told you ""IISIS will only be truly destroyed once they are rejected by the populations in which they hide."" And then you accused him of pushing Medicaid for the Iraqis."
262,114,KELLY,How would you destroy ISIS in 90 days?
263,115,CRUZ,"Megyn, we need a commander in chief that speaks the truth. We will not defeat radical Islamic terrorism so long as we have a president unwilling to utter the words, ""radical Islamic terrorism""."
264,115,CRUZ,(APPLAUSE)
265,115,CRUZ,"When I asked General Dempsey, the chairman of the joint chiefs, what would be required militarily to destroy ISIS, he said there is no military solution. We need to change the conditions on the ground so that young men are not in poverty and susceptible to radicalization. That, with all due respect, is nonsense."
266,115,CRUZ,"It's the same answer the State Department gave that we need to give them jobs. What we need is a commander in chief that makes -- clear, if you join ISIS, if you wage jihad on America, then you are signing your death warrant."
267,116,KELLY,You don't see it as...
268,116,KELLY,(APPLAUSE)
269,117,KELLY,...an ideological problem -- an ideological problem in addition to a military one?
270,117,KELLY,(APPLAUSE)
271,118,CRUZ,"Megyn, of course it's an ideological problem, that's one of the reasons I introduce the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joining ISIS, that he or she forfeits their citizenship so they don't use a passport to come back and wage jihad on Americans."
272,118,CRUZ,(APPLAUSE)
273,119,CRUZ,"Yes, it is ideological, and let me contrast President Obama, who at the prayer breakfast, essentially acted as an apologist. He said, ""Well, gosh, the crusades, the inquisitions--"""
274,119,CRUZ,"We need a president that shows the courage that Egypt's President al-Sisi, a Muslim, when he called out the radical Islamic terrorists who are threatening the world."
275,119,CRUZ,(APPLAUSE)
276,120,KELLY,"Governor Bush, for days on end in this campaign, you struggled to answer a question about whether knowing what we know now..."
277,121,BUSH,...I remember...
278,122,KELLY,...we would've invaded Iraq...
279,123,BUSH,"...I remember, Megyn."
280,123,BUSH,(LAUGHTER)
281,124,KELLY,"I remember it too, and ISIS, of course, is now thriving there."
282,124,KELLY,"You finally said, ""No."""
283,124,KELLY,"To the families of those who died in that war who say they liberated and deposed a ruthless dictator, how do you look at them now and say that your brother's war was a mistake? "
284,125,BUSH,"Knowing what we know now, with faulty intelligence, and not having security be the first priority when -- when we invaded, it was a mistake. I wouldn't have gone in. However, for the people that did lose their lives, and the families that suffer because of it -- I know this full well because as governor of the state of Florida, I called every one of them; every one of them that I could find to tell them that I was praying for them, that I cared about them, and it was really hard to do."
285,125,BUSH,"And, every one of them said that their child did not die in vain, or their wife, of their husband did not die in vain."
286,125,BUSH,"So, why it was difficult for me to do it was based on that. Here's the lesson that we should take from this, which relates to this whole subject, Barack Obama became president, and he abandoned Iraq. He left, and when he left Al Qaida was done for. ISIS was created because of the void that we left, and that void now exists as a caliphate the size of Indiana."
287,125,BUSH,"To honor the people that died, we need to -- we need to --- stop the -- Iran agreement, for sure, because the Iranian mullahs have their blood on their hands, and we need to take out ISIS with every tool at our disposal."
288,125,BUSH,(APPLAUSE)
289,126,KELLY,"Governor Walker, in February you said that we needed to gain partners in the Arab world. Which Arab country not already in the U.S. led coalition has potential to be our greatest partner?"
290,127,WALKER,"What about then (ph), we need to focus on the ones we have. You look at Egypt, probably the best relationship we've had in Israel, at least in my lifetime, incredibly important."
291,127,WALKER,"You look at the Saudis -- in fact, earlier this year, I met with Saudi leaders, and leaders from the United Arab Emirates, and I asked them what's the greatest challenge in the world today? Set aside the Iran deal. They said it's the disengagement of America. We are leading from behind under the Obama-Clinton doctrine -- America's a great country. We need to stand up and start leading again, and we need to have allies, not just in Israel, but throughout the Persian Gulf."
292,128,KELLY,"Dr. Carson, in one of his first acts as commander in chief, President Obama signed an executive order banning enhanced interrogation techniques in fighting terror. As president, would you bring back water boarding?"
293,129,CARSON,"Well, thank you, Megyn, I wasn't sure I was going to get to talk again."
294,129,CARSON,(APPLAUSE)
295,130,KELLY,"We have a lot for you, don't worry."
296,130,KELLY,(LAUGHTER)
297,130,KELLY,(APPLAUSE)
298,131,KELLY,"Fear not, you may rue that request."
299,132,CARSON,"Alright. You know, what we do in order to get the information that we need is our business, and I wouldn't necessarily be broadcasting what we're going to do."
300,132,CARSON,(APPLAUSE)
301,133,CARSON,We've gotten into this -- this mindset of fighting politically correct wars. There is no such thing as a politically correct war.
302,133,CARSON,(APPLAUSE)
303,134,CARSON,"The left, of course, will say Carson doesn't believe in the Geneva Convention, Carson doesn't believe in fighting stupid wars. And -- and what we have to remember is we want to utilize the tremendous intellect that we have in the military to win wars."
304,134,CARSON,"And I've talked to a lot of the generals, a lot of our advanced people. And believe me, if we gave them the mission, which is what the commander-in-chief does, they would be able to carry it out."
305,134,CARSON,"And if we don't tie their hands behind their back, they will do it..."
306,134,CARSON,(BUZZER NOISE)
307,135,CARSON,-- extremely effectively.
308,135,CARSON,(APPLAUSE)
309,136,BAIER,"Gentlemen, the next series of questions deals with ObamaCare and the role of the federal government."
310,136,BAIER,"Mr. Trump, ObamaCare is one of the things you call a disaster."
311,137,TRUMP,"A complete disaster, yes."
312,138,BAIER,Saying it needs to be repealed and replaced.
313,139,TRUMP,Correct.
314,140,BAIER,"Now, 15 years ago, uncalled yourself a liberal on health care. You were for a single-payer system, a Canadian-style system."
315,140,BAIER,Why were you for that then and why aren't you for it now? 
316,141,TRUMP,"First of all, I'd like to just go back to one. In July of 2004, I came out strongly against the war with Iraq, because it was going to destabilize the Middle East. And I'm the only one on this stage that knew that and had the vision to say it. And that's exactly what happened."
317,142,BAIER,But on ObamaCare...
318,143,TRUMP,And the Middle East became totally destabilized. So I just want to say.
319,143,TRUMP,"As far as single payer, it works in Canada. It works incredibly well in Scotland. It could have worked in a different age, which is the age you're talking about here."
320,143,TRUMP,"What I'd like to see is a private system without the artificial lines around every state. I have a big company with thousands and thousands of employees. And if I'm negotiating in New York or in New Jersey or in California, I have like one bidder. Nobody can bid."
321,143,TRUMP,You know why?
322,143,TRUMP,"Because the insurance companies are making a fortune because they have control of the politicians, of course, with the exception of the politicians on this stage."
323,143,TRUMP,But they have total control of the politicians. They're making a fortune.
324,143,TRUMP,Get rid of the artificial lines and you will have...
325,143,TRUMP,(BUZZER NOISE)
326,144,TRUMP,-- yourself great plans. And then we have to take care of the people that can't take care of themselves. And I will do that through a different system.
327,144,TRUMP,(CROSSTALK)
328,145,BAIER,"Mr. Trump, hold up one second."
329,146,PAUL,I've got a news flash...
330,147,BAIER,"All right, now, hold on, Senator Paul..."
331,148,PAUL,"News flash, the Republican Party's been fighting against a single-payer system..."
332,149,BAIER,OK.
333,150,PAUL,-- for a decade. So I think you're on the wrong side of this if you're still arguing for a single-payer system.
334,151,TRUMP,I'm not -- I'm not are -- I don't think you heard me. You're having a hard time tonight.
335,152,BAIER,"All right, let me..."
336,152,BAIER,(APPLAUSE)
337,153,BAIER,"Mr. Trump, it's not just your past support for single- payer health care. You've also supported a host of other liberal policies. Use -- you've also donated to several Democratic candidates, Hillary Clinton included, Nancy Pelosi."
338,153,BAIER,You explained away those donations saying you did that to get business-related favors.
339,153,BAIER,"And you said recently, quote, ""When you give, they do whatever the hell you want them to do."""
340,154,TRUMP,You'd better believe it.
341,155,BAIER,So what specifically did...
342,156,UNIDENTIFIED MALE,That's true.
343,157,BAIER,-- they do?
344,158,TRUMP,"If I ask them, if I need them, you know, most of the people on this stage I've given to, just so you understand, a lot of money."
345,159,UNIDENTIFIED MALE,Not me.
346,160,UNIDENTIFIED MALE,Not me.
347,160,UNIDENTIFIED MALE,(LAUGHTER)
348,161,UNIDENTIFIED MALE,But you're welcome to give me (INAUDIBLE) Donald if you'd like.
349,162,TRUMP,Many of them.
350,163,UNIDENTIFIED MALE,"Actually, to be clear..."
351,163,UNIDENTIFIED MALE,(CROSSTALK)
352,164,UNIDENTIFIED MALE,-- he supported Charlie Crist.
353,165,TRUMP,Not much.
354,166,UNIDENTIFIED MALE,"Hey, Charlie..."
355,166,UNIDENTIFIED MALE,(CROSSTALK)
356,167,TRUMP,But I...
357,167,TRUMP,(CROSSTALK)
358,168,TRUMP,"-- Donald, if you..."
359,168,TRUMP,(CROSSTALK) 
360,169,TRUMP,I have good...
361,170,UNIDENTIFIED MALE,"-- this campaign, I hope you will give to me."
362,171,TRUMP,Good.
363,172,UNIDENTIFIED MALE,OK.
364,173,TRUMP,"Sounds good. Sounds good to me, Governor."
365,173,TRUMP,"I will tell you that our system is broken. I gave to many people, before this, before two months ago, I was a businessman. I give to everybody. When they call, I give."
366,173,TRUMP,And do you know what?
367,173,TRUMP,"When I need something from them two years later, three years later, I call them, they are there for me."
368,174,UNIDENTIFIED MALE,So what did you get?
369,175,TRUMP,And that's a broken system.
370,176,UNIDENTIFIED MALE,What did you get from Hillary Clinton and Nancy Pelosi?
371,177,TRUMP,"Well, I'll tell you what, with Hillary Clinton, I said be at my wedding and she came to my wedding."
372,177,TRUMP,You know why?
373,177,TRUMP,"She didn't have a choice because I gave. I gave to a foundation that, frankly, that foundation is supposed to do good. I didn't know her money would be used on private jets going all over the world. It was."
374,177,TRUMP,But...
375,177,TRUMP,(BUZZER NOISE)
376,177,TRUMP,(CROSSTALK)
377,178,BAIER,Hold on.
378,178,BAIER,We're going to -- we're going to move on.
379,178,BAIER,(CROSSTALK)
380,179,BAIER,"We'll come back to you, Governor Walker."
381,180,WALKER,"Just one second on this, though."
382,180,WALKER,We -- we spent a lot of time talking about Hillary Clinton and ---and pitting us back and forth.
383,180,WALKER,"Let's be clear, we should be talking about Hillary Clinton on that last subject, because everywhere in the world that Hillary Clinton touched is more messed up today than before she and the president (INAUDIBLE)."
384,181,BAIER,We have many questions to come.
385,182,WALKER,It's true.
386,183,BAIER,Many questions to come.
387,183,BAIER,(APPLAUSE)
388,184,BAIER,"Governor Huckabee, on Facebook, John Pietricone asked this, ""Will you abolish or take away the powers and cut the size of the EPA, the IRS, the Department of Education?"""
389,184,BAIER,"Now, broadly..."
390,184,BAIER,(APPLAUSE)
391,185,BAIER,"-- broadly, the size of government is a big concern for Facebook users, Facebook persons, as well as, obviously, conservatives."
392,185,BAIER,"But year after year, decade after decade, there are promises from Republicans to shrink government. But year after year, decade after decade, it doesn't happen."
393,185,BAIER,"In fact, it gets bigger, even under Republican politicians."
394,185,BAIER,"So the question is, at this point, is the government simply too big for any one person, even a Republican, to shrink?"
395,186,HUCKABEE,It's not too big to shrink. But the problem is we have a Wall Street-to-Washington access of power that has controlled the political climate. The donor class feeds the political class who does the dance that the donor class wants. And the result is federal government keeps getting bigger.
396,186,HUCKABEE,"Every person on this stage who has been a governor will tell that you the biggest fight they had was not the other party. Wasn't even the legislature. It was the federal government, who continually put mandates on the states that we had to suck up and pay for."
397,186,HUCKABEE,"And the fact is there are a lot of things happening at the federal level that are absolutely beyond the jurisdiction of the Constitution. This is power that should be shifted back to the states, whether it's the EPA, there is no role at the federal level for the Department of Education."
398,186,HUCKABEE,(CHEERING AND APPLAUSE)
399,187,HUCKABEE,"And I'm still one who says that we can get rid of the Internal Revenue Service if we would pass the fair tax, which is a tax on consumption rather than a tax on people's income, and move power back where the founders believed it should have been all along."
400,188,BAIER,Dr. Carson...
401,189,UNIDENTIFIED MALE,"Bret, Bret, Bret..."
402,190,BAIER,"Dr. Carson, do you agree with that?"
403,191,CARSON,"What I agree with is that we need a significantly changed taxation system. And the one that I've advocated is based on tithing, because I think God is a pretty fair guy."
404,191,CARSON,"And he said, you know, if you give me a tithe, it doesn't matter how much you make. If you've had a bumper crop, you don't owe me triple tithes. And if you've had no crops at all, you don't owe me no tithes. So there must be something inherently fair about that."
405,191,CARSON,"And that's why I've advocated a proportional tax system. You make $10 billion, you pay a billion. You make $10, you pay one. And everybody gets treated the same way. And you get rid of the deductions, you get rid of all the loopholes, and..."
406,191,CARSON,(DOUBLE BELL RINGS)
407,192,BAIER,Governor Bush?
408,193,CARSON,And I have a lot more to say about it.
409,194,BAIER,"We're going to come back to you, Dr. Carson."
410,194,BAIER,"Governor Bush, you are one of the few people on the stage who advocates for Common Core education standards, reading and math. A lot of people on this stage vigorously oppose federal involvement in education. They say it should all be handled locally."
411,194,BAIER,"President Obama's secretary of education, Arnie Duncan, has said that most of the criticism of Common Core is due to a, quote, ""fringe group of critics."" Do you think that's accurate?"
412,195,BUSH,"No, I don't. And I don't believe the federal government should be involved in the creation of standards directly or indirectly, the creation of curriculum or content. It is clearly a state responsibility."
413,195,BUSH,I'm for higher standards...
414,195,BUSH,(APPLAUSE)
415,196,BUSH,"... measured in an intellectually honest way, with abundant school choice, ending social promotion. And I know how to do this because as governor of the state of Florida I created the first statewide voucher program in the country, the second statewide voucher program, in the country and the third statewide voucher program in the country."
416,196,BUSH,"And we had rising student achievement across the board, because high standards, robust accountability, ending social promotion in third grade, real school choice across the board, challenging the teachers union and beating them is the way to go."
417,196,BUSH,And Florida's low income kids had the greatest gains inside the country. Our graduation rate improved by 50 percent. That's what I'm for.
418,197,BAIER,"Senator Rubio, why is Governor Bush wrong on Common Core?"
419,198,RUBIO,"Well, first off, I too believe in curriculum reform. It is critically important in the 21st Century. We do need curriculum reform. And it should happen at the state and local level. That is where educational policy belongs, because if a parent is unhappy with what their child is being taught in school, they can go to that local school board or their state legislature, or their governor and get it changed."
420,198,RUBIO,"Here's the problem with Common Core. The Department of Education, like every federal agency, will never be satisfied. They will not stop with it being a suggestion. They will turn it into a mandate."
421,198,RUBIO,"In fact, what they will begin to say to local communities is, you will not get federal money unless do you things the way we want you to do it. And they will use Common Core or any other requirements that exists nationally to force it down the throats of our people in our states."
422,198,RUBIO,(APPLAUSE)
423,199,BAIER,And do you agree with your old friend?
424,200,BUSH,"He is definitely my friend. And I think the states ought to create these standards. And if states want to opt out of Common Core, fine. Just make sure your standards are high."
425,200,BUSH,"Because today in America, a third of our kids, after we spend more per student than any country in the world other than a couple rounding errors, to be honest with you, 30 percent are college- and/or career-ready."
426,201,BUSH,"If we are going to compete in this world we're in today, there is no possible way we can do it with lowering expectations and dumbing down everything. Children are going to suffer and families' hearts are going to be broken that their kids won't be able to get a job in the 21st Century."
427,201,BUSH,(APPLAUSE)
428,202,BAIER,"We have many more questions coming on a host of topics, here from Quicken Loans Arena in Cleveland. Stay with us."
429,202,BAIER,(BEGIN VIDEO CLIP)
430,203,UNIDENTIFIED MALE,What would make stand out as the best choice for the Republican nomination?
431,204,UNIDENTIFIED MALE,How do you intend to go about student loan reform?
432,205,UNIDENTIFIED FEMALE,What will be the first thing you will do to stimulate economic growth in our country and bring more jobs to the United States?
433,205,UNIDENTIFIED FEMALE,(END VIDEO CLIP)
434,205,UNIDENTIFIED FEMALE,(COMMERCIAL BREAK)
435,206,BAIER,We have many more questions coming on a host of topics. Here from Quicken Loans Arena in Cleveland. Stay with us.
436,206,BAIER,(BEGIN VIDEO CLIP)
437,207,UNIDENTIFIED MALE,What would make you stand out as the best choice for the Republican nomination?
438,208,UNIDENTIFIED MALE,How do you intend to go about student loan reform?
439,209,UNIDENTIFIED FEMALE,What will be the first thing you will do to stimulate economic growth in our country and bring more jobs to the United States?
440,209,UNIDENTIFIED FEMALE,(END VIDEO CLIP)
441,209,UNIDENTIFIED FEMALE,(COMMERCIAL BREAK) 
442,210,KELLY,"It's just before 10:00 p.m. on the East Coast. Welcome back to Quicken Loans Arena in Cleveland, Ohio, and the very first Republican primary debate of the 2016 presidential campaign. Ten candidates on the stage, selected based on their standing in five national polls. And tonight they are facing off, answering the questions you want asked. We hope."
443,210,KELLY,(LAUGHTER)
444,211,WALLACE,"Gentlemen, we're obviously digging into some subjects in depth, but we're also going to change it up every once in a while throughout the next hour and have many rounds where we ask, you are not going to like it, only a couple of candidates questions on those subjects. This is the first of the many rounds, and it's about somebody whose name probably hasn't been mentioned enough so far tonight."
445,211,WALLACE,"Governor Kasich, let me start with you. Whoever the Republican nominee --"
446,211,WALLACE,(APPLAUSE)
447,212,WALLACE,"Whoever the Republican nominee is, it looks at least for now like whoever that nominee is, he or she, will be facing off against Hillary Clinton. You know how she will come after whoever the Republican nominee is. She will say that you, whoever it is, support the rich while she supports the middle class. That you want to suppress the rights of women and minorities. She wants to move the country forward while you, the Republicans, want to take the country back to the past."
448,212,WALLACE,"How will you, if you're the nominee, how will you answer that and take Hillary Clinton on?"
449,213,KASICH,"Let's start off with my father being a mailman. So I understand the concerns of all the folks across this country, some of whom having trouble, you know, making ends meet. But I think she will come in a narrow way. The nominee of this party, if they're going to win, has got to come at it in a big way, which is pro-growth. Which is balancing budgets. You know, we were talking about it. People were saying, could we do it? I was the chairman of the Budget Committee and the lead architect the last time it happened in Washington, and when we did it we had great economic growth, we cut taxes, and we had a big surplus."
450,213,KASICH,"Economic growth is the key. Economic growth is the key to everything. But once you have economic growth, it is important that we reach out to people who live in the shadows, the people who don't seem to ever think that they get a fair deal. And that includes people in our minority community; that includes people who feel as though they don't have a chance to move up."
451,213,KASICH,"You know, America is a miracle country. And we have to restore the sense that the Amiracle (ph) will apply to you. Each and every one of the people in this country who's watching tonight, lift everybody, unite everybody and build a stronger United States of America again. It will be and can be done."
452,214,WALLACE,"I know that all of you would like to answer this question, but we're only going to ask one other candidate before we move on to a different subject, Dr. Carson."
453,214,WALLACE,"Basically, same question to you. If Hillary Clinton is the nominee and she comes at you with that kind of line of attack, how will you take Iraq?"
454,215,CARSON,"If Hillary is the candidate, which I doubt, that would be a dream come true."
455,215,CARSON,(LAUGHTER)
456,215,CARSON,"But you know, the fact of the matter is, she is the epitome of the progressive -- the secular progressive movement. And she counts on the fact that people are uninformed, the Alinsky Model, taking advantage of useful idiots."
457,215,CARSON,"Well, I just happen to believe that people are not stupid."
458,215,CARSON,"(APPLAUSE) And the way I will come at it is to educate people, help people to actually understand that it is that progressive movement that is causing them the problems."
459,215,CARSON,"You know, you look at the -- the national debt and how it's being driven up. If I was trying to destroy this country, what I would do is find a way to drive wedges between all the people, drive the debt to an unsustainable level, and then step off the stage as a world leader and let our enemies increase while we decreased our capacity as a military person. And that's what she's doing."
460,215,CARSON,(APPLAUSE)
461,216,WALLACE,"Gentlemen, we're going to turn now to the subject of the economy, jobs and money and the government. And Governor Bush, I'm going to start with you."
462,216,WALLACE,You have made a bold promise in your announcement. You have promised four percent economic growth and 19 million new jobs if you are fortunate enough to serve two terms as president.
463,216,WALLACE,"That many jobs, 19 million, would be triple what your father and your brother accomplished together. And four percent growth, the last president to average that was Lyndon Johnson during the height of the Vietnam War. So question, how on Earth specifically would you pull that off?"
464,217,BUSH,"We've done it 27 times since World War II. I think we need to lift our spirits and have high, lofty expectations for this great country of ours."
465,217,BUSH,"The new normal of two percent that the left is saying you can't do anything about is so dangerous for our country. There's 6 million people living in poverty today, more than when Barack Obama got elected. 6.5 million people are working part-time, most of whom want to work full-time. We've created rules and taxes on top of every aspiration of people, and the net result is we're not growing fast, income is not growing. A four percent growth strategy means you fix a convoluted tax code. You get in and you change every aspect of regulations that are job killers. You get rid of Obamacare and replace it with something that doesn't suppress wages and kill jobs."
466,217,BUSH,(APPLAUSE)
467,217,BUSH,"You embrace the energy revolution in our country. This president and Hillary Clinton, who can't even say she's for the X.L. pipeline even after she's left? Give me a break. Of course we're for it. We should be for these things to create high sustained economic growth. And frankly, fixing our immigration system and turning it into an economic driver is part of this as well. We can do this."
468,217,BUSH,(APPLAUSE)
469,218,WALLACE,Governor Walker.
470,218,WALLACE,"(APPLAUSE) Governor Walker, when you ran for governor of Wisconsin back in 2010, you promised that you would create 250,000 jobs in your first term, first four years. In fact, Wisconsin added barely half that and ranked 35th in the country in job growth. Now you're running for president, and you're promising an economic plan in which everyone will earn a piece of the American dream."
471,218,WALLACE,"Given your record in Wisconsin, why should voters believe you?"
472,219,WALKER,"Well, the voters in Wisconsin elected me last year for the third time because they wanted someone who aimed high, not aimed low."
473,219,WALKER,"Before I came in, the unemployment rate was over eight percent. It's now down to 4.6 percent. We've more than made up for the jobs that were lost during the recession. And the rate in which people are working is almost five points higher than it is nationally."
474,219,WALKER,"You know, people like Hillary Clinton think you grow the economy by growing Washington. One report last year showed that six of the top 10 wealthiest counties in America were in or around Washington, D.C.. I think most of us in America understand that people, not the government creates jobs. And one of the best things we can do is get the government out of the way, repeal Obamacare, put in -- reign in all the out of control regulations, put in place and all of the above energy policy, give people the education, the skills that the need to succeed, and lower the tax rate and reform the tax code. That's what I'll do as president, just like I did in Wisconsin."
475,219,WALKER,(APPLAUSE)
476,220,WALLACE,"Governor Christie, I want to engage you and Governor Huckabee in a subject that is a big issue in both of your campaigns, and that is entitlement reform."
477,220,WALLACE,"You say that you -- to save the system that you want to raise the retirement age -- have to raise the retirement age, and to cut benefits for Social Security and Medicare, and you say that some of the candidates here on the stage are lying."
478,220,WALLACE,Governor Huckabee says he can save Social Security and Medicare without doing any of that. Is he lying?
479,221,CHRISTIE,"No, he's not lying, he's just wrong."
480,221,CHRISTIE,"I mean, so, there's a difference -- I'm the only guy on this stage who's put out a detailed, 12 point plan on entitlement reform and here's why -- because 71% of federal spending right now is on entitlements, and debt service, 71%. And we have spent the last hour and five minutes talking about the other 29%, and no time on the 71%, and that makes no sense."
481,221,CHRISTIE,"Now, let me tell you exactly what we would do on Social Security. Yes, we'd raise the retirement age two years, and phase it in over 25 years, that means we'd raise it one month a year for 25 years when we're all living longer, and living better lives."
482,221,CHRISTIE,"Secondly, we would needs (ph) test Social Security for those who are making over $200,000 dollars a year in retirement income, and have $4 to $5 million dollars in liquid assets saved. They don't need that Social Security check. Social Security is meant to be -- to make sure that no one who's worked hard, and played by the rules, and paid into the system grows old in poverty in America."
483,221,CHRISTIE,"If we don't deal with this problem, it will bankrupt our country, or lead to massive tax increases, neither one that we want in this country."
484,221,CHRISTIE,(APPLAUSE)
485,222,WALLACE,Governor Huckabee?
486,222,WALLACE,"You say that changing entitlements, the kind of thing that Governor Christie is talking about, would be breaking a promise to the American people, and you say that you can keep those programs, save Social Security, save Medicare, without those kinds of reforms through a Fair (ph) tax, which is a broad tax on consumption. Please explain to Governor Christie how that would work, and how you could save these programs without the kind of painful reforms he says we need?"
487,223,HUCKABEE,"Well, lets all be reminded, 60 million Americans are on Social Security, 60 million. A third of those people depend on 90% of their income from Social Security. Nobody in this country is on Social Security because they made the decision when they were starting work at 14 that they wanted to trust some of their money with the government."
488,223,HUCKABEE,"The government took it out of their check whether they wanted them to or not. And, if person goes to 65, they're going to spend 51 years with the government reaching into their pocket at every paycheck."
489,223,HUCKABEE,"Now, here's the point, whose fault is it that the system is screwed up? Is it the recipients, or is it the government? And, if Congress wants to mess with the retirement program, why don't we let them start by changing their retirement program, and not have one, instead of talking about getting rid of Social Security and Medicare that was robbed $700 billion dollars to pay for Obamacare."
490,223,HUCKABEE,"It's always that the government figures that they can do this off the backs of people, many of whom are poor, and depend on that money, and I just think it's fundamentally lying to people and stealing from them, and we shouldn't be doing it."
491,223,HUCKABEE,(APPLAUSE)
492,224,CHRISTIE,Chris...
493,225,WALLACE,...Thirty seconds.
494,226,CHRISTIE,"Yeah, sure. And, I don't disagree with ending Congress' retirement program. I'm a governor, I don't have a retirement program in my state, and I don't disagree with that. But, here's the news to the American people, he's complaining about the lying and stealing. The lying and stealing has already occurred. The trust fund is filled with IOU's. We can't fix the problem just by ending (ph) Congress' retirement, that's worth about, ""this"" much."
495,226,CHRISTIE,"We need to go at the fundamental problem, and the fundamental problem is that this system is broken. It has been stolen from. We have been lied to, and we need a strong leader to tell the truth and fix..."
496,227,WALLACE,"...Alright, this is it. Thirty Seconds, finally."
497,228,HUCKABEE,"Well, you ask about how we fund it. One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically. Most of the income in this country is made by people at the top who get dividends and -- and capital gains."
498,229,HUCKABEE,"The fair (ph) transforms the process by which we fund Social Security and Medicare because the money paid in consumption is paid by everybody, including illegals, prostitutes, pimps, drug dealers, all the people that are freeloading off the system now."
499,229,HUCKABEE,(APPLAUSE)
500,229,HUCKABEE,That's why it ought to be a transformed system.
501,229,HUCKABEE,(APPLAUSE)
502,230,WALLACE,All right. Enough.
503,230,WALLACE,(APPLAUSE)
504,231,WALLACE,Mr. Trump.
505,232,KELLY,(OFF MIKE) Sounds like somebody's a little R-rated.
506,232,KELLY,(APPLAUSE)
507,233,WALLACE,"Mr. Trump, you talk a lot about how you are the person on this stage to grow the economy. I want to ask you about your business record. Trump corporations -- Trump corporations, casinos and hotels, have declared bankruptcy four times over the last quarter-century."
508,233,WALLACE,"In 2011, you told Forbes Magazine this ""I've used the laws of the country to my advantage."" But at the same time, financial experts involved in those bankruptcies say that lenders to your companies lost billions of dollars."
509,233,WALLACE,"Question sir, with that record, why should we trust you to run the nation's business?"
510,234,TRUMP,"Because I have used the laws of this country just like the greatest people that you read about every day in business have used the laws of this country, the chapter laws, to do a great job for my company, for myself, for my employees, for my family, et cetera."
511,234,TRUMP,"I have never gone bankrupt, by the way. I have never."
512,234,TRUMP,But out of hundreds of deals...
513,235,WALLACE,"No, but the concept sir..."
514,236,TRUMP,Excuse me. Excuse me.
515,237,WALLACE,"... that's your line, but your companies have gone bankrupt."
516,238,TRUMP,"Excuse me, what am I saying? Out of hundreds of deals that I've done, hundreds, on four occasions I've taken advantage of the laws of this country, like other people. I'm not going to name their names because I'm not going to embarrass, but virtually every person that you read about on the front page of the business sections, they've used the law."
517,238,TRUMP,"The difference is, when somebody else uses those laws, nobody writes about it. When I use it, they say, ""Trump, Trump, Trump."" The fact is, I built a net worth of more than $10 billion. I have a great, great company. I employ thousands of people. And I'm very proud of the job I did."
518,238,TRUMP,"Again Chris, hundreds and hundreds of deals. Four times, I've taken advantage of the laws. And frankly, so has everybody else in my position."
519,239,WALLACE,"Well sir, let's just talk about the latest example..."
520,239,WALLACE,(APPLAUSE)
521,239,WALLACE,"... which is Trump Entertainment Resorts, which went bankrupt in 2009. In that case alone, lenders to your company lost over $1 billion and more than 1,100 people were laid off."
522,240,TRUMP,"Well, I..."
523,241,WALLACE,Is that the way that you'd run the country?
524,242,TRUMP,"Let me just tell you about the lenders. First of all, these lenders aren't babies. These are total killers. These are not the nice, sweet little people that you think, OK?"
525,242,TRUMP,(LAUGHTER)
526,242,TRUMP,(APPLAUSE)
527,242,TRUMP,"You know, I mean you're living in a world of the make-believe, Chris, you want to know the truth."
528,242,TRUMP,(APPLAUSE)
529,242,TRUMP,"And I had the good sense to leave Atlantic City, which by the way, Caesars just went bankrupt. Every company, Chris can tell you, every company virtually in Atlantic City went bankrupt."
530,242,TRUMP,(LAUGHTER)
531,242,TRUMP,Every company.
