SentenceNo,SequenceNo,Speaker,Text
269,158,TRUMP,"I support politicians. In 2008, I supported Hillary Clinton. I supported many other people, by the way. And that was because of the fact that I’m in business. I did support very heavily Ronald Reagan. I also supported George Bush, by the way."
270,159,KELLY, All right. Mr. Trump...
271,160,CRUZ, But what would you say...
272,161,KELLY," Well, stand by — stand by, Senator Cruz."
273,162,CRUZ," ... to Hillary Clinton on the debate stage when you wrote her a check in 2008, wrote her four checks to be president?"
274,163,TRUMP," Let me tell you, something, Ted. The last person that Hillary Clinton wants to face is Donald Trump. That I can..."
275,163,TRUMP,(APPLAUSE)
276,164,KELLY," Let’s move on. And with all due respect, we have — we have questions. We have questions."
277,165,TRUMP, That I can tell you.
278,165,TRUMP,(CROSSTALK)
279,166,KELLY," No, no, no. Hold on. Hold on. We can do more of this later. Mr. Trump, hi."
280,167,TRUMP, Hello.
281,168,KELLY, How are you doing?
282,169,TRUMP," Nice to be with you, Megyn."
283,170,KELLY, Great to have you here.
284,171,TRUMP, You’re looking well. You’re looking well.
285,172,KELLY, As are you.
286,172,KELLY,(APPLAUSE)
287,172,KELLY,"Back in January, you gave an off-the-record interview to the New York Times. It was apparently audiotaped. Now, a recent report in Buzzfeed citing sources at the Times reports that in that interview you expressed flexibility when it comes to your immigration policy, specifically with respect to your promise to deport the 11 million people who are now living here illegally. You have suggested that you may have expressed some flexibility when it comes to the size of the wall that you want to build. But did you tell them, specifically, that you are flexible when it comes to your deportation plan?"
288,173,TRUMP," I don’t know exactly what — when you talk about off the record. First of all, Buzzfeed? They were the ones that said under no circumstances will I run for president. And were they wrong. But a lot of people said that."
289,173,TRUMP,"Then, I did have a meeting with the editorial board of the New York Times, a very nice meeting. Many of those things were off the record, I think at their suggestion and my suggestion. And I think being off the record is a very important thing. I think it’s a very, very powerful thing."
290,173,TRUMP,"And I will say this. These three gentlemen have gone off the record many times with reporters. And I think they want to honor it, and I would always honor that."
291,173,TRUMP,"I will say, though, in terms of immigration — and almost anything else — there always has to be some, you know, tug and pull and deal. And, you know, when I watch Ted stand on the Senate floor, I had great respect for what he did. He stood there for a day-and-a- half or something. In the meantime, what came of it? Nothing. You have to be able to have some flexibility, some negotiation."
292,173,TRUMP,"Now, sometimes you ask for more than you want and you negotiate down to the point. I may have discussed something like that with the New York Times, but I would never release off-the-record conversations. I don’t think it’s fair, frankly, to do that to anybody."
293,174,KELLY, How flexible are you on this issue?
294,174,KELLY,(AUDIENCE BOOS)
295,175,TRUMP," Not very flexible. No, not very flexible. I give the example — I’m going to build a wall. I’m the one that wants the wall. I’m the one that can build the wall."
296,175,TRUMP,(APPLAUSE)
297,175,TRUMP,"It’s going to get built. And by the way, Mexico is going to pay for the wall. I can tell you that. Mexico is going to pay for the wall."
298,175,TRUMP,(APPLAUSE)
299,175,TRUMP,"But — and I used an example. And this isn’t necessarily what was said, but whatever was said, the wall’s 50 feet high. Is it going to be 45 feet or 40 feet? That could very well be. That could very well — he wants it to be higher."
300,175,TRUMP,(LAUGHTER)
301,175,TRUMP,"That could very well be. But there’s always give and take. There’s always negotiation. And the best negotiator that knows what he’s doing will make a great deal. But we need give and take in government. If you don’t have give and take, you’re never going to agree on anything."
302,175,TRUMP,(APPLAUSE)
303,176,KELLY," Senator Rubio, you not only supported the failed immigration reform effort through the Gang of Eight, but you’re still on record as favoring an eventual path to citizenship for those who are here illegally. And in addition..."
304,176,KELLY,(AUDIENCE BOOS)
305,176,KELLY,"... you favored in-state tuition for Florida illegal immigrants. You’ve been hitting Mr. Trump hard on this flexibility discussion with the New York Times, but his supporters might say at least his opening stance was tough."
306,177,RUBIO," Well, first of all, let me say that on the issue of the off-the-record, that’s not up to the New York Times. That’s up to you, Donald. If tonight you tell the New York Times to release the audio, they will do it, and we can exactly see what your true views are on immigration..."
307,178,TRUMP, Fine (ph).
308,179,RUBIO," ... because it is a major issue, in your campaign that you’ve made a center issue. Now, as far as my record on it is concerned, I absolutely want to solve this issue. And I did the best we could in a Senate that was controlled by liberal Democrats and Harry Reid in the hopes that the House, made up of conservatives, would take it up and make it even stronger. And I said that repeatedly at the time."
309,179,RUBIO,I’m not just saying that now; I said it throughout that process. We do need to do with this issue. (AUDIENCE BOOS)
310,180,RUBIO, When I’m president it will not be dealt with the way it was done in the Senate.
311,180,RUBIO,It will be done first and foremost by bringing illegal immigration under control and proving it to the American people. And only after that is done can anything else happen.
312,180,RUBIO,And it will be something the American people support. We’ll see what they are willing to support. It’s not going to be an executive order and we’re not going to ram it down their throats.
313,181,KELLY," Mr. Trump, we will let respond, but will you release the tapes? Will you authorize of The Times to release the tapes?"
314,182,TRUMP," I will say one thing, what Marco said is — I understand it. He is talking about a little give and take and a little negotiation. And you know what? That’s OK. That’s not the worst thing in the world."
315,182,TRUMP,"There is nothing wrong with that. I happen to be much stronger on illegal immigration. Sheriff Joe Arpaio endorsed me. And if he endorses you, believe me, you are the strongest, from Arizona."
316,182,TRUMP,But give and take is OK. And I thought what he said is OK. We may differ on the degree. But what he said to me is OK.
317,183,KELLY, Will you release the tapes?
318,184,TRUMP," No. I never do that. I would not do that. I don’t think — I have too much respect — if I deal with you off the record, if I deal with Bret or Chris off the record, I have too much respect for that process to say, just release everything. I would not do that."
319,185,KELLY, OK. Stand by. We’re going to continue this right after the break. We have more.
320,186,BAIER," Coming up, more with Megyn on immigration, plus questions on other top issues, including the war on terror. The “FOX News Republican Presidential Debate Live from Detroit” continues after a quick break.(COMMERCIAL BREAK)"
321,187,KELLY," Welcome back everybody to the FOX News Republican presidential debate, live from the FOX theater here in Detroit. Let’s get back now to the questions."
322,187,KELLY,"Mr. Trump, your campaign website to this day argues that more visas for highly skilled workers would, quote, “decimate American workers”. However, at the CNBC debate, you spoke enthusiastically in favor of these visas. So, which is it?"
323,188,TRUMP," I’m changing. I’m changing. We need highly skilled people in this country, and if we can’t do it, we’ll get them in. But, and we do need in Silicon Valley, we absolutely have to have."
324,188,TRUMP,"So, we do need highly skilled, and one of the biggest problems we have is people go to the best colleges. They’ll go to Harvard, they’ll go to Stanford, they’ll go to Wharton, as soon as they’re finished they’ll get shoved out. They want to stay in this country. They want to stay here desperately, they’re not able to stay here. For that purpose, we absolutely have to be able to keep the brain power in this country."
325,188,TRUMP,(APPLAUSE)
326,189,KELLY, So you abandoning the position on your website...
327,190,TRUMP," ... I’m changing it, and I’m softening the position because we have to have talented people in this country."
328,191,KELLY, And you’re not releasing the discussion with the New York Times behind closed doors...
329,192,TRUMP, ... That is correct.
330,193,KELLY," Which will have some asking whether, on your immigration policies, you’re really just playing to people’s fantasies, which is a tactic..."
331,194,TRUMP," ... No, I’m not playing."
332,195,KELLY," ... you praised in your book, The Art of the Deal."
333,196,TRUMP," I’m not playing to anybody’s fantasies, I’m playing to the fact that our country is in trouble, that we have a tremendous problem with crime. The border is a disaster, it’s like a piece of Swiss cheese. We’re going to stop it, we’re going to stop people from coming into our country illegally. We’re going to stop it."
334,196,TRUMP,(APPLAUSE) (CHEERING)
335,197,KELLY," Senator Cruz, not long ago you propose quintupling the number of these foreign worker visas. After you announced for president, you reversed yourself, citing reports that the program was being abused. But, that abuse had been around long before your 180. In fact, it was so bad that just a few months earlier that a bipartisan group of senators called for an investigation and you declined to join them."
336,197,KELLY,Isn’t it a good thing that the American public didn’t trust Ted on that one?
337,198,CRUZ," Well, the abuse of the H1-B program has been rampant. On the face of that H1-B abuse, I have proposed, and promised as president that I will impose a 180 day moratorium on the H1B program to implement a comprehensive investigation and audit because you got U.S. companies that are firing American workers, bringing in foreign workers, and forcing them to train their replacements."
338,198,CRUZ,"And, I would note that is not dissimilar to what we discovered at the last debate concerning the hotel that Donald owns down in Florida. Down in Florida that hotel has brought in hundreds of foreign workers, and afterwards it was really striking."
339,198,CRUZ,"I watched the CNN interview Donald did where he explained, he said, well the problem is you can’t find Americans who are qualified, or who want to work as waiters and waitresses. Now, let me ask the people here, how many people have worked as a waiter or waitress?"
340,198,CRUZ,(APPLAUSE)
341,199,CRUZ," Millions across this country. That is an astonishing statement. You know, Marco’s Dad started as a bartender. My Dad started washing dishes, and yet, you know how many Americans wanted those jobs?"
342,199,CRUZ,(BELL RINGING)
343,200,CRUZ," Roughly 300 applied, Donald hired 17. And, that’s why this New York Times tape is so troubling because what’s been reported is that Donald told the Editorial Board of the New York Times what I’m saying on immigration, I don’t believe. I’m not going to build a wall, I’m not going to deport people, this is all just rhetoric for the voters."
344,200,CRUZ,"Now, if he didn’t say that, he has an easy solution. Simply release the tape."
345,200,CRUZ,"But, for everyone at home who’s mad at politicians that lied to us, Donald’s record right now as he standing here..."
346,201,KELLY, ... OK.
347,202,CRUZ, ... His record right now is one of repeatedly hiring illegal aliens...
348,203,KELLY," ... Times up, sir..."
349,204,CRUZ, ... abusing (ph) American workers...
350,205,KELLY," ... Go ahead, Mr. Trump."
351,206,TRUMP," First of all I’ve had tens of thousands of people working for me, most of which are — 98, 97, 98 percent of the people in this country, from this country. I’m very proud of it. You have a club in Palm Beach, Florida called the Mar-a-Lago Club, it’s a very, very successful club. It has a very short season, it’s called, the Season, and it goes from November until March."
352,206,TRUMP,"It’s a few months, five months at the most. People don’t want a short-term job. They don’t want — so, we will bring people in, and we will send the people out. All done legally, all done with the process that’s..."
353,206,TRUMP,(BELL RINGING)
354,207,TRUMP," ... Approved by government in Palm Beach, or West Palm Beach. We bring people in, we bring them out. We want to hire as many Americans as we can, but they don’t want part-time, very short part-time jobs."
355,208,KELLY, Understood. Thank you.
356,209,RUBIO," That’s not accurate. I’m sorry, Megyn, that’s not accurate. That’s my — there were at least 300 Americans that applied last year, none of them were hired. Some of them..."
357,210,TRUMP, ... Wrong...
358,211,RUBIO, ... have been interviewed...
359,212,TRUMP, ... That’s wrong.
360,213,RUBIO, ... They were not hired...
361,214,TRUMP, ... Wrong...
362,215,RUBIO," ... And, here’s why he does it this way, let me explain why he (INAUDIBLE) H2-B..."
363,216,TRUMP, ... Wrong...
364,217,RUBIO," ... Because when you bring them in this way, when you bring someone in on one of these visas they can’t go work for anybody else. They either work for you or they have to go back home. You basically have them captive, so you don’t have to worry about competing for higher wages with another hotel down the street. And, that’s why you bring workers from abroad."
365,217,RUBIO,"You argue that you’re here to fight on behalf of the American worker, but when you have chances to help the American worker... (BELL RINGING)..."
366,218,RUBIO," ... but when you have chances to help the American workers, you’re making your clothes overseas and you’re hiring your workers from overseas."
367,218,RUBIO,(APPLAUSE)
368,219,KELLY," Go ahead, sir."
369,220,TRUMP," The — the — the other hotels during the season, they do the same thing. They take in a lot of people, because you can’t get them. They take in a lot of people. Long-term employees, we don’t do that, but short-term employees, we have no choice but to do it, and other hotels in that very, very hot area. It is a very hot area."
370,221,RUBIO, There were Americans in that hot area.
371,222,TRUMP," It’s very, very hard to get people. But other hotels do the exact same thing. And just so you understand, just again, this is a legal process. This is a procedure. It’s part of the law. I take advantage of that. There’s nothing wrong with it. We have no choice."
372,223,KELLY, All right.
373,224,CRUZ," Donald, you could resolve this issue very quickly by simply..."
374,224,CRUZ,(AUDIENCE BOOS)
375,224,CRUZ,"... releasing the New York Times tape. Because, listen, maybe it’s right."
376,225,TRUMP, This wasn’t on the subject.
377,226,CRUZ, ... that you didn’t tell them you’re misleading the American people. If that’s the case...
378,227,TRUMP," Tapes were not on the subject, but that’s..."
379,228,CRUZ," If you didn’t tell them that, the tapes will prove you’re innocent."
380,229,KELLY, OK.
381,230,CRUZ," But if, in fact, you went to Manhattan and said I’m lying to the American people, then the voters have a right to know."
382,231,TRUMP," No, no. You’re the liar. You’re the lying guy up here."
383,231,TRUMP,(CROSSTALK)
384,232,CRUZ, Because we’ve been lied to too many times.
385,233,TRUMP, You’re the — you’re the one. You’re the one.
386,234,CRUZ, Why don’t you release the tapes? Release the tapes.
387,235,TRUMP," You’re the one. Now, let me just tell you. Let me just tell you."
388,235,TRUMP,(CROSSTALK)
389,236,TRUMP," Excuse me. Excuse me. I’ve given my answer, Lyin’ Ted. I’ve given my answer."
390,237,KELLY, All right. Let’s leave it at that.
391,237,KELLY,(AUDIENCE BOOS)
392,237,KELLY,Let’s leave it at that. We have more to get to.
393,237,KELLY,(AUDIENCE BOOS)
394,238,BAIER," Gentlemen, the next topic to discuss is terrorism. Senator Rubio, ISIS is a big topic of conversation on Facebook. We have a map that shows the conservation about ISIS around the country. You proposed sending a larger number of American ground troops to help defeat ISIS in Syria and Iraq..."
395,239,RUBIO," That’s correct, and Libya."
396,240,BAIER," ... but military commanders say the biggest ISIS threat to Europe in particular now is coming from Libya, not Syria."
397,241,RUBIO, Correct.
398,242,BAIER," So just to be clear, if you’re for putting more U.S. ground troops in Iraq and Syria, are you also ready to send U.S. ground troops on the ground in Libya?"
399,243,RUBIO," Well, Bret, what I’ve argued from the very beginning is ISIS — in order to defeat ISIS, you must deny them operating spaces. This is how ISIS or any radical group, for that matter, can grow. It’s how Al Qaida was able to carry out 9/11, is that the Taliban gave them an operating space in Afghanistan."
400,243,RUBIO,"Today that operating space has largely been based in Iraq and Syria, but I’ve been warning about the Libyan presence for the better part of two years. So they need to be targeted wherever they have an operating space. They do need to be defeated on the ground by a ground force made up primarily of Sunni Arabs themselves. This is a radical Sunni movement. They can only be defeated if they are driven out and the territory is held by Sunni Arabs. But it will require a specific number of American special operators, in combination with an increase in air strikes. And that will include, if necessary, operating spaces in Libya, which, in fact, they are using to project into the Sinai against Egypt and ultimately into Europe, as well."
401,244,BAIER," Governor Kasich, would you put ground troops in Libya?"
402,245,KASICH," Well, first of all, just to be clear, not only did I serve for 18 years on the Defense Committee, more than anybody on this stage, but, secondly, I was called into the Pentagon after 9/11 to help Secretary Rumsfeld with some of his difficulties."
403,245,KASICH,"I will say, look, let me tell you what happened with Libya. And I pointed out in the last debate — Hillary Clinton worked aggressively to depose Moammar Gadhafi. We had no business doing it. He was working with us. He was cooperating with us. He denuclearized. And now they pushed him out, and now we have a fertile ground for ISIS."
404,245,KASICH,"Fortunately in Libya, there’s only a few cities on the coast, because most of Libya is a desert. The fact of the matter is, we absolutely have to be — and not just with special forces. I mean, that’s not going to work. Come on. You’ve got to go back to the invasion when we pushed Saddam Hussein out of Kuwait. We have to be there on the ground in significant numbers. We do have to include our Muslim Arab friends to work with us on that. And we have to be in the air."
405,245,KASICH,"And we — it should be a broad coalition, made up of the kinds of people that were involved when we defeated Saddam. Now, you’ve got to be on the ground and in the air both in Syria and Iraq. And at some point, we will have to deal with Libya. I am very concerned about ISIS getting their hands on the oilfields in Libya and being able to fund their operations. The fact is cool, calm, deliberate, effective, take care of the job, and then come home. That’s what we need to do with our military foreign policy.(APPLAUSE)"
406,246,BAIER," Mr. Trump, just yesterday, almost 100 foreign policy experts signed on to an open letter refusing to support you, saying your embracing expansive use of torture is inexcusable. General Michael Hayden, former CIA director, NSA director, and other experts have said that when you asked the U.S. military to carry out some of your campaign promises, specifically targeting terrorists’ families, and also the use of interrogation methods more extreme than waterboarding, the military will refuse because they’ve been trained to turn down and refuse illegal orders."
407,246,BAIER,"So what would you do, as commander-in-chief, if the U.S. military refused to carry out those orders?"
408,247,TRUMP, They won’t refuse. They’re not going to refuse me. Believe me.
409,248,BAIER, But they’re illegal.
410,249,TRUMP," Let me just tell you, you look at the Middle East. They’re chopping off heads. They’re chopping off the heads of Christians and anybody else that happens to be in the way. They’re drowning people in steel cages. And he — now we’re talking about waterboarding."
411,249,TRUMP,"This really started with Ted, a question was asked of Ted last — two debates ago about waterboarding. And Ted was, you know, having a hard time with that question, to be totally honest with you. They then came to me, what do you think of waterboarding? I said it’s fine. And if we want to go stronger, I’d go stronger, too, because, frankly..."
412,249,TRUMP,(APPLAUSE)
413,249,TRUMP,"... that’s the way I feel. Can you imagine — can you imagine these people, these animals over in the Middle East, that chop off heads, sitting around talking and seeing that we’re having a hard problem with waterboarding? We should go for waterboarding and we should go tougher than waterboarding. That’s my opinion."
414,250,BAIER, But targeting terrorists’ families?
415,250,BAIER,(APPLAUSE)
416,251,TRUMP," And — and — and — I’m a leader. I’m a leader. I’ve always been a leader. I’ve never had any problem leading people. If I say do it, they’re going to do it. That’s what leadership is all about."
417,252,BAIER, Even targeting terrorists’ families?
418,253,TRUMP," Well, look, you know, when a family flies into the World Trade Center, a man flies into the World Trade Center, and his family gets sent back to where they were going — and I think most of you know where they went — and, by the way, it wasn’t Iraq — but they went back to a certain territory, they knew what was happening. The wife knew exactly what was happening."
419,253,TRUMP,"They left two days early, with respect to the World Trade Center, and they went back to where they went, and they watched their husband on television flying into the World Trade Center, flying into the Pentagon, and probably trying to fly into the White House, except we had some very, very brave souls on that third plane. All right?"
420,253,TRUMP,(APPLAUSE)
421,254,BAIER," Senator Cruz, you were mentioned."
422,255,TRUMP, I have no problem with it.
423,256,BAIER, Senator Cruz?
424,257,CRUZ," Bret, you know, I think the American people understand that yelling and cursing at people doesn’t make you a tough guy. We need a commander-in-chief that, number one, will rebuild the military, just like Ronald Reagan did in 1981 coming out of the weak Jimmy Carter administration. He passed tax reform and regulatory reform. The economy took off. It generated millions in high-paying jobs, trillions in new revenue. He rebuilt the military, bankrupted the Soviet Union, and won the Cold War."
425,257,CRUZ,"As president, I will do the exact same thing with radical Islamic terrorism. We will rebuild this military so that it remains the mightiest fighting force on the face of the planet. And then, when I am commander-in-chief, every militant on the face of the Earth will understand that if they go and join ISIS, if they wage jihad against the United States of America, they are signing their death warrant."
426,257,CRUZ,(APPLAUSE)
427,258,BAIER," But, Senator Cruz, in 2013, you said you were open — you were open to the possibility that Edward Snowden had performed a considerable public service, you said back then, in revealing certain aspects of the NSA procedures. Many of your colleagues in the Senate, including Senator Rubio, called him a traitor. It took you until January of this year to call him a traitor and say he should be tried for treason. Why the change of heart? And why did it take you so long?"
428,259,CRUZ," Well, Bret, as someone who spent much of his life in law enforcement, I believe you should start with the facts and evidence first before ending up with the verdict. When the news first broke of the United States government engaging in massive surveillance on American citizens, that was a very troubling development, and it’s why the United States Congress acted to correct it."
429,259,CRUZ,"Now, at the same time, I said in that initial statement that if the evidence indicated that Edward Snowden violated the law, he should be prosecuted for violating the law. And, indeed, since then, the evidence is clear that not only does Snowden violate the law, but it appears he committed treason. Treason is defined under the Constitution as giving aid and comfort to the enemies of America, and what Snowden did made it easier for terrorists to avoid detection."
430,259,CRUZ,"And Snowden’s comments afterwards, and his behavior afterwards, he fled to Russia, he fled to China. His conducts afterwards indicates that he was not a whistleblower, but instead he was undermining the ability to defend this country. But we need a president who isn’t rash, who doesn’t just pop off at the — at the hip, but waits to see what the facts are and then acts to defend this country.(APPLAUSE)"
431,260,BAIER," Mr. Trump, you’ve repeatedly deflected calls for specific national security or defense policy plans with the claim that you’ll ask the best people when you become president, and take their advice."
432,260,BAIER,So who are the best people? Can you reveal two or three names that you trust for national security?
433,261,TRUMP, I think Richard Haass is excellent. I have a lot of respect for him. I think General Keane is excellent. I think that there are — I like Colonel Jacobs very much. I see him. I know him. I have many people that I think are really excellent but in the end it’s going to be my decision.
434,261,TRUMP,"When you just asked the question about Snowden, I will tell you right from the beginning, I said he was a spy and we should get him back. And if Russia respected our country, they would have sent him back immediately, but he was a spy. It didn’t take me a long time to figure that one out. Believe me."
435,261,TRUMP,"But I would get the best people, people that I’d be comfortable with. And we will do the right thing."
436,262,KASICH," Bret, it’s very interesting to note, I think it’s for the good of the record here that they took a survey of foreign policy magazines, 700 foreign policy experts, who would be the best person to conduct foreign policy of all the candidates in the race?"
437,262,KASICH,"I received 55 percent of the vote. Jeb Bush received 30 percent of the vote. And everybody else, none of them made double digits. And that’s because you have to have the experience."
438,262,KASICH,"And you know, we hear about Ronald Reagan rebuilding the military. I was there when Ronald Reagan rebuilt the military. I worked with him. I was there when Ronald Reagan rebuilt the economy. I was there, and I worked with him. I knew Ronald Reagan."
439,262,KASICH,And I’ll leave it right there with what comes after that. You can figure that one out.
440,263,BAIER," Governor Kasich, thank you."
441,264,KELLY," We’re going to have more questions for the candidates right after this break. And during the commercial break, join us for a — Facebook live on the FOX News Facebook page and tell us what you think about tonight’s debate in the comment section. (COMMERCIAL BREAK)"
442,265,BAIER, Welcome back to the historic Fox Theater in downtown Detroit and the Republican presidential debate. Let’s get right back to the questions.
443,266,KELLY," Mr. Trump, one of the things people love about you is they believe you tell it like it is. But time and time again in this campaign, you have actually told the voters one thing only to reverse yourself within weeks or even sometimes days. We’ve teed up just three examples in a videotape, similar to those we used with Senator Rubio and Senator Cruz in the last debate. The first is on whether the war in Afghanistan was a mistake. Watch."
444,266,KELLY,(BEGIN VIDEO CLIP)
445,267,CUOMO, What about in Afghanistan? Do you believe that American boots should stay on the ground in Afghanistan to stabilize the situation?
446,268,TRUMP, We’ve made a terrible mistake getting involved there in the first place. That thing will collapse about two seconds after they leave. Just as I said that Iraq was going to collapse after we leave.
447,269,(UNKNOWN)," About Afghanistan, you said we made a terrible mistake getting involved there in the first place."
448,270,TRUMP, We made a mistake going into Iraq. I’ve never said we made a mistake...
449,271,(UNKNOWN), Our question was about Afghanistan. That day on October...
450,272,TRUMP," Well, OK, I never said that."
451,273,(UNKNOWN), ... was on Afghanistan.
452,274,TRUMP, OK. Wouldn’t matter. I never said it.
453,274,TRUMP,(END VIDEO CLIP)
454,275,KELLY," Next, on whether we should accept..."
455,276,TRUMP, Should I respond to that first?
456,277,KELLY," Two more, and then you’ll have the floor. Next on whether we should accept the Syrian refugees..."
457,278,TRUMP, You’ll be here a long time.
458,279,KELLY, On whether we should accept the Syrian refugees.
459,279,KELLY,(BEGIN VIDEO CLIP)
460,280,O’REILLY, Do you object to migrants who are getting out of the Middle East and North Africa? Do you object to them coming to the USA?
461,281,TRUMP," I hate the concept of it, but on a humanitarian basis, with what’s happening, you have to. It’s living in Hell in Syria; there’s no question about it. They’re living in Hell."
462,282,HANNITY," Are you saying absolutely people from Syria, the Middle East, should we allow any of them into this country?"
463,283,TRUMP," Look, from a humanitarian standpoint, I’d love to help, but we have our own problems. We have so many problems that we have to solve."
464,283,TRUMP,(END VIDEO CLIP)
465,284,KELLY," Most recently, on whether President George W. Bush lied to get us into the Iraq war."
466,284,KELLY,(BEGIN VIDEO CLIP)
467,285,TRUMP, They lied. They said there were weapons of mass destruction; there were none. And they knew there were none.
468,285,TRUMP,I don’t know if he lied or not. He could have lied. Maybe he did. Maybe he didn’t. I guess you’d have to ask him.
469,285,TRUMP,(END VIDEO CLIP)
470,286,KELLY, And there are many other examples. So how is any of this “telling it like it is”?
471,287,TRUMP," Well, on Afghanistan, I did mean Iraq. I think you have to stay in Afghanistan for a while, because of the fact that you’re right next to Pakistan, which has nuclear weapons, and we have to protect that. Nuclear weapons change the game."
472,287,TRUMP,"And I was always against going into Iraq. In fact, I — believe me, I was always against it. There was some cases where I sort of — in one interview with a great friend of mine, and yours, Howard Stern — said that — said that..."
473,287,TRUMP,(LAUGHTER)
474,287,TRUMP,"I said very meekly, long before we went in, I said very meekly, well, maybe, maybe, I don’t know. By the time it got to that point, I was always against Iraq. But Afghanistan, I felt — and in that one, if you notice, I corrected it the second day. OK? Second question? "
475,288,KELLY," There are several examples, Mr. Trump."
476,289,TRUMP," No, no. But..."
477,290,KELLY," We went through the Afghanistan being a mistake. Within one day, you reversed yourself on Syrian refugees."
478,291,TRUMP," Now on — let me explain that. You’re right. Let me explain. First time the question had been put to me, it was very early on. The migration had just started. And I had heard that the number was a very, very small number."
479,291,TRUMP,"By the second day, two or three days later, I heard the number was going to be thousands and thousands of people. You know, when they originally heard about it, they were talking about bringing very, very small numbers in."
480,291,TRUMP,"And I said, begrudgingly, well, I guess maybe that’s OK. It was not like, “Let’s bring them in,” because I think we should build a safe zone in — we should really — what we should be doing is building safe zones so they can stay in their own country and not go all over, and at least this way we’re not going to have the problem. That’s what we have to do."
481,291,TRUMP,(APPLAUSE)
482,291,TRUMP,"But just — just to set — because I fully understand what you’re asking. When I first heard the question, first time the question was ever asked to me, first time I really had known about the question, the migration had just started. I was very much like, OK, by the time I went back and studied it, and they were talking about bringing thousands and thousands, I changed my tune. And I don’t think there’s anything wrong with that."
483,292,KELLY," But the point I’m going for is you change your tune on so many things, and that has some people saying, what is his core?"
484,293,TRUMP," Megyn, I have a very strong core."
485,293,TRUMP,(APPLAUSE)
486,293,TRUMP,"I have a very strong core. But I’ve never seen a successful person who wasn’t flexible, who didn’t have a certain degree of flexibility. You have to have a certain degree of flexibility."
487,293,TRUMP,(APPLAUSE)
488,293,TRUMP,"You can’t — for instance, let’s say, on — on the second question, you can’t say it’s OK, and then you find out it’s not OK, and you don’t want to do anything. You have to be flexible, because you learn. I mean, before I knew the question was asked by Bill, and the next day, or the couple of days later, the question was asked by, by — you know — I was asked by a number of people, actually. I was asked by Sean, but I was asked by a number of people. But by that time, the number had increased significantly."
489,294,KELLY, Sean was the next day after Bill.
490,295,TRUMP," The next day. But I had learned. I mean, nobody had ever asked me the question. This was brand new. But — and I really mean it. You have to show a degree of flexibility. If you’re going to be one way and you think it’s wrong, does that mean the rest of your life you have to go in the wrong direction because you don’t want to change? (APPLAUSE)"
491,296,KASICH, Megyn.
492,297,TRUMP, (INAUDIBLE)
493,298,KELLY," Go ahead, Governor."
494,299,KASICH," I did 200 meetings in New Hampshire, I don’t know how many in Michigan now. In these townhalls people come in and they’re very emotional meetings. And, you know what they really want to know? If somebody tells them something, can they believe it?"
495,299,KASICH,"And, the reason why people are so upset in this country is because politicians all the time tell them what they want to hear. And, they go to Washington, or they go to the state capital, wherever, and they don’t deliver on those promises."
496,299,KASICH,"You know, when I ran for Governor of Ohio, I said not only would we balance the budget, but we would cut taxes. People said that can’t be done. I wouldn’t have said it if I didn’t believe it."
497,299,KASICH,"We cut taxes in Ohio more than any governor in the country, and $5 billion dollars worth of tax cuts — we’re not running a surplus in Ohio. But, you see, what’s getting in the hearts and souls of the people is they want change, and they keep putting outsiders in to bring about the change, then the change doesn’t come. Then they put more outsiders in because we’re putting people in that don’t understand compromise. They don’t understand policy..."
498,299,KASICH,(BELL RINGING)
499,299,KASICH,(APPLAUSE)
500,300,KASICH," ... They’re getting more and more frustrated with the system which is why we must pick somebody that has a record of achievement, not just talk."
501,301,KELLY, OK.
502,302,KASICH," Not just talk, but a record of achievement. That’s how we’ll restore credibility.."
503,303,RUBIO, ... This isn’t just about flexibility.
504,304,KELLY," Go ahead, Senator. RUBIO: There’s a difference between flexibility and telling people whatever you think you need to say to get them to do what you want them to do."
505,304,KELLY,(CHEERING)
506,305,RUBIO," And, that’s what Donald has done throughout his career."
507,306,TRUMP, (INAUDIBLE)
508,307,RUBIO," Well, he did, and that’s why Trump University..."
509,308,TRUMP, ... That’s not right...
510,309,RUBIO," ... Is so relevant here. I saw this video last week where he’s sitting in front of a camera saying we’re going to hire the best people, and I’m going to hand pick them. There are going to be hand picked and instructors, the best instructors in the world. One of them, but the way, was the manager at a Buffalo Wild Wing. And, that’s who they hired to do this, and people borrowed money, and they signed up for this fake university."
511,309,RUBIO,"And, these people owe all this money now, and they got nothing in return for it, but you are willing to say whatever you had to say..."
512,309,RUBIO,(BELL RINGING)
513,310,RUBIO, ... To get them to give you their money...
514,311,KELLY," ... Go ahead, Mr. Trump..."
515,312,TRUMP, ... We’ll find out when we have the (INAUDIBLE)...
516,313,RUBIO," ... And, we’re not going to do that to our country..."
517,314,TRUMP," ... And, by the way, just so you understand..."
518,314,TRUMP,(APPLAUSE)
519,315,TRUMP," ... This is a case I could have settled very easily, but I don’t settle cases very easily when I’m right. Ninety-eight percent approval rating, we have an “A” from the Better Business Bureau..."
520,316,RUBIO, ... That’s false...
521,317,TRUMP," ... We have a 98 percent approval rating from the people who took the course. We have an “A” from the Better Business Bureau. And, people like it. Now, he’s saying they didn’t learn."
522,317,TRUMP,"We have many, many people that will be witnesses. Again, I don’t settle cases. I don’t do it because that’s why I don’t get sued very often, because I don’t settle, unlike a lot of other people."
