SentenceNo,SequenceNo,Speaker,Text,PolarityScore
193,90,CLINTON,"There's no doubt that when Putin came back in and said he was going to be President, that did change the relationship. We have to stand up to his bullying, and specifically in Syria, it is important -- and I applaud the administration because they are engaged in talks right now with the Russians to make it clear that they've got to be part of the solution to try to end that bloody conflict.",-0.0035714285714285865
194,90,CLINTON,"And, to -- provide safe zones so that people are not going to have to be flooding out of Syria at the rate they are. And, I think it's important too that the United States make it very clear to Putin that it's not acceptable for him to be in Syria creating more chaos, bombing people on behalf of Assad, and we can't do that if we don't take more of a leadership position, which is what I'm advocating.",0.3825
195,91,COOPER,"Senator Sanders, what would you do differently.",0.0
196,92,SANDERS,"Well, let's understand that when we talk about Syria, you're talking about a quagmire in a quagmire. You're talking about groups of people trying to overthrow Assad, other groups of people fighting ISIS. You're talking about people who are fighting ISIS using their guns to overthrow Assad, and vice versa.",-0.125
197,92,SANDERS,"I'm the former chairman of the Senate Veterans Committee, and in that capacity I learned a very powerful lesson about the cost of war, and I will do everything that I can to make sure that the United States does not get involved in another quagmire like we did in Iraq, the worst foreign policy blunder in the history of this country. We should be putting together a coalition of Arab countries who should be leading the effort. We should be supportive, but I do not support American ground troops in Syria.",-0.047
198,93,COOPER,"On this issue of foreign policy, I want to go to...",-0.125
199,94,CLINTON,"...Well, nobody does. Nobody does, Senator Sanders.",0.0
200,95,COOPER,I want to go to Dana Bash. Dana?,0.0
201,96,BASH,"Governor Chafee, you were the only Republican in the Senate to vote against the Iraq war. You say Secretary Clinton should be disqualified from the presidency because she voted in favor of using force in Iraq. She has since said that her vote was a mistake. Why isn't that good enough?",0.0
202,97,CHAFEE,"Well, we just heard Senator Sanders say that it's the worst decision in American history. That's very significant, the worst decision in American history, I just heard from Senator Sanders.",-0.1708333333333333
203,97,CHAFEE,"So, as we look ahead, if you're going to make those poor judgment calls, a critical time in our history, we just finished with the Vietnam era, getting back into another quagmire -- if you're looking ahead, and you're looking at someone who made that poor decision in 2002 to go into Iraq when there was no real evidence of weapons of mass destruction in Iraq -- I know because I did my homework, and, so, that's an indication of how someone will perform in the future. And that's what's important.",-0.15
204,97,CHAFEE,(APPLAUSE),0.0
205,98,BASH,"Secretary Clinton, he's questioning your judgment.",0.0
206,99,CLINTON,"Well, I recall very well being on a debate stage, I think, about 25 times with then Senator Obama, debating this very issue. After the election, he asked me to become Secretary of State.",0.2
207,99,CLINTON,"He valued my judgment, and I spent a lot of time with him...",-0.1
208,99,CLINTON,(APPLAUSE),0.0
209,99,CLINTON,"...in the Situation Room, going over some very difficult issues.",-0.65
210,99,CLINTON,"You know, I -- I agree completely. We don't want American troops on the ground in Syria. I never said that. What I said was we had to put together a coalition -- in fact, something that I worked on before I left the State Department -- to do, and yes, that it should include Arabs, people in the region.",0.0
211,99,CLINTON,"Because what I worry about is what will happen with ISIS gaining more territory, having more reach, and, frankly, posing a threat to our friends and neighbors in the region and far beyond.",0.3666666666666667
212,99,CLINTON,"So I think while you're talking about the tough decision that President Obama had to make about Osama bin Laden, where I was one of his few advisers, or putting together that coalition to impose sanctions on Iran -- I think I have a lot of evidence...",-0.29444444444444445
213,99,CLINTON,(CROSSTALK),0.0
214,100,BASH,"Senator Sanders -- Senator Sanders, I want to bring you in here. My question for you is, as a congressman, you voted against the Iraq War. You voted against the Gulf War. You're just talking about Syria, but under what circumstances would a President Sanders actually use force?",0.0
215,101,SANDERS,"Let me just respond to something the secretary said. First of all, she is talking about, as I understand it, a no-fly zone in Syria, which I think is a very dangerous situation. Could lead to real problems.",-0.265
216,101,SANDERS,"Second of all, I heard the same evidence from President Bush and Dick Cheney and Don Rumsfeld about why we should overthrow Saddam Hussein and get involved in the -- I would urge people to go to berniesanders.com, hear what I said in 2002. And I say, without any joy in my heart, that much of what I thought would happen about the destabilization, in fact, did happen.",0.0
217,101,SANDERS,So I think... ,0.0
218,102,BASH,All right.,0.2857142857142857
219,102,BASH,(APPLAUSE),0.0
220,103,SANDERS,"I think the president is trying very hard to thread a tough needle here, and that is to support those people who are against Assad, against ISIS, without getting us on the ground there, and that's the direction I believe we should have (inaudible).",-0.3840277777777778
221,104,COOPER,"But, Senator Sanders, you didn't answer the question. Under what -- under what circumstances would you actually use force?",0.0
222,105,SANDERS,"Well, obviously, I voted, when President Clinton said, ""let's stop ethnic cleansing in Kosovo,"" I voted for that. I voted to make sure that Osama bin Laden was held accountable in Afghanistan.",0.0
223,105,SANDERS,"When our country is threatened, or when our allies are threatened, I believe that we need coalitions to come together to address the major crises of this country. I do not support the United States getting involved in unilateral action.",0.0625
224,106,(UNKNOWN),You're at work with our allies.,0.0
225,106,(UNKNOWN),(CROSSTALK),0.0
226,107,COOPER,"I'm gonna bring you all in on this. Governor -- Governor O'Malley, Secretary Clinton...",0.0
227,108,SANDERS,I don't believe that any...,0.0
228,108,SANDERS,(CROSSTALK),0.0
229,109,COOPER,"Secretary Clinton voted to authorize military force in Iraq, supported more troops in Afghanistan. As Secretary of State, she wanted to arm Syrian rebels and push for the bombing of Libya. Is she too quick to use military force?",0.2
230,110,O'MALLEY,"Anderson, no president -- no commander in chief -- should take the military option off the table, even if most of us would agree that it should be the last option.",0.13333333333333333
231,110,O'MALLEY,"What disturbed people so much about -- and I would agree with Senator Sanders on this -- leading us into Iraq under false pretenses and telling us, as a people, that there were weapons of mass destruction there was -- was one of the worst blunders in modern American history.",-0.20000000000000004
232,110,O'MALLEY,"But the reason why people remain angry about it is because people feel like a lot of our legislators got railroaded in a war fever and by polls. And I remember being at a dinner shortly before that invasion. People were talking at -- and saying, ""it'll take us just a couple years to rebuild democracy,"" and I thought, ""has this world gone mad?""",-0.5
233,110,O'MALLEY,"Whenever we go -- and contrary to John Quincy Adams' advice -- ""searching the world for monsters to destroy,"" and when we use political might to take a -- at the expense of democratic principle, we hurt ourselves, and we hurt our (inaudible).",-0.1
234,111,COOPER,Does she -- does she want to use military force too rapidly?,-0.1
235,112,O'MALLEY,"I believe that, as president, I would not be so quick to pull for a military tool. I believe that a no-fly zone in Syria, at this time, actually, Secretary, would be a mistake.",0.0
236,112,O'MALLEY,"You have to enforce no-fly zones, and I believe, especially with the Russian air force in the air, it could lead to an escalation because of an accident that we would deeply regret.",0.0
237,112,O'MALLEY,"I support President Obama. I think we have to play a long game, and I think, ultimately -- you want to talk about blunders? I think Assad's invasion of Syria will be seen as a blunder.",-0.15
238,113,COOPER,"Governor O'Malley, just for the record, on the campaign trail, you've been saying that Secretary Clinton is always quick for the -- for the military intervention. Senator -- Secretary Clinton, you can respond.",0.11666666666666665
239,114,CLINTON,"Well, first of all, I...",0.25
240,115,WEBB,"Anderson, can I come into this discussion at some point?",0.0
241,116,COOPER,"Well -- yes, you'll be coming in next, but she was directly quoted, Senator.",0.05
242,117,WEBB,"Thank you. I've been standing over here for about ten minutes, trying.",0.0
243,118,COOPER,OK.,0.5
244,119,WEBB,It's just -- it's gone back and forth over there.,0.0
245,120,COOPER,Secretary?,0.0
246,121,CLINTON,"Well, I am in the middle, here, and...",0.0
247,121,CLINTON,(LAUGHTER),0.0
248,121,CLINTON,Lots of things coming from all directions.,0.0
249,122,WEBB,You got the lucky (inaudible).,0.3333333333333333
250,123,CLINTON,"You know, I have to say, I was very pleased when Governor O'Malley endorsed me for president in 2008, and I enjoyed his strong support in that campaign. And I consider him, obviously, a friend.",0.5277777777777778
251,123,CLINTON,"Let me say -- because there's a lot of loose talk going on here -- we are already flying in Syria just as we are flying in Iraq. The president has made a very tough decision. What I believe and why I have advocated that the no-fly zone -- which of course would be in a coalition -- be put on the table is because I'm trying to figure out what leverage we have to get Russia to the table. You know, diplomacy is not about getting to the perfect solution. It's about how you balance the risks.",0.0
252,124,COOPER,Thank you.,0.0
253,125,CLINTON,"And I think we have an opportunity here -- and I know that inside the administration this is being hotly debated -- to get that leverage to try to get the Russians to have to deal with everybody in the region and begin to move toward a political, diplomatic solution in Syria.",0.125
254,126,COOPER,"Thank you, Secretary.",0.0
255,126,COOPER,(CROSSTALK),0.0
256,127,COOPER,"Senator Webb, you said as president you would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was, in your words, ""inevitable."" Should Secretary Clinton have seen that attack coming?",-0.05
257,128,WEBB,"Look, let's start -- I've been trying to get in this conversation for about 10 minutes -- let's start with why Russia is in Syria right now. There are three strategic failings that have allowed this to occur. The first was the invasion of Iraq, which destabilized ethnic elements in Iraq and empowered Iran. The second was the Arab Spring, which created huge vacuums in Libya and in Syria that allowed terrorist movements to move in there. And the third was the recent deal allowing Iran to move forward and eventually acquire a nuclear weapon, which sent bad signals, bad body language into the region about whether we are acquiescing in Iran becoming a stronger piece of the formula in that part of the world.",-0.18999999999999995
258,128,WEBB,"Now, I say this as someone who spent five years in the Pentagon and who opposed the war in Iraq, whose son fought in Iraq, I've fought in Vietnam. But if you want a place where we need to be in terms of our national strategy, a focus, the greatest strategic threat that we have right now is resolving our relationship with China. And we need to do this because of their aggression in the region. We need to do it because of the way they treat their own people.",0.6428571428571428
259,129,COOPER,Senator...,0.0
260,130,WEBB,And I would say this. I've been waiting for 10 minutes. I will say this.,0.0
261,131,COOPER,You're over your time as of now.,0.0
262,132,WEBB,"I will -- well, you've let a lot of people go over their time. I would say this...",0.0
263,133,COOPER,You agreed to these debate rules.,0.0
264,134,WEBB,"... to the unelected, authoritarian government of China: You do not own the South China Sea. You do not have the right to conduct cyber warfare against tens of millions of American citizens. And in a Webb administration, we will do something about that.",0.14285714285714285
265,135,COOPER,"Senator Sanders, I want you to be able to respond.",0.5
266,136,SANDERS,Pardon me?,0.0
267,137,COOPER,I'd like you to be able to respond and get in on this.,0.5
268,138,SANDERS,"Well, I think Mr. Putin is going to regret what he is doing. I think that when he gets into that...",0.0
269,139,COOPER,He doesn't seem to be the type of guy to regret a lot.,0.0
270,140,SANDERS,"Well, I think he's already regretting what he did in Crimea and what he is doing in the Ukraine. I think he is really regretting the decline of his economy. And I think what he is trying to do now is save some face. But I think when Russians get killed in Syria and when he gets bogged down, I think the Russian people are going to give him a message that maybe they should come home, maybe they should start working with the United States to rectify the situation now.",-0.1388888888888889
271,141,COOPER,"Secretary Clinton, on the campaign trail, Governor Webb has said that he would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was inevitable. Should you have seen that attack coming?",-0.05
272,142,CLINTON,"Well, let's remember what was going on. We had a murderous dictator, Gadhafi, who had American blood on his hands, as I'm sure you remember, threatening to massacre large numbers of the Libyan people. We had our closest allies in Europe burning up the phone lines begging us to help them try to prevent what they saw as a mass genocide, in their words. And we had the Arabs standing by our side saying, ""We want you to help us deal with Gadhafi.""",0.2380952380952381
273,142,CLINTON,"Our response, which I think was smart power at its best, is that the United States will not lead this. We will provide essential, unique capabilities that we have, but the Europeans and the Arabs had to be first over the line. We did not put one single American soldier on the ground in Libya. And I'll say this for the Libyan people...",0.20833333333333334
274,143,COOPER,But American citizens did lose their lives in Benghazi.,0.0
275,144,CLINTON,"But let -- I'll get to that. But I think it's important, since I understand Senator Webb's very strong feelings about this, to explain where we were then and to point out that I think President Obama made the right decision at the time.",0.4163492063492063
276,144,CLINTON,"And the Libyan people had a free election the first time since 1951. And you know what, they voted for moderates, they voted with the hope of democracy. Because of the Arab Spring, because of a lot of other things, there was turmoil to be followed.",-0.125
277,144,CLINTON,"But unless you believe the United States should not send diplomats to any place that is dangerous, which I do not, then when we send them forth, there is always the potential for danger and risk.",-0.3
278,145,COOPER,Governor O'Malley?,0.0
279,146,WEBB,Can I...,0.0
280,146,WEBB,(CROSSTALK),0.0
281,147,O'MALLEY,"Anderson, I think we are learning...",0.0
282,147,O'MALLEY,(CROSSTALK),0.0
283,148,O'MALLEY,"Anderson, I think there's lessons to be learned from Benghazi. And those lessons are that we need to do a much better job as a nation of having human intelligence on the ground so that we know who the emerging next generation leaders are that are coming up to replace a dictator when his time on this planet ends.",0.16666666666666666
284,148,O'MALLEY,"And I believe that's what Chris Stevens was trying to do. But he did not have the tools. We have failed as a country to invest in the human intelligence that would allow us to make not only better decisions in Libya, but better decisions in Syria today.",0.1
285,148,O'MALLEY,And it's a huge national security failing.,0.4000000000000001
286,149,COOPER,"Senator Webb, I want you to be able to respond.",0.5
287,150,WEBB,Thank you.,0.0
288,150,WEBB,(CROSSTALK),0.0
289,151,COOPER,Senator Webb? WEBB: This is not about Benghazi per se. To me it is the inevitability of something like Benghazi occurring in the way that we intervened in Libya. We had no treaties at risk. We had no Americans at risk. There was no threat of attack or imminent attack.,0.0
290,151,COOPER,There is plenty of time for a president to come to the Congress and request authority to use military force in that situation. I called for it on the Senate floor again and again. I called for it in Senate hearings.,-0.1
291,151,COOPER,"It is not a wise thing to do. And if people think it was a wise thing to do, try to get to the Tripoli airport today. You can't do it.",0.7
292,152,COOPER,"Secretary (sic) Webb, you served in Vietnam. You're a marine. Once a marine, always a marine. You served as a marine in Vietnam. You're a decorated war hero. You eventually became secretary of the navy.",0.0
293,152,COOPER,"During the Vietnam War, the man standing next to you, Senator Sanders, applied for status as a conscientious objector. Given his history, can he serve as a credible commander-in-chief?",0.0
294,153,WEBB,"Everybody makes their decisions when the time there is conscription. And as long as they go through the legal process that our country requires, I respect that. And it would be for the voters to decide whether Senator Sanders or anyone else should be president.",0.0
295,153,WEBB,"I will say this, coming from the position that I've come from, from a military family, with my brother a marine, my son was a marine in Iraq, I served as a marine, spending five years in the Pentagon, I am comfortable that I am the most qualified person standing up here today to be your commander-in-chief.",0.26666666666666666
296,154,COOPER,"Senator Sanders, tell an American soldier who is watching right now tonight in Afghanistan why you can be commander-in- chief given that you applied for conscientious objector status.",0.14285714285714285
297,155,SANDERS,"Well, first of all, let me applaud my good friend Jim Webb for his service to this country in so many ways.",0.48333333333333334
298,155,SANDERS,(APPLAUSE),0.0
299,156,SANDERS,"Jim and I, under Jim's leadership, as he indicated, passed the most significant veterans education bill in recent history. We followed suit with a few years later passing, under my leadership, the most significant veterans' health care legislation in the modern history of this country.",0.175
300,156,SANDERS,(APPLAUSE),0.0
301,157,SANDERS,"When I was a young man -- I'm not a young man today. When I was a young man, I strongly opposed the war in Vietnam. Not the brave men like Jim who fought in that war, but the policy which got us involved in that war. That was my view then.",0.8
302,157,SANDERS,(CHEERING AND APPLAUSE),0.0
303,158,SANDERS,"I am not a pacifist, Anderson. I supported the war in Afghanistan. I supported President Clinton's effort to deal with ethnic cleansing in Kosovo. I support air strikes in Syria and what the president is trying to do.",0.0
304,158,SANDERS,"Yes, I happen to believe from the bottom of my heart that war should be the last resort that we have got to exercise diplomacy. But yes, I am prepared to take this country into war if that is necessary.",0.0
305,158,SANDERS,(CROSSTALK),0.0
306,159,COOPER,"Very quickly, 30 seconds for each of you. Governor Chafee, who or what is the greatest national security threat to the United States? I want to go down the line.",1.0
307,160,CHAFEE,"OK. I just have to answer one thing that Senator Webb said about the Iran deal, because I'm a strong proponent of what President Obama -- and he said that because of that the Iran deal that enabled Russia to come in.",0.4333333333333333
308,160,CHAFEE,"No, that's not true, Senator Webb. I respect your foreign policy chops. But Russia is aligned with Iran and with Assad and the Alawite Shias in Syria. So that Iran deal did not allow Russia to come in.",0.0
309,161,COOPER,"OK. Senator, I can give you 30 seconds to respond.",0.0
310,162,WEBB,"I believe that the signal that we sent to the region when the Iran nuclear deal was concluded was that we are accepting Iran's greater position on this very important balance of power, among our greatest ally Israel, and the Sunnis represented by the Saudi regime, and Iran. It was a position of weakness and I think it encouraged the acts that we've seen in the past several weeks.",0.6733333333333333
311,163,COOPER,"Thirty seconds for each of you. Governor Chafee, what is the greatest national security threat to the United States?",1.0
312,164,CHAFEE,It's certainly the chaos in the Middle East. There's no doubt about it.,0.10714285714285714
313,165,COOPER,OK.,0.5
314,166,CHAFEE,And it all started with the Iraq invasion.,0.0
315,167,COOPER,Governor O'Malley?,0.0
316,168,O'MALLEY,"I believe that nuclear Iran remains the biggest threat, along with the threat of ISIL; climate change, of course, makes cascading threats even more (inaudible).",0.5
317,169,COOPER,"Secretary Clinton, the greatest national security threat?",1.0
318,170,CLINTON,"I -- I think it has to be continued threat from the spread of nuclear weapons, nuclear material that can fall into the wrong hands. I know the terrorists are constantly seeking it, and that's why we have to stay vigilant, but also united around the world to prevent that.",0.0
319,171,COOPER,"Senator Sanders, greatest national security threat?",1.0
320,172,SANDERS,"The scientific community is telling us that if we do not address the global crisis of climate change, transform our energy system away from fossil fuel to sustainable energy, the planet that we're going to be leaving our kids and our grandchildren may well not be habitable. That is a major crisis.",0.0
321,173,COOPER,Senator Webb?,0.0
322,174,WEBB,Our greatest long-term strategic challenge is our relation with China. Our greatest day-to-day threat is cyber warfare against this country. Our greatest military-operational threat is resolving the situations in the Middle East.,0.5
323,175,COOPER,All right. We're going to take a short break. Do these candidates see eye to eye on an issue that is driving a big wedge between Republicans? That is next.,0.0
324,175,COOPER,We'll be right back.,0.14285714285714285
325,175,COOPER,(APPLAUSE),0.0
326,175,COOPER,(COMMERCIAL BREAK),0.0
327,176,COOPER,"And welcome back. We are live in Nevada, in Las Vegas, at the Wynn Resort for the first Democratic presidential debate. The questions continue.",0.19318181818181818
328,176,COOPER,"We begin with Secretary Clinton. Secretary Clinton, you are going to be testifying before Congress next week about your e-mails. For the last eight months, you haven't been able to put this issue behind you. You dismissed it; you joked about it; you called it a mistake. What does that say about your ability to handle far more challenging crises as president?",0.0
329,177,CLINTON,"Well, I've taken responsibility for it. I did say it was a mistake. What I did was allowed by the State Department, but it wasn't the best choice.",1.0
330,177,CLINTON,"And I have been as transparent as I know to be, turning over 55,000 pages of my e-mails, asking that they be made public. And you're right. I am going to be testifying. I've been asking to testify for some time and to do it in public, which was not originally agreed to.",0.0
331,177,CLINTON,But let's just take a minute here and point out that this committee is basically an arm of the Republican National Committee.,0.0
332,177,CLINTON,(APPLAUSE),0.0
333,177,CLINTON,"It is a partisan vehicle, as admitted by the House Republican majority leader, Mr. McCarthy, to drive down my poll numbers. Big surprise. And that's what they have attempted to do.",-0.15555555555555559
334,177,CLINTON,I am still standing. I am happy to be part of this debate.,0.8
335,177,CLINTON,(APPLAUSE),0.0
336,177,CLINTON,"And I intend to keep talking about the issues that matter to the American people. You know, I believe strongly that we need to be talking about what people talk to me about, like how are we going to make college affordable? How are we going to pay down student debt?",0.4333333333333333
337,178,COOPER,Secretary...,0.0
338,179,CLINTON,How are we going to get health care for everybody...,0.0
339,179,CLINTON,(CROSSTALK),0.0
340,180,COOPER,"Secretary Clinton, Secretary Clinton, with all due respect, it's a little hard -- I mean, isn't it a little bit hard to call this just a partisan issue? There's an FBI investigation, and President Obama himself just two days ago said this is a legitimate issue.",-0.23263888888888892
341,181,CLINTON,"Well, I never said it wasn't legitimate. I said that I have answered all the questions and I will certainly be doing so again before this committee.",0.21428571428571427
342,181,CLINTON,"But I think it would be really unfair not to look at the entire picture. This committee has spent $4.5 million of taxpayer money, and they said that they were trying to figure out what we could do better to protect our diplomats so that something like Benghazi wouldn't happen again. There were already seven committee reports about what to do. So I think it's pretty clear what their obvious goal is.",0.2
343,182,COOPER,Thank you.,0.0
344,183,CLINTON,"But I'll be there. I'll answer their questions. But tonight, I want to talk not about my e-mails, but about what the American people want from the next president of the United States.",0.0
345,183,CLINTON,(APPLAUSE),0.0
346,184,COOPER,Senator Sanders?,0.0
347,185,SANDERS,Let me say this.,0.0
348,185,SANDERS,(APPLAUSE),0.0
349,185,SANDERS,"Let me say -- let me say something that may not be great politics. But I think the secretary is right, and that is that the American people are sick and tired of hearing about your damn e-mails.",-0.20714285714285716
350,185,SANDERS,(APPLAUSE),0.0
351,186,CLINTON,"Thank you. Me, too. Me, too.",0.0
352,187,SANDERS,"You know? The middle class -- Anderson, and let me say something about the media, as well. I go around the country, talk to a whole lot of people. Middle class in this country is collapsing. We have 27 million people living in poverty. We have massive wealth and income inequality. Our trade policies have cost us millions of decent jobs. The American people want to know whether we're going to have a democracy or an oligarchy as a result of Citizens Union. Enough of the e-mails. Let's talk about the real issues facing America.",0.0
353,187,SANDERS,(APPLAUSE),0.0
354,188,CLINTON,"Thank you, Bernie. Thank you.",0.0
355,188,CLINTON,(APPLAUSE),0.0
356,189,COOPER,"It's obviously very popular in this crowd, and it's -- hold on.",0.78
357,189,COOPER,(APPLAUSE),0.0
358,189,COOPER,"I know that plays well in this room. But I got to be honest, Governor Chafee, for the record, on the campaign trail, you've said a different thing. You said this is a huge issue. Standing here in front of Secretary Clinton, are you willing to say that to her face?",0.3
359,190,CHAFEE,"Absolutely. We have to repair American credibility after we told the world that Saddam Hussein had weapons of mass destruction, which he didn't. So there's an issue of American credibility out there. So any time someone is running to be our leader, and a world leader, which the American president is, credibility is an issue out there with the world. And we have repair work to be done. I think we need someone that has the best in ethical standards as our next president. That's how I feel.",0.0
360,191,COOPER,"Secretary Clinton, do you want to respond?",0.0
361,192,CLINTON,No.,0.0
362,193,COOPER,Governor -- Governor...,0.0
363,193,COOPER,(APPLAUSE),0.0
364,193,COOPER,Governor O'Malley...,0.0
365,193,COOPER,(APPLAUSE),0.0
366,193,COOPER,"Governor, it's popular in the room, but a lot of people do want to know these answers.",0.6
367,193,COOPER,"Governor O'Malley, you expressed concern on the campaign trail that the Democratic Party is, and I quote, ""being defined by Hillary Clinton's email scandal.""",0.0
368,193,COOPER,"You heard her answer, do you still feel that way tonight?",0.0
369,194,O'MALLEY,"I believe that now that we're finally having debates, Anderson, that we don't have to be defined by the email scandal, and how long -- what the FBI's asking about. Instead, we can talk about affordable college, making college debt free, and all the issues. Which is why -- and I see the chair of the DNC here, look how glad we are actually to be talking about the issues that matter the most to people around the kitchen table.",0.3333333333333333
370,194,O'MALLEY,"We need to get wages to go up, college more affordable...",0.5
371,195,COOPER,"...Thank you, governor.",0.0
372,196,O'MALLEY,...we need to make American 100 percent clean electric by 2050.,0.18333333333333335
373,197,COOPER,"I want to talk about issues of race in America, for that I want to start of with Don Lemon.",0.0
374,198,LEMON,"Alright, Anderson, thank you very much. I'm not sure how to follow that, but this question is about something that has tripped some of the candidates up out on the campaign trail. Can you hear me?",-0.25
375,198,LEMON,"Can't hear me in the room. OK, here we go again, as I said...",0.5
376,199,WILKINS,"...law school. My question for the candidates is, do black lives matter, or do all lives matter?",-0.16666666666666666
377,200,COOPER,The question from Arthur...,0.0
378,201,LEMON,...There we go...,0.0
379,202,COOPER,"...Do black lives matter, or do all lives matter? Let's put that question to Senator Sanders.",-0.16666666666666666
380,203,SANDERS,Black lives matter.,-0.16666666666666666
381,203,SANDERS,(CHEERING),0.0
382,204,SANDERS,"And the reason -- the reason those words matter is the African American community knows that on any given day some innocent person like Sandra Bland can get into a car, and then three days later she's going to end up dead in jail, or their kids...",0.004761904761904765
383,204,SANDERS,(APPLAUSE),0.0
384,205,SANDERS,"...are going to get shot. We need to combat institutional racism from top to bottom, and we need major, major reforms in a broken criminal justice system...",-0.03500000000000001
385,205,SANDERS,(APPLAUSE),0.0
386,206,SANDERS,"...In which we have more people in jail than China. And, I intended to tackle that issue. To make sure that our people have education and jobs rather than jail cells.",0.2
387,206,SANDERS,(APPLAUSE),0.0
388,207,COOPER,"Governor O'Malley, the question from Arthur was do black lives matter, or do all lives matter?",-0.16666666666666666
389,208,O'MALLEY,"Anderson, the point that the Black Lives Matter movement is making is a very, very legitimate and serious point, and that is that as a nation we have undervalued the lives of black lives, people of color.",-0.10166666666666666
390,208,O'MALLEY,"When I ran for Mayor of Baltimore -- and we we burying over 350 young men ever single year, mostly young, and poor, and black, and I said to our legislature, at the time when I appeared in front of them as a mayor, that if we were burying white, young, poor men in these number we would be marching in the streets and there would be a different reaction.",-0.08201058201058202
391,208,O'MALLEY,"Black lives matter, and we have a lot of work to do to reform our criminal justice system, and to address race relations in our country.",-0.2833333333333333
392,208,O'MALLEY,(APPLAUSE),0.0
393,209,COOPER,"Secretary Clinton, what would you do for African Americans in this country that President Obama couldn't?",0.0
394,210,CLINTON,"Well, I think that President Obama has been a great moral leader on these issues, and has laid out an agenda that has been obstructed by the Republicans at every turn, so...",0.4
395,210,CLINTON,(APPLAUSE),0.0
396,211,CLINTON,"...So, what we need to be doing is not only reforming criminal justice -- I have talked about that at some length, including things like body cameras, but we also need to be following the recommendations of the commissioner that President Obama empanelled on policing. There is an agenda there that we need to be following up on.",-0.13333333333333333
397,211,CLINTON,"Similarly, we need to tackle mass incarceration, and this may be the only bi-partisan issue in the congress this year. We actually have people on both sides of the aisle who have reached the same conclusion, that we can not keep imprisoning more people than anybody else in the world.",0.16666666666666666
398,211,CLINTON,"But, I believe that the debate, and the discussion has to go further, Anderson, because we've got to do more about the lives of these children. That's why I started off by saying we need to be committed to making it possible for every child to live up to his or her god given potential. That is...",0.25
399,212,COOPER,"...Thank you, Senator...",0.0
400,213,CLINTON,...really hard to do if you don't have early childhood education...,-0.09583333333333334
401,214,COOPER,Senator...,0.0
402,215,CLINTON,"...if you don't have schools that are able to meet the needs of the people, or good housing, there's a long list...",0.3833333333333333
403,215,CLINTON,(APPLAUSE),0.0
404,216,CLINTON,...We need a new New Deal for communities of color...,0.13636363636363635
405,217,COOPER,Senator Webb?,0.0
406,218,WEBB,"I hope I can get that kind of time here. As a President of the United States, every life in this country matters. At the same time, I believe I can say to you, I have had a long history of working with the situation of African Americans.",-0.016666666666666666
407,218,WEBB,"We're talking about criminal justice reform, I risked my political life raising the issue of criminal justice reform when I ran for the Senate in Virginia in 2006. I had democratic party political consultants telling me I was committing political suicide.",-0.26666666666666666
408,218,WEBB,We led that issue in the congress. We started a national debate on it. And it wasn't until then that the Republican Party started joining in.,0.0
409,218,WEBB,"I also represented a so-called war criminal, an African American Marine who was wounded -- who was convicted of murder in Vietnam, for six years. He took his life three years into this. I cleared his name after -- after three years.",-0.13333333333333333
410,219,COOPER,"Thanks, sir.",0.2
411,220,WEBB,"And I put the African American soldier on the Mall. I made that recommendation and fought for it. So, if you want someone who is -- can stand up in front of you right now and say I have done the hard job, I have taken the risks, I am your person.",-0.0029761904761904934
412,221,COOPER,"Senator Sanders, let's talk about income inequality. Wages and incomes are flat. You've argued that the gap between rich and poor is wider than at any time since the 1920s. We've had a Democratic president for seven years. What are you going to be able to do that President Obama didn't?",-0.012500000000000011
413,222,SANDERS,"Well, first of all, let's remember where we were when Bush left office. We were losing 800,000 jobs a month. And I know my Republican friends seem to have some amnesia on this issue, but the world's financial crisis was on -- the world's financial markets system was on the verge of collapse. That's where we were.",0.0
414,222,SANDERS,"Are we better off today than we were then? Absolutely. But the truth is that for the 40 years, the great middle class of this country has been disappearing. And in my view what we need to do is create millions of jobs by rebuilding our crumbling infrastructure; raise the minimum wage to $15 an hour; pay equity for women workers; and our disastrous trade policies, which have cost us millions of jobs; and make every public college and university in this country tuition free.",-0.09999999999999998
415,222,SANDERS,(APPLAUSE),0.0
416,223,COOPER,Secretary Clinton...,0.0
417,223,COOPER,(CROSSTALK),0.0
418,224,COOPER,I'll let you jump in a moment. Everybody will get in on this in a moment.,0.0
419,224,COOPER,"Secretary Clinton, how would you address this issue? In all candor, you and your husband are part of the one percent. How can you credibly represent the views of the middle class?",0.0
420,225,CLINTON,"Well, you know, both Bill and I have been very blessed. Neither of us came from wealthy families and we've worked really hard our entire lives. And I want to make sure every single person in this country has the same opportunities that he and I have had, to make the most of their God-given potential and to have the chances that they should have in America for a good education, good job training, and then good jobs.",0.37857142857142856
421,225,CLINTON,"I have a five point economic plan, because this inequality challenge we face, we have faced it at other points. It's absolutely right. It hasn't been this bad since the 1920s. But if you look at the Republicans versus the Democrats when it comes to economic policy, there is no comparison. The economy does better when you have a Democrat in the White House and that's why we need to have a Democrat in the White House in January 2017.",0.16666666666666666
422,226,COOPER,"Governor O'Malley, (inaudible).",0.0
